#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;1;18;0;0;0;0;0;0;0;0;0
599.84;1;18;0;0;0;0;0;0;0;0;0
1199.68;0.99;18;0;0;0;0;0;0;0;0;0
1799.75;0.99;18;0;0;0;0;0;0;0;0;0
2399.82;0.99;18;0;0;0;0;0;0;0;0;0
3000;0.99;18;0;0;0;0;0;0;0;0;0
3599.64;0.99;18;0;0;0;0;0;0;0;0;0
4199.95;0.99;18;0;0;0;0;0;0;0;0;0
4799.87;0.99;18;0;0;0;0;0;0;0;0;0
5399.98;0.99;18;0;0;0;0;0;0;0;0;0
5999.72;0.99;18;0;0;0;0;0;0;0;0;0
6599.95;0.99;18;0;0;0;0;0;0;0;0;0
7199.98;0.99;18;0;0;0;0;0;0;0;0;0
