Tag;Instance;Setting;Config;Seed;Timestamp
n.a.;1-1-3-18-0.85-4.xlayo;Letter-Fixed-7200-5.xsett;PPFAR-TAFCFS-SAConstantRatio-ISEmptiest-PSFixed-RPDummy-OBDefault-RBSamePod-MMNoChange.xconf;5;20190408-083716
n.a.;1-1-3-18-0.85-4.xlayo;Letter-Fixed-7200-5.xsett;PPFAR-TAFCFS-SAConstantRatio-ISEmptiest-PSFixed-RPDummy-OBDefault-RBSamePod-MMNoChange.xconf;5;20190408-084907
