Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;12.50;0;0;0;0;0;0;0;0;2500;0
OutputStation0;55.50;3.50;173;0;15;117.670646236536;14144.1716957223;11.8378715691902;333.758888888891;11.5333333333333;799.147435719206;2500
OutputStation1;55.50;9.50;175;0;15;118.856750035197;17798.6121212896;11.7061111111111;366.521250527947;11.6666666666667;777.789515530225;2500
