Tag;Instance;Setting;Config;Seed;Timestamp
n.a.;1-1-2-12-0.85-12.xlayo;Letter-Fixed-7200-5.xsett;PPFAR-TAShortestDistance-SAConstantRatio-ISEmptiest-PSFixed-RPDummy-OBDefault-RBSamePod-MMNoChange.xconf;5;20190408-085351
