#TimeStamp;TripTime;Type
50;30;O
55;20;O
57;19;O
66;35;O
67;36;O
72;21;O
80;15;O
89;30;O
94;26;O
104;15;O
114;17;O
123;16;O
133;16;O
154;15;O
156;18;O
166;27;O
188;16;O
195;13;O
203;14;O
213;14;O
234;15;O
241;20;O
243;14;O
254;14;O
257;15;O
304;14;O
324;14;O
327;15;O
338;32;O
351;49;O
367;15;O
378;18;O
382;20;O
386;16;O
394;14;O
397;25;O
406;19;O
411;21;O
414;17;O
417;17;O
425;15;O
428;21;O
445;15;O
465;14;O
476;36;O
504;54;O
505;14;O
521;46;O
561;31;O
563;28;O
585;14;O
595;14;O
597;26;O
616;14;O
629;17;O
631;15;O
644;23;O
648;30;O
657;17;O
671;15;O
685;17;O
702;16;O
710;14;O
725;19;O
727;15;O
755;19;O
757;15;O
782;15;O
796;15;O
809;17;O
815;19;O
822;16;O
832;15;O
833;31;O
846;23;O
854;27;O
858;16;O
878;27;O
899;17;O
907;14;O
907;16;O
945;28;O
958;16;O
983;15;O
994;21;O
1020;16;O
1025;24;O
1035;34;O
1049;15;O
1061;17;O
1069;15;O
1084;30;O
1093;18;O
1093;15;O
1103;19;O
1125;13;O
1134;15;O
1169;16;O
1194;14;O
1205;22;O
1224;15;O
1237;15;O
1254;15;O
1268;19;O
1275;16;O
1285;30;O
1296;16;O
1309;15;O
1313;55;O
1348;14;O
1359;15;O
1360;15;O
1372;17;O
1390;15;O
1421;14;O
1433;13;O
1441;15;O
1451;15;O
1453;16;O
1462;15;O
1472;15;O
1482;15;O
1484;22;O
1486;30;O
1519;18;O
1522;17;O
1556;29;O
1574;21;O
1580;19;O
1605;14;O
1619;14;O
1646;14;O
1656;15;O
1671;15;O
1695;35;O
1696;14;O
1722;17;O
1731;15;O
1735;30;O
1753;14;O
1754;17;O
1761;15;O
1767;32;O
1770;14;O
1781;15;O
1792;19;O
1801;15;O
1812;15;O
1814;21;O
1823;20;O
1830;17;O
1832;25;O
1848;26;O
1849;16;O
1858;15;O
1870;27;O
1872;19;O
1881;18;O
1892;13;O
1929;15;O
1938;14;O
1949;15;O
1962;15;O
1972;26;O
1982;15;O
1993;15;O
2009;15;O
2013;29;O
2015;27;O
2034;15;O
2048;14;O
2049;37;O
2060;31;O
2069;14;O
2071;14;O
2081;16;O
2089;14;O
2102;16;O
2103;15;O
2120;14;O
2123;15;O
2137;19;O
2150;14;O
2161;15;O
2170;14;O
2172;33;O
2195;15;O
2196;38;O
2200;21;O
2207;19;O
2215;16;O
2217;51;O
2242;18;O
2252;17;O
2254;15;O
2259;30;O
2268;15;O
2269;14;O
2279;15;O
2297;14;O
2308;15;O
2310;15;O
2330;16;O
2337;18;O
2338;14;O
2350;15;O
2352;29;O
2361;34;O
2364;15;O
2382;26;O
2384;14;O
2396;16;O
2409;15;O
2422;21;O
2424;32;O
2433;27;O
2435;15;O
2443;33;O
2446;16;O
2455;15;O
2456;15;O
2469;17;O
2479;18;O
2495;14;O
2555;14;O
2579;15;O
2587;19;O
2596;25;O
2607;15;O
2617;15;O
2620;15;O
2625;30;O
2648;20;O
2649;27;O
2655;17;O
2658;15;O
2658;41;O
2673;15;O
2675;16;O
2683;16;O
2701;18;O
2715;15;O
2716;18;O
2724;14;O
2736;17;O
2745;27;O
2754;16;O
2755;15;O
2763;15;O
2765;15;O
2774;16;O
2775;15;O
2784;16;O
2793;15;O
2795;15;O
2804;14;O
2815;15;O
2842;20;O
2844;13;O
2844;15;O
2853;14;O
2864;15;O
2873;14;O
2885;16;O
2888;15;O
2901;18;O
2915;36;O
2923;20;O
2927;17;O
2938;42;O
2957;14;O
2977;26;O
2988;15;O
3014;16;O
3015;28;O
3022;19;O
3032;19;O
3039;16;O
3058;15;O
3082;29;O
3088;14;O
3103;30;O
3109;16;O
3123;15;O
3133;28;O
3133;19;O
3136;17;O
3146;22;O
3158;15;O
3159;14;O
3172;15;O
3182;18;O
3203;14;O
3213;15;O
3237;29;O
3239;14;O
3250;16;O
3257;35;O
3274;14;O
3283;14;O
3286;21;O
3294;19;O
3305;15;O
3314;14;O
3316;20;O
3349;14;O
3350;15;O
3370;15;O
3404;14;O
3408;26;O
3435;29;O
3435;15;O
3439;29;O
3439;23;O
3472;29;O
3490;14;O
3502;16;O
3516;15;O
3525;29;O
3531;37;O
3534;22;O
3538;21;O
3541;14;O
3542;36;O
3555;13;O
3590;14;O
3600;14;O
3610;14;O
3614;15;O
3630;14;O
3634;28;O
3672;36;O
3675;14;O
3688;17;O
3696;49;O
3699;14;O
3710;20;O
3722;14;O
3735;35;O
3739;18;O
3746;15;O
3747;26;O
3757;16;O
3779;15;O
3788;14;O
3808;14;O
3811;22;O
3827;36;O
3847;35;O
3848;17;O
3852;30;O
3857;15;O
3865;14;O
3896;15;O
3906;15;O
3916;28;O
3930;18;O
3932;15;O
3937;20;O
3944;17;O
3953;26;O
3973;16;O
3982;29;O
3983;16;O
3997;15;O
4006;15;O
4011;34;O
4028;16;O
4032;30;O
4037;15;O
4047;15;O
4055;39;O
4062;14;O
4080;30;O
4092;14;O
4101;15;O
4121;15;O
4123;15;O
4141;25;O
4147;16;O
4159;31;O
4178;24;O
4184;36;O
4195;16;O
4202;34;O
4214;15;O
4225;17;O
4237;22;O
4238;15;O
4256;26;O
4269;31;O
4284;14;O
4304;38;O
4316;16;O
4322;36;O
4345;15;O
4355;29;O
4357;17;O
4368;15;O
4377;17;O
4394;50;O
4394;27;O
4412;22;O
4432;16;O
4456;14;O
4470;19;O
4477;16;O
4488;31;O
4488;32;O
4493;26;O
4504;24;O
4506;15;O
4510;20;O
4520;20;O
4529;17;O
4531;16;O
4547;15;O
4556;14;O
4570;18;O
4588;15;O
4597;15;O
4600;13;O
4624;17;O
4626;15;O
4631;27;O
4632;44;O
4640;23;O
4646;18;O
4655;18;O
