#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;39.17;0.08;PP/0,TA/0,IS/0,PS/0,RB/0.01,OB/0.01,RP/0
59.91;41.77;0.4;PP/0.07,TA/0.04,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
119.94;43.25;0.58;PP/0.11,TA/0.04,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
179.96;43.35;0.7;PP/0.12,TA/0.04,IS/0.04,PS/0,RB/0.01,OB/0.03,RP/0
239.66;43.39;0.78;PP/0.12,TA/0.04,IS/0.07,PS/0,RB/0.01,OB/0.03,RP/0
299.98;43.51;0.89;PP/0.13,TA/0.04,IS/0.1,PS/0,RB/0.01,OB/0.04,RP/0
359.94;43.6;1.04;PP/0.15,TA/0.04,IS/0.16,PS/0,RB/0.01,OB/0.05,RP/0
419.75;43.75;1.16;PP/0.16,TA/0.04,IS/0.19,PS/0,RB/0.01,OB/0.06,RP/0
479.92;43.84;1.26;PP/0.18,TA/0.04,IS/0.21,PS/0,RB/0.01,OB/0.07,RP/0
539.67;43.84;1.32;PP/0.18,TA/0.04,IS/0.23,PS/0,RB/0.01,OB/0.07,RP/0
599.8;43.91;1.42;PP/0.21,TA/0.04,IS/0.25,PS/0,RB/0.01,OB/0.07,RP/0
659.98;43.91;1.49;PP/0.22,TA/0.04,IS/0.27,PS/0,RB/0.01,OB/0.07,RP/0
719.82;43.94;1.58;PP/0.23,TA/0.05,IS/0.29,PS/0,RB/0.01,OB/0.08,RP/0
779.8;44.1;1.67;PP/0.24,TA/0.05,IS/0.31,PS/0,RB/0.01,OB/0.08,RP/0
839.98;44.11;1.8;PP/0.29,TA/0.05,IS/0.33,PS/0,RB/0.01,OB/0.08,RP/0
899.86;44.11;1.94;PP/0.34,TA/0.05,IS/0.35,PS/0,RB/0.01,OB/0.08,RP/0
959.98;44.11;2.05;PP/0.36,TA/0.05,IS/0.37,PS/0,RB/0.01,OB/0.08,RP/0
1019.95;44.12;2.14;PP/0.37,TA/0.05,IS/0.4,PS/0,RB/0.01,OB/0.08,RP/0
1079.77;44.12;2.25;PP/0.4,TA/0.05,IS/0.42,PS/0,RB/0.01,OB/0.09,RP/0
1139.99;44.14;2.38;PP/0.42,TA/0.05,IS/0.44,PS/0,RB/0.01,OB/0.09,RP/0
1199.97;44.17;2.47;PP/0.44,TA/0.05,IS/0.46,PS/0,RB/0.01,OB/0.09,RP/0
1260;44.17;2.57;PP/0.46,TA/0.05,IS/0.49,PS/0,RB/0.01,OB/0.09,RP/0
1319.77;44.19;2.65;PP/0.47,TA/0.05,IS/0.51,PS/0,RB/0.01,OB/0.09,RP/0
1379.9;44.22;2.74;PP/0.48,TA/0.05,IS/0.53,PS/0,RB/0.01,OB/0.1,RP/0
1439.92;44.23;2.82;PP/0.49,TA/0.05,IS/0.55,PS/0,RB/0.01,OB/0.1,RP/0
1499.98;44.23;2.9;PP/0.5,TA/0.05,IS/0.57,PS/0,RB/0.01,OB/0.1,RP/0
1559.92;44.25;3;PP/0.52,TA/0.05,IS/0.59,PS/0,RB/0.01,OB/0.1,RP/0
1619.65;44.25;3.1;PP/0.54,TA/0.05,IS/0.61,PS/0,RB/0.01,OB/0.1,RP/0
1679.77;44.26;3.19;PP/0.56,TA/0.05,IS/0.63,PS/0,RB/0.01,OB/0.1,RP/0
1739.78;42.4;3.28;PP/0.58,TA/0.05,IS/0.65,PS/0,RB/0.01,OB/0.11,RP/0
1799.79;42.4;3.37;PP/0.59,TA/0.05,IS/0.67,PS/0,RB/0.01,OB/0.11,RP/0
1859.65;42.41;3.45;PP/0.6,TA/0.05,IS/0.69,PS/0,RB/0.01,OB/0.11,RP/0
1920;42.68;3.53;PP/0.61,TA/0.05,IS/0.7,PS/0,RB/0.01,OB/0.11,RP/0
