#TimeStamp;TripTime;Type
48;28;O
54;19;O
59;20;O
69;38;O
72;15;O
77;24;O
83;20;O
84;15;O
88;56;O
95;16;O
96;16;O
108;15;O
119;19;O
127;17;O
136;15;O
157;23;O
160;19;O
161;14;O
196;17;O
202;13;O
211;15;O
220;14;O
241;14;O
245;15;O
256;19;O
264;17;O
266;16;O
314;14;O
323;16;O
337;33;O
346;18;O
348;16;O
361;44;O
373;15;O
382;23;O
388;17;O
413;15;O
442;14;O
444;24;O
444;31;O
452;30;O
474;13;O
482;14;O
491;14;O
512;14;O
523;15;O
525;14;O
533;33;O
546;18;O
554;16;O
565;16;O
567;15;O
583;14;O
601;18;O
616;16;O
636;13;O
673;19;O
674;27;O
682;19;O
689;16;O
699;16;O
701;18;O
718;15;O
727;39;O
727;14;O
758;15;O
759;15;O
770;17;O
778;14;O
779;15;O
786;40;O
799;15;O
800;16;O
819;15;O
819;15;O
838;14;O
840;15;O
849;14;O
859;15;O
879;15;O
889;14;O
899;14;O
909;15;O
910;15;O
930;15;O
940;14;O
949;15;O
970;15;O
984;14;O
984;26;O
995;29;O
996;16;O
1008;54;O
1009;14;O
1020;14;O
1031;15;O
1051;15;O
1053;15;O
1073;14;O
1084;15;O
1087;15;O
1094;30;O
1096;18;O
1118;15;O
1129;16;O
1136;14;O
1143;14;O
1164;14;O
1167;15;O
1194;14;O
1198;15;O
1217;22;O
1223;23;O
1228;18;O
1235;15;O
1272;14;O
1285;17;O
1293;15;O
1308;15;O
1319;17;O
1320;37;O
1330;17;O
1340;14;O
1340;71;O
1367;16;O
1371;73;O
1376;30;O
1400;15;O
1414;28;O
1427;27;O
1431;14;O
1452;15;O
1462;15;O
1472;15;O
1480;25;O
1490;13;O
1500;15;O
1513;18;O
1521;16;O
1536;36;O
1550;15;O
1559;39;O
1567;16;O
1576;16;O
1590;14;O
1590;20;O
1610;14;O
1622;16;O
1624;16;O
1638;18;O
1640;14;O
1651;20;O
1660;14;O
1681;14;O
1693;14;O
1703;16;O
1714;15;O
1723;16;O
1725;16;O
1734;15;O
1734;17;O
1761;14;O
1772;16;O
1778;34;O
1783;20;O
1797;24;O
1801;18;O
1822;15;O
1852;43;O
1853;16;O
1864;32;O
1868;25;O
1875;72;O
1881;17;O
1888;27;O
1892;18;O
1900;17;O
1928;14;O
1934;17;O
1944;17;O
1952;14;O
1968;14;O
1992;17;O
2019;15;O
2042;13;O
2044;23;O
2057;27;O
2068;15;O
2077;15;O
2081;15;O
2082;30;O
2092;14;O
2096;29;O
2103;17;O
2105;41;O
