#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;36.86;0.08;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.02,RP/0
59.64;38.07;0.23;PP/0.06,TA/0.02,IS/0,PS/0,RB/0,OB/0.03,RP/0
119.86;38.1;0.27;PP/0.06,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
179.98;38.21;0.28;PP/0.06,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
239.8;38.43;0.3;PP/0.06,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
299.76;38.43;0.31;PP/0.06,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
359.81;38.68;0.34;PP/0.06,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
419.6;38.68;0.36;PP/0.06,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
479.99;38.68;0.37;PP/0.06,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
539.9;38.66;0.39;PP/0.08,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
599.71;38.66;0.41;PP/0.08,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
659.99;38.66;0.44;PP/0.08,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
719.9;38.66;0.45;PP/0.08,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
779.8;38.66;0.47;PP/0.08,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
839.98;38.66;0.48;PP/0.08,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
899.88;38.82;0.5;PP/0.08,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
959.62;38.82;0.52;PP/0.09,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
1019.99;38.93;0.53;PP/0.11,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
1079.76;38.93;0.56;PP/0.11,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
1139.76;38.93;0.56;PP/0.11,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
1200;38.96;0.58;PP/0.11,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
1259.64;39.02;0.61;PP/0.11,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
1319.91;39.02;0.63;PP/0.13,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
1379.72;39.18;0.66;PP/0.13,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
1439.86;39.18;0.66;PP/0.13,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
1499.94;39.18;0.67;PP/0.13,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
1559.66;39.38;0.69;PP/0.13,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
1619.94;39.38;0.7;PP/0.14,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
1679.88;39.38;0.72;PP/0.14,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
1739.91;39.54;0.73;PP/0.16,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
1799.95;39.54;0.77;PP/0.16,TA/0.05,IS/0,PS/0,RB/0,OB/0.03,RP/0
1859.78;39.1;0.78;PP/0.16,TA/0.05,IS/0,PS/0,RB/0,OB/0.03,RP/0
1919.79;39.1;0.8;PP/0.16,TA/0.05,IS/0,PS/0,RB/0,OB/0.03,RP/0
1979.75;39.1;0.81;PP/0.16,TA/0.05,IS/0,PS/0,RB/0,OB/0.03,RP/0
2039.97;39.1;0.85;PP/0.16,TA/0.05,IS/0,PS/0,RB/0,OB/0.03,RP/0
2099.86;39.16;0.86;PP/0.16,TA/0.05,IS/0,PS/0,RB/0,OB/0.03,RP/0
2159.65;39.3;0.89;PP/0.16,TA/0.05,IS/0,PS/0,RB/0,OB/0.03,RP/0
2219.9;39.09;0.92;PP/0.16,TA/0.08,IS/0,PS/0,RB/0,OB/0.03,RP/0
2279.72;39.1;0.94;PP/0.16,TA/0.09,IS/0,PS/0,RB/0,OB/0.03,RP/0
2339.85;39.13;0.97;PP/0.16,TA/0.13,IS/0,PS/0,RB/0,OB/0.03,RP/0
2399.67;39.14;1;PP/0.16,TA/0.16,IS/0,PS/0,RB/0,OB/0.03,RP/0
2459.9;39.18;1.02;PP/0.16,TA/0.17,IS/0,PS/0,RB/0,OB/0.03,RP/0
2519.63;39.2;1.05;PP/0.16,TA/0.2,IS/0,PS/0,RB/0,OB/0.03,RP/0
2579.87;39.13;1.08;PP/0.16,TA/0.23,IS/0,PS/0,RB/0,OB/0.03,RP/0
2640;39.14;1.11;PP/0.16,TA/0.25,IS/0,PS/0,RB/0,OB/0.03,RP/0
2699.83;39.16;1.13;PP/0.16,TA/0.27,IS/0,PS/0,RB/0,OB/0.03,RP/0
2759.65;39.18;1.16;PP/0.16,TA/0.28,IS/0,PS/0,RB/0,OB/0.03,RP/0
2819.78;39.2;1.19;PP/0.16,TA/0.31,IS/0,PS/0,RB/0,OB/0.03,RP/0
2879.61;39.21;1.2;PP/0.16,TA/0.31,IS/0,PS/0,RB/0,OB/0.03,RP/0
2940;39.23;1.24;PP/0.16,TA/0.34,IS/0,PS/0,RB/0,OB/0.03,RP/0
2999.98;39.25;1.27;PP/0.16,TA/0.38,IS/0,PS/0,RB/0,OB/0.03,RP/0
