Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;12.50;0;0;0;0;0;0;0;0;30000;0
OutputStation0;45.50;3.50;1083;0;749;16.310512867994;67.9868297945068;10.0444444444438;82.8056493469653;1.44592790387183;19305.0204446041;30000
OutputStation1;45.50;9.50;1132;0;776;16.5195017794865;70.2518833752311;10.0444444444438;72.3516666666663;1.45876288659794;18821.273879666;30000
OutputStation2;45.50;15.50;1153;0;797;16.4885942402698;66.551648315125;10.0444444444438;62.2938888888871;1.44667503136763;18614.9007874741;30000
