#TimeStamp;DistanceTraveled
59.86;555.62
119.96;554.39
179.88;588.85
239.99;583.02
299.73;492.2
359.91;671.33
419.83;609.52
479.84;534.82
539.95;543.18
599.87;565.96
659.65;547.65
719.7;552.7
779.98;541.95
839.79;547.43
899.97;495.98
959.97;473.2
1019.81;474.29
1079.91;534.07
1139.91;517.7
1199.76;514.38
1259.88;528.93
1319.92;502.3
1379.78;522.73
1439.95;517.29
1499.69;550.32
1559.7;568.8
1619.79;526.32
1680;518.1
1739.86;509.42
1799.74;525.72
1859.99;531.53
1919.99;499.66
1979.93;511.92
2039.96;553.19
2099.68;554.82
2159.63;490.65
2219.87;504.98
2279.88;513.89
2340;536.3
2399.98;514.9
2459.72;528.42
2519.79;520.88
2579.77;473.84
2639.9;524.79
2699.81;539.32
2759.86;537.63
2819.79;571.47
2879.94;532.55
2939.77;575.09
2999.86;565.03
3060;508.15
3119.89;539.82
3179.75;510.41
3239.96;503.25
3299.73;539.43
3359.91;548.96
3419.98;544.56
3479.86;561.19
3539.62;507.58
3599.67;508.17
3659.8;503.45
3719.88;540.45
3779.98;487.12
3839.94;528.91
3899.74;591.53
3959.59;532.32
4019.77;501.25
4080;548.01
4139.85;538.73
4199.79;545.19
4259.88;515.54
4319.98;518.69
4379.64;523.91
4439.99;578.27
4499.73;513.59
4559.89;548.58
4619.89;532.59
4679.9;525.34
4739.92;524.07
4799.94;568.7
4859.78;575.63
4919.76;500.32
4979.94;431.81
5039.73;529.8
5099.94;538.7
5159.69;493.7
5219.92;519.43
5279.96;525.24
5339.89;546.16
5399.59;526.19
5459.99;505.96
5519.97;530.05
5579.83;512.13
5639.59;500.42
5699.83;534.18
5759.91;466.8
5819.87;506.83
5879.8;528.06
5939.96;530.62
5999.71;543.77
6059.96;513.39
6120;497.39
6179.88;539.99
6239.95;509.53
6299.99;514.58
6359.9;558.82
6420;484.32
6479.64;533.32
6539.67;539.62
6599.73;539.05
6659.97;475.33
6719.83;513.09
6779.71;527.01
6839.83;585.57
6899.99;506.69
6959.91;538.11
7019.75;515.53
7079.81;567.25
7139.93;517.99
7199.98;590.93
