#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;39.6;0.09;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.64;41.07;0.3;PP/0.04,TA/0.03,IS/0,PS/0,RB/0,OB/0.02,RP/0
119.91;41.2;0.34;PP/0.05,TA/0.04,IS/0,PS/0,RB/0,OB/0.02,RP/0
179.72;41.2;0.36;PP/0.06,TA/0.04,IS/0,PS/0,RB/0,OB/0.02,RP/0
239.98;41.5;0.41;PP/0.08,TA/0.04,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
299.95;41.5;0.44;PP/0.1,TA/0.04,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
359.6;41.57;0.46;PP/0.1,TA/0.04,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
419.82;41.87;0.51;PP/0.11,TA/0.05,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
479.97;41.87;0.53;PP/0.11,TA/0.06,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
539.95;41.45;0.55;PP/0.12,TA/0.06,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
599.94;41.62;0.63;PP/0.13,TA/0.09,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
659.73;41.71;0.67;PP/0.14,TA/0.09,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
719.76;42.09;0.73;PP/0.16,TA/0.11,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
779.68;41.64;0.77;PP/0.17,TA/0.12,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
839.86;41.64;0.79;PP/0.18,TA/0.12,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
899.99;41.64;0.82;PP/0.19,TA/0.12,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
959.65;41.64;0.84;PP/0.19,TA/0.12,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
1019.98;41.64;0.86;PP/0.2,TA/0.12,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
1079.69;41.77;0.89;PP/0.21,TA/0.12,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
1139.86;41.9;0.93;PP/0.21,TA/0.13,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
1199.64;41.87;0.98;PP/0.22,TA/0.17,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
1259.98;42.02;1.05;PP/0.22,TA/0.23,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
1319.71;42.07;1.12;PP/0.22,TA/0.28,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
1379.65;42.14;1.19;PP/0.22,TA/0.35,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
1439.66;42.2;1.26;PP/0.22,TA/0.41,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
1499.66;42.27;1.33;PP/0.22,TA/0.48,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
1559.66;42.33;1.4;PP/0.22,TA/0.54,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
1619.66;42.39;1.47;PP/0.22,TA/0.6,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
1679.66;42.44;1.55;PP/0.22,TA/0.67,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
1739.66;42.52;1.63;PP/0.22,TA/0.74,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
1799.66;42.61;1.7;PP/0.22,TA/0.81,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
1859.66;42.69;1.77;PP/0.22,TA/0.87,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
1919.66;42.76;1.85;PP/0.22,TA/0.94,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
1979.66;42.82;1.92;PP/0.22,TA/1,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
2039.66;42.89;1.99;PP/0.22,TA/1.06,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
