#TimeStamp;TripTime;Type
33;15;O
37;23;O
43;18;O
45;29;O
46;29;O
49;32;O
54;34;O
57;27;O
58;42;O
59;41;O
61;37;O
62;49;O
66;37;O
67;52;O
69;52;O
70;54;O
76;54;O
79;51;O
369;13;O
381;15;O
490;16;O
571;12;O
581;13;O
704;15;O
833;15;O
883;14;O
923;12;O
928;17;O
1027;15;O
1065;15;O
1135;14;O
1239;14;O
1309;16;O
1380;14;O
1382;18;O
1431;16;O
1474;28;O
1501;14;O
1534;18;O
1581;14;O
1592;14;O
1620;13;O
1633;15;O
1700;13;O
1734;16;O
1771;13;O
1780;13;O
1793;15;O
1866;17;O
1888;29;O
1984;14;O
1997;16;O
2074;14;O
2088;16;O
2135;14;O
2158;15;O
2167;13;O
2220;16;O
2278;13;O
2300;16;O
2328;15;O
2390;14;O
2449;14;O
2482;15;O
2490;23;O
2491;16;O
2529;15;O
2613;15;O
2622;14;O
2628;13;O
2638;12;O
2663;15;O
2691;14;O
2711;13;O
2773;14;O
2793;15;O
2800;13;O
2827;18;O
2840;13;O
2858;16;O
2873;15;O
2905;12;O
2919;17;O
2933;14;O
2937;16;O
2943;14;O
2985;15;O
3017;16;O
3021;18;O
3058;15;O
3066;16;O
3097;13;O
3129;15;O
3156;14;O
3190;16;O
3217;14;O
3246;14;O
3261;16;O
3280;15;O
3322;15;O
3328;15;O
3344;15;O
3354;18;O
3357;24;O
3363;18;O
3388;15;O
3394;8;O
3399;16;O
3406;25;O
3420;19;O
3441;15;O
3441;17;O
3450;16;O
3457;13;O
3482;16;O
3539;15;O
3602;17;O
3609;20;O
3611;16;O
3663;14;O
3672;12;O
3734;14;O
3742;12;O
3773;17;O
3777;17;O
3789;12;O
3808;18;O
3831;14;O
3839;12;O
3978;14;O
4033;14;O
4073;14;O
4089;16;O
4101;18;O
4113;14;O
4118;24;O
4125;16;O
4152;13;O
4160;20;O
4213;29;O
4214;64;O
4228;38;O
4231;16;O
4232;37;O
4238;14;O
4250;16;O
4270;16;O
4279;18;O
4285;20;O
4317;13;O
4417;14;O
4432;16;O
4441;16;O
4447;14;O
4458;15;O
4481;14;O
4487;14;O
4497;14;O
4511;15;O
4518;13;O
4524;18;O
4533;19;O
4536;13;O
4546;12;O
4559;18;O
4572;16;O
4603;16;O
4633;16;O
4645;18;O
4663;16;O
4669;15;O
4687;13;O
4699;14;O
4709;13;O
4713;16;O
4719;14;O
4742;17;O
4744;16;O
4752;18;O
4801;23;O
4802;17;O
4810;14;O
4816;21;O
4822;16;O
4827;27;O
4836;18;O
4839;19;O
4843;84;O
4849;40;O
4852;12;O
4858;21;O
4868;32;O
4869;20;O
4904;16;O
4913;15;O
4927;19;O
4941;15;O
4949;21;O
4973;16;O
4989;21;O
5005;16;O
5033;16;O
5043;16;O
5053;16;O
5114;16;O
5133;15;O
5145;17;O
5155;17;O
5155;17;O
5163;14;O
5172;14;O
5192;15;O
5202;14;O
5215;17;O
5216;17;O
5222;14;O
5230;22;O
5235;17;O
5269;10;O
5273;32;O
5281;22;O
5296;15;O
5327;16;O
5332;31;O
5342;33;O
5357;16;O
5387;15;O
5399;19;O
5412;31;O
5413;13;O
5418;16;O
5424;11;O
5433;13;O
5437;16;O
5465;22;O
5467;16;O
5477;16;O
5488;15;O
5503;23;O
5613;111;O
5620;38;O
5641;48;O
5641;145;O
5648;29;O
5649;166;O
5684;14;O
5716;32;O
5726;16;O
5755;15;O
5776;16;O
5786;16;O
5797;17;O
5837;16;O
5857;16;O
5864;13;O
5877;15;O
5880;19;O
5898;16;O
5898;17;O
5936;15;O
5939;17;O
5969;17;O
5975;14;O
5981;17;O
5989;17;O
6005;11;O
6029;16;O
6034;20;O
6039;21;O
6044;16;O
6048;18;O
6051;17;O
6052;28;O
6054;30;O
6060;30;O
6065;18;O
6067;15;O
6076;22;O
6092;32;O
6101;34;O
