Tag;Instance;Setting;Config;Seed;Timestamp
n.a.;1-1-1-6-0.85-6.xlayo;Letter-Fixed-30000-1000.xsett;PPFAR-TAFCFS-SAConstantRatio-ISEmptiest-PSFixed-RPDummy-OBDefault-RBSamePod-MMNoChange.xconf;5;20190408-051702
