#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;0;3;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0
59.93;0;0;0;3;0/59.93;0/59.93,1/59.32,2/59.93;0/0;0/59.93,1/59.93,2/59.93;0/0;0/3,1/8,2/6;0/0;0/11,1/11,2/12;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/1,2/0
119.97;0;11;0;3;0/119.97;0/87.79,1/71,2/73.64;0/0;0/119.97,1/119.97,2/119.97;0/0;0/8,1/12,2/8;0/0;0/16,1/14,2/14;0/0;0/0,1/0,2/0;0/0;0/3,1/4,2/4;0/0;0/4,1/5,2/5
179.8;0;23;0;3;0/179.8;0/88.27,1/86.93,2/74.63;0/0;0/179.8,1/179.8,2/179.8;0/0;0/7,1/13,2/13;0/0;0/14,1/18,2/18;0/0;0/0,1/0,2/0;0/0;0/7,1/7,2/9;0/0;0/10,1/10,2/11
239.91;0;35;0;3;0/239.91;0/89.22,1/87.82,2/75.35;0/0;0/239.91,1/239.91,2/239.91;0/0;0/18,1/28,2/20;0/0;0/25,1/32,2/24;0/0;0/0,1/0,2/0;0/0;0/10,1/11,2/14;0/0;0/16,1/16,2/17
299.6;0;46;0;3;0/299.6;0/90.31,1/89.46,2/76.43;0/0;0/299.6,1/299.6,2/299.6;0/0;0/10,1/34,2/22;0/0;0/19,1/38,2/25;0/0;0/0,1/0,2/0;0/0;0/13,1/15,2/18;0/0;0/22,1/22,2/23
359.98;0;59;0;3;0/359.98;0/91.98,1/90.12,2/77.19;0/0;0/359.98,1/359.98,2/359.98;0/0;0/13,1/27,2/19;0/0;0/20,1/32,2/23;0/0;0/0,1/0,2/0;0/0;0/17,1/19,2/23;0/0;0/28,1/28,2/29
419.6;0;70;0;3;0/419.6;0/92.91,1/91.03,2/78;0/0;0/419.6,1/419.6,2/419.6;0/0;0/17,1/25,2/20;0/0;0/24,1/32,2/23;0/0;0/0,1/0,2/0;0/0;0/21,1/21,2/28;0/0;0/34,1/34,2/35
479.73;0;84;0;3;0/479.73;0/94.27,1/92.59,2/78.94;0/0;0/479.73,1/479.73,2/479.73;0/0;0/8,1/21,2/16;0/0;0/18,1/26,2/17;0/0;0/0,1/0,2/0;0/0;0/25,1/26,2/33;0/0;0/40,1/40,2/41
539.94;0;97;0;3;0/539.94;0/95.21,1/93.53,2/93.76;0/0;0/539.94,1/539.94,2/539.94;0/0;0/3,1/16,2/10;0/0;0/12,1/20,2/13;0/0;0/0,1/0,2/0;0/0;0/30,1/30,2/37;0/0;0/46,1/46,2/45
