#TimeStamp;DistanceTraveled
59.93;733.39
119.97;640.83
179.8;430.47
239.91;378.34
299.6;378.96
359.98;390.57
419.6;299.07
479.73;314.28
539.94;375.82
599.97;350.64
659.98;403.68
720;587.81
779.89;144.13
839.65;0
899.82;0
959.99;0
1019.89;0
1079.77;0
1139.77;0
1199.93;0
1259.58;0
1319.7;0
1379.97;0
1439.93;0
1499.98;0
1559.96;0
1619.76;0
1679.91;0
1739.94;0
1799.62;0
1859.77;0
1919.97;0
1979.97;0
2039.97;0
2099.74;0
2159.9;0
2219.9;0
2279.67;0
2339.82;0
2399.94;0
2459.6;0
2519.75;0
2579.99;0
2639.94;0
2699.68;0
2759.98;0
2819.87;0
2879.92;0
2939.62;0
2999.77;0
3059.93;0
3119.97;0
3179.7;0
3239.98;0
3299.83;0
3359.98;0
3419.95;0
3479.76;0
3539.91;0
3599.99;0
3659.62;0
3719.78;0
3779.82;0
3839.97;0
3899.97;0
3959.74;0
4019.9;0
4079.9;0
4139.67;0
4199.82;0
4259.94;0
4319.6;0
4379.75;0
4439.99;0
4499.94;0
4559.68;0
4619.98;0
4679.87;0
4739.92;0
4799.62;0
4859.77;0
4919.93;0
4979.97;0
5039.7;0
5099.97;0
5159.83;0
5219.98;0
5279.95;0
5339.76;0
5399.91;0
5459.99;0
5519.62;0
5579.77;0
5639.82;0
5699.97;0
5759.97;0
5819.74;0
5879.9;0
5939.9;0
5999.67;0
6059.82;0
6119.94;0
6179.6;0
6239.75;0
6299.99;0
6359.94;0
6419.68;0
6479.98;0
6539.87;0
6599.92;0
6659.62;0
6719.77;0
6779.93;0
6839.97;0
6899.7;0
6959.97;0
7019.83;0
7079.98;0
7139.95;0
7199.76;0
