Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;12.50;0;0;0;0;0;0;0;0;7200;0
OutputStation0;55.50;3.50;58;0;41;16.0668655691354;55.3921379172051;10.1138888888889;42.8793506530316;1.41463414634146;6626.98595540335;7200
OutputStation1;55.50;9.50;66;0;45;16.2493279615328;64.6749648783911;10.0444444444445;42.6117604580793;1.46666666666667;6549.61008674352;7200
OutputStation2;55.50;15.50;58;0;46;14.3257033149054;27.0755612034893;10.0444444444444;32;1.26086956521739;6625.26970222258;7200
