#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;1;18;0;0;0;0;0;0;0;0;0
599.88;1;18;0;0;0;0;0;0;0;0;0
1199.96;0.99;18;0;0;0;0;0;0;0;0;0
1799.98;0.99;18;0;0;0;0;0;0;0;0;0
2399.96;0.99;18;0;0;0;0;0;0;0;0;0
2999.8;0.98;18;0;0;0;0;0;0;0;0;0
3599.98;0.98;18;0;0;0;0;0;0;0;0;0
4199.98;0.97;18;0;0;0;0;0;0;0;0;0
4799.93;0.97;18;0;0;0;0;0;0;0;0;0
5399.87;0.97;18;0;0;0;0;0;0;0;0;0
5999.99;0.96;18;0;0;0;0;0;0;0;0;0
6599.8;0.96;18;0;0;0;0;0;0;0;0;0
7199.94;0.95;18;0;0;0;0;0;0;0;0;0
7799.99;0.95;18;0;0;0;0;0;0;0;0;0
8399.98;0.95;18;0;0;0;0;0;0;0;0;0
8999.73;0.94;18;0;0;0;0;0;0;0;0;0
9600;0.94;18;0;0;0;0;0;0;0;0;0
10199.67;0.94;18;0;0;0;0;0;0;0;0;0
10799.81;0.93;18;0;0;0;0;0;0;0;0;0
11399.74;0.93;18;0;0;0;0;0;0;0;0;0
11999.85;0.92;18;0;0;0;0;0;0;0;0;0
12599.67;0.92;18;0;0;0;0;0;0;0;0;0
13199.61;0.92;18;0;0;0;0;0;0;0;0;0
13799.99;0.92;18;0;0;0;0;0;0;0;0;0
14399.94;0.92;18;0;0;0;0;0;0;0;0;0
14999.71;0.92;18;0;0;0;0;0;0;0;0;0
15599.98;0.92;18;0;0;0;0;0;0;0;0;0
16199.98;0.92;18;0;0;0;0;0;0;0;0;0
16799.98;0.92;18;0;0;0;0;0;0;0;0;0
17399.79;0.92;18;0;0;0;0;0;0;0;0;0
18000;0.92;18;0;0;0;0;0;0;0;0;0
18599.76;0.92;18;0;0;0;0;0;0;0;0;0
19199.69;0.92;18;0;0;0;0;0;0;0;0;0
19799.81;0.92;18;0;0;0;0;0;0;0;0;0
20399.99;0.92;18;0;0;0;0;0;0;0;0;0
20999.91;0.92;18;0;0;0;0;0;0;0;0;0
21599.97;0.92;18;0;0;0;0;0;0;0;0;0
22199.85;0.92;18;0;0;0;0;0;0;0;0;0
22799.79;0.92;18;0;0;0;0;0;0;0;0;0
23399.98;0.92;18;0;0;0;0;0;0;0;0;0
23999.59;0.92;18;0;0;0;0;0;0;0;0;0
24599.88;0.92;18;0;0;0;0;0;0;0;0;0
25199.79;0.92;18;0;0;0;0;0;0;0;0;0
25799.98;0.92;18;0;0;0;0;0;0;0;0;0
26399.98;0.92;18;0;0;0;0;0;0;0;0;0
27000;0.92;18;0;0;0;0;0;0;0;0;0
27599.99;0.92;18;0;0;0;0;0;0;0;0;0
28199.69;0.92;18;0;0;0;0;0;0;0;0;0
28799.82;0.92;18;0;0;0;0;0;0;0;0;0
29399.68;0.92;18;0;0;0;0;0;0;0;0;0
29999.8;0.92;18;0;0;0;0;0;0;0;0;0
