#TimeStamp;Bot;Pod;OutputStation
74.2;16;309;2
83.91;2;80;1
83.95;16;309;2
89.34;15;385;0
94.26;13;228;2
99.43;4;200;1
103.69;6;342;0
107.55;17;76;2
109.44;4;200;1
113.53;5;180;0
117.84;17;76;2
119.4;4;200;1
123.78;16;309;0
127.83;12;410;2
129.48;0;269;1
133.78;16;309;0
137.85;7;227;2
139.52;3;14;1
143.81;16;309;0
147.88;4;200;2
149.3;14;213;1
153.85;1;369;0
157.88;11;156;2
159.48;14;213;1
163.81;10;29;0
167.82;0;269;2
169.25;15;385;1
173.83;2;80;0
177.74;3;14;2
179.52;9;109;1
183.9;2;80;0
189.53;13;228;1
191.35;14;213;2
193.76;8;376;0
199.53;6;342;1
203.77;15;385;0
204.86;9;109;2
209.58;5;180;1
213.8;11;156;0
219.6;17;76;1
223.91;0;269;0
229.27;6;342;2
229.65;12;410;1
233.95;13;228;0
239.14;5;180;2
239.88;16;309;1
243.88;9;109;0
249.17;17;76;2
249.84;7;227;1
258.55;14;213;0
259.31;17;76;2
259.9;1;369;1
268.55;12;410;0
269.36;17;76;2
269.86;4;200;1
278.51;5;180;0
279.36;11;156;2
279.91;10;29;1
288.57;5;180;0
289.4;11;156;2
289.95;10;29;1
298.62;5;180;0
299.68;11;156;2
299.97;10;29;1
308.64;5;180;0
309.61;13;228;2
309.74;3;14;1
318.84;5;180;0
319.66;13;228;2
320.04;2;80;1
328.85;1;369;0
329.67;9;109;2
330.06;15;385;1
338.89;17;76;0
339.65;9;109;2
340.09;14;213;1
349.09;10;29;0
349.74;12;410;2
350.17;6;314;1
359.12;11;156;0
359.77;8;164;2
360.25;5;180;1
369.17;3;14;0
369.8;0;175;2
372.62;13;228;1
379.21;3;14;0
379.73;1;369;2
382.8;17;76;1
389.24;3;14;0
389.82;2;80;2
392.88;9;109;1
399.23;16;45;0
399.78;15;385;2
403.06;9;109;1
409.09;14;213;0
409.67;10;29;2
413.09;9;109;1
419.27;5;180;0
419.86;11;156;2
422.95;9;109;1
429.27;8;164;0
429.88;13;228;2
432.92;9;109;1
439.25;0;175;0
443.13;7;44;1
448.08;5;180;2
449.14;17;76;0
453.13;7;44;1
459.31;2;80;0
460.68;8;164;2
463.05;4;411;1
469.47;15;385;0
470.83;0;175;2
473.18;4;411;1
479.64;15;385;0
480.86;0;175;2
483.09;1;369;1
489.53;9;109;0
490.67;0;175;2
493.25;3;14;1
499.67;13;228;0
500.89;2;80;2
503.07;12;53;1
509.73;7;44;0
510.91;4;411;2
513.26;16;45;1
519.78;7;44;0
520.96;15;385;2
523.28;14;213;1
529.84;5;180;0
531.17;13;228;2
533.35;10;29;1
539.88;3;14;0
541.21;16;45;2
543.59;11;156;1
549.97;0;175;0
551.26;14;213;2
553.65;6;9;1
560.04;1;369;0
560.99;10;29;2
563.77;17;76;1
570.23;1;369;0
571.31;10;29;2
573.93;17;76;1
580.33;15;385;0
581.57;10;29;2
583.91;8;164;1
590.04;11;156;0
591.51;6;9;2
593.92;8;164;1
600.38;11;156;0
601.79;17;76;2
603.67;9;109;1
610.59;14;213;0
613.94;2;80;1
617.85;12;5;2
620.48;8;164;0
624.03;4;411;1
629.25;9;109;2
633.9;7;44;1
639.12;11;156;2
643.98;7;44;1
644.51;17;76;0
649.38;11;156;2
653.98;7;44;1
654.54;17;76;0
659.24;2;80;2
663.89;5;180;1
664.47;17;76;0
669.3;8;164;2
674.1;5;180;1
674.36;3;11;0
679.33;4;411;2
684.16;5;180;1
684.59;9;109;0
689.06;7;44;2
694.37;13;228;1
694.47;9;109;0
699.43;7;44;2
704.43;16;45;1
704.72;9;109;0
709.3;7;44;2
714.45;16;45;1
714.72;8;164;0
719.44;3;11;2
724.49;0;175;1
724.76;5;180;0
729.46;13;228;2
734.55;1;369;1
738.82;16;45;0
739.31;13;228;2
744.31;1;369;1
749.9;0;175;0
754.56;15;385;1
764.6;10;29;1
770.37;1;369;2
774.74;6;9;1
778.54;15;385;0
780.51;16;45;2
784.91;14;213;1
788.85;13;228;0
794.75;12;5;1
798.61;13;228;0
804.79;12;5;1
808.88;3;11;0
812.83;15;385;2
814.88;12;5;1
818.88;6;9;0
824.84;11;156;1
829.01;6;9;0
829.91;14;213;2
835.04;17;76;1
839.24;10;29;0
840.09;3;11;2
844.89;2;80;1
849.31;16;45;0
851.31;11;156;2
855.14;4;411;1
859.31;16;45;0
861.44;6;9;2
864.9;9;109;1
869.33;16;45;0
871.3;0;242;2
875.03;8;164;1
879.12;1;369;0
881.62;0;242;2
885.2;8;164;1
889.35;12;5;0
891.4;0;242;2
895.02;5;180;1
899.4;17;76;0
901.69;2;80;2
905.25;5;180;1
909.49;4;411;0
912.04;2;80;2
915.2;7;44;1
919.53;11;156;0
925.04;13;228;1
929.41;11;156;0
934.98;15;385;1
939.55;9;109;0
945.06;7;44;2
945.32;14;213;1
949.58;9;109;0
955.14;14;213;1
955.14;13;228;2
959.31;9;109;0
965.32;10;29;1
969.41;8;164;0
975.46;10;29;1
979.59;0;242;0
985.41;3;11;1
986.35;9;109;2
989.6;5;180;0
995.53;6;9;1
999.64;2;80;0
