#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;1;18;0;0;0;0;0;0;0;0;0
599.87;1;18;0;0;0;0;0;0;0;0;0
1199.96;0.99;18;0;0;0;0;0;0;0;0;0
1799.84;0.99;18;0;0;0;0;0;0;0;0;0
2399.84;0.99;18;0;0;0;0;0;0;0;0;0
2999.84;0.99;18;0;0;0;0;0;0;0;0;0
3599.84;0.99;18;0;0;0;0;0;0;0;0;0
4199.84;0.99;18;0;0;0;0;0;0;0;0;0
4799.84;0.99;18;0;0;0;0;0;0;0;0;0
5399.84;0.99;18;0;0;0;0;0;0;0;0;0
5999.84;0.99;18;0;0;0;0;0;0;0;0;0
6599.84;0.99;18;0;0;0;0;0;0;0;0;0
7199.84;0.99;18;0;0;0;0;0;0;0;0;0
