#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;39.41;0.08;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.02,RP/0
59.91;40.97;0.41;PP/0.03,TA/0.11,IS/0,PS/0,RB/0,OB/0.03,RP/0
119.7;41.61;0.63;PP/0.03,TA/0.27,IS/0.03,PS/0,RB/0,OB/0.03,RP/0
179.77;41.73;0.88;PP/0.03,TA/0.45,IS/0.06,PS/0,RB/0,OB/0.03,RP/0
239.88;41.92;1.24;PP/0.03,TA/0.71,IS/0.13,PS/0,RB/0,OB/0.06,RP/0
299.88;42.24;1.68;PP/0.03,TA/0.99,IS/0.24,PS/0,RB/0,OB/0.09,RP/0
359.96;42.36;2.19;PP/0.03,TA/1.27,IS/0.38,PS/0,RB/0,OB/0.14,RP/0
419.88;42.54;2.71;PP/0.05,TA/1.55,IS/0.49,PS/0,RB/0,OB/0.22,RP/0
479.89;42.68;3.12;PP/0.05,TA/1.96,IS/0.49,PS/0,RB/0,OB/0.22,RP/0
539.86;42.68;3.53;PP/0.05,TA/2.3,IS/0.55,PS/0,RB/0,OB/0.22,RP/0
599.86;42.69;3.93;PP/0.05,TA/2.66,IS/0.58,PS/0,RB/0,OB/0.22,RP/0
659.82;42.52;4.31;PP/0.05,TA/2.99,IS/0.63,PS/0,RB/0,OB/0.22,RP/0
719.77;42.52;4.68;PP/0.05,TA/3.33,IS/0.65,PS/0,RB/0,OB/0.24,RP/0
779.77;42.54;5.09;PP/0.05,TA/3.71,IS/0.68,PS/0,RB/0,OB/0.24,RP/0
839.77;42.54;5.49;PP/0.05,TA/4.09,IS/0.69,PS/0,RB/0,OB/0.24,RP/0
899.66;42.54;5.88;PP/0.05,TA/4.45,IS/0.72,PS/0,RB/0,OB/0.24,RP/0
959.66;42.57;6.27;PP/0.05,TA/4.8,IS/0.76,PS/0,RB/0,OB/0.24,RP/0
1019.89;42.56;6.65;PP/0.05,TA/5.17,IS/0.76,PS/0,RB/0,OB/0.24,RP/0
1079.66;42.63;7.02;PP/0.05,TA/5.5,IS/0.8,PS/0,RB/0,OB/0.24,RP/0
1139.66;42.63;7.4;PP/0.05,TA/5.86,IS/0.82,PS/0,RB/0,OB/0.24,RP/0
1199.93;42.63;7.78;PP/0.05,TA/6.19,IS/0.85,PS/0,RB/0,OB/0.24,RP/0
1259.66;42.68;8.17;PP/0.05,TA/6.52,IS/0.9,PS/0,RB/0,OB/0.24,RP/0
1319.76;42.68;8.57;PP/0.06,TA/6.9,IS/0.9,PS/0,RB/0,OB/0.24,RP/0
1379.76;42.68;8.94;PP/0.08,TA/7.18,IS/0.96,PS/0,RB/0,OB/0.24,RP/0
1439.66;42.77;9.27;PP/0.08,TA/7.46,IS/1,PS/0,RB/0,OB/0.24,RP/0
1499.66;42.77;9.66;PP/0.09,TA/7.8,IS/1.04,PS/0,RB/0,OB/0.24,RP/0
1559.66;42.84;10.04;PP/0.09,TA/8.11,IS/1.08,PS/0,RB/0,OB/0.24,RP/0
1619.71;42.84;10.41;PP/0.09,TA/8.49,IS/1.08,PS/0,RB/0,OB/0.24,RP/0
1679.66;42.84;10.78;PP/0.11,TA/8.79,IS/1.1,PS/0,RB/0,OB/0.25,RP/0
1739.66;42.82;11.16;PP/0.11,TA/9.13,IS/1.11,PS/0,RB/0,OB/0.25,RP/0
1799.7;42.81;11.54;PP/0.11,TA/9.5,IS/1.11,PS/0,RB/0,OB/0.25,RP/0
1859.71;42.81;11.9;PP/0.13,TA/9.81,IS/1.14,PS/0,RB/0,OB/0.25,RP/0
1919.59;42.83;12.25;PP/0.13,TA/10.14,IS/1.18,PS/0,RB/0,OB/0.25,RP/0
1979.88;42.83;12.61;PP/0.13,TA/10.43,IS/1.21,PS/0,RB/0,OB/0.25,RP/0
2039.92;42.92;12.97;PP/0.13,TA/10.73,IS/1.24,PS/0,RB/0,OB/0.27,RP/0
2099.94;42.92;13.35;PP/0.14,TA/11.05,IS/1.29,PS/0,RB/0,OB/0.27,RP/0
2159.62;42.92;13.68;PP/0.14,TA/11.34,IS/1.32,PS/0,RB/0,OB/0.27,RP/0
2219.62;43;14.06;PP/0.14,TA/11.69,IS/1.32,PS/0,RB/0,OB/0.27,RP/0
2279.99;43;14.42;PP/0.16,TA/11.98,IS/1.33,PS/0,RB/0,OB/0.27,RP/0
2339.84;43.02;14.76;PP/0.16,TA/12.27,IS/1.38,PS/0,RB/0,OB/0.28,RP/0
2399.88;43.03;15.12;PP/0.16,TA/12.55,IS/1.41,PS/0,RB/0,OB/0.31,RP/0
2459.87;43.09;15.48;PP/0.16,TA/12.83,IS/1.46,PS/0,RB/0,OB/0.31,RP/0
2519.77;43.09;15.82;PP/0.16,TA/13.11,IS/1.51,PS/0,RB/0,OB/0.31,RP/0
2579.98;43.09;16.17;PP/0.17,TA/13.42,IS/1.51,PS/0,RB/0,OB/0.33,RP/0
2639.92;43.19;16.53;PP/0.17,TA/13.73,IS/1.52,PS/0,RB/0,OB/0.33,RP/0
2699.98;43.2;16.89;PP/0.17,TA/14.04,IS/1.54,PS/0,RB/0,OB/0.33,RP/0
