#TimeStamp;TripTime;Type
28;12;O
34;19;O
38;15;O
45;32;O
49;28;O
51;38;O
51;35;O
55;36;O
57;40;O
61;34;O
68;49;O
73;54;O
363;16;O
473;13;O
565;14;O
635;16;O
857;14;O
878;16;O
1020;16;O
1199;13;O
1233;16;O
1375;16;O
1518;16;O
1638;16;O
1770;16;O
1800;16;O
1923;18;O
1962;16;O
1982;16;O
2010;14;O
2082;15;O
2172;14;O
2316;16;O
2343;14;O
2408;16;O
2434;13;O
2454;13;O
2468;16;O
2508;15;O
2518;15;O
2530;17;O
2589;16;O
2600;17;O
2639;15;O
2649;15;O
2660;16;O
2669;15;O
2670;16;O
2690;16;O
2699;15;O
2701;13;O
2719;15;O
2729;15;O
2738;31;O
2739;15;O
2756;17;O
2765;16;O
2775;16;O
2778;28;O
2870;14;O
2901;15;O
2912;17;O
2920;14;O
2959;14;O
2978;12;O
3050;14;O
3080;14;O
3099;13;O
3130;16;O
3140;11;O
3183;13;O
3219;15;O
3228;14;O
3270;15;O
3309;14;O
3322;14;O
3342;17;O
3363;14;O
3369;22;O
3370;14;O
3374;15;O
3403;14;O
3412;12;O
3481;15;O
3515;15;O
3520;20;O
3544;21;O
3551;25;O
3592;14;O
3614;13;O
3711;11;O
3737;26;O
3770;20;O
3789;11;O
3800;21;O
3860;11;O
3870;20;O
3931;13;O
4047;14;O
4149;13;O
4157;14;O
4179;13;O
4208;15;O
4217;14;O
4239;12;O
4269;13;O
4390;14;O
4452;13;O
4542;14;O
4583;13;O
4623;15;O
4642;15;O
4704;15;O
4795;15;O
4807;17;O
4809;14;O
4889;14;O
4906;14;O
4929;14;O
4946;15;O
4969;14;O
5016;14;O
5036;28;O
5040;14;O
5049;13;O
5081;14;O
5092;11;O
5118;15;O
5127;14;O
5141;14;O
5151;14;O
5202;14;O
5227;14;O
5280;17;O
5307;12;O
5309;21;O
5334;11;O
5344;21;O
5353;19;O
5400;15;O
5419;14;O
5444;30;O
5461;16;O
5481;16;O
5552;16;O
5593;16;O
5666;15;O
5745;17;O
5762;18;O
5799;18;O
5847;20;O
5857;17;O
5870;18;O
5907;17;O
5939;17;O
5947;14;O
6036;12;O
6118;14;O
6169;14;O
6198;15;O
6199;14;O
6207;14;O
6220;15;O
6250;14;O
6259;13;O
6266;21;O
6269;14;O
6292;19;O
6307;22;O
6308;15;O
6319;35;O
6328;14;O
6338;14;O
6338;22;O
6362;28;O
6370;16;O
6380;16;O
6444;13;O
6475;14;O
6485;14;O
6495;14;O
6505;14;O
6536;15;O
6545;13;O
6681;14;O
6793;13;O
6823;14;O
6854;13;O
6964;14;O
7046;15;O
7147;15;O
7220;15;O
7288;14;O
7348;14;O
7414;29;O
7432;16;O
7441;16;O
7461;13;O
7543;17;O
7584;14;O
7593;16;O
7685;16;O
7717;17;O
7763;31;O
7767;18;O
7772;29;O
7777;25;O
7820;17;O
7825;12;O
7857;16;O
7918;14;O
7938;14;O
7997;13;O
8020;28;O
8063;17;O
8069;17;O
8079;14;O
8089;17;O
8099;17;O
8109;17;O
8139;17;O
8149;17;O
8170;17;O
8220;14;O
8231;16;O
8255;15;O
8262;14;O
8287;12;O
8298;15;O
8446;16;O
8553;14;O
8615;14;O
8639;15;O
8676;21;O
8683;10;O
8694;12;O
8727;16;O
8739;18;O
8745;20;O
8806;11;O
8821;16;O
8841;19;O
8868;16;O
8874;22;O
8881;22;O
8947;14;O
9003;16;O
9037;11;O
9068;14;O
9099;10;O
9115;12;O
9124;19;O
9125;16;O
9149;17;O
9250;11;O
9271;12;O
9313;11;O
