#TimeStamp;TripTime;Type
56;19;O
60;26;O
65;39;O
70;39;O
80;16;O
84;15;O
86;36;O
91;57;O
95;14;O
107;18;O
111;17;O
114;16;O
126;17;O
128;14;O
149;14;O
158;16;O
159;14;O
168;16;O
170;16;O
179;14;O
179;17;O
189;17;O
199;14;O
212;18;O
217;12;O
256;14;O
266;15;O
276;14;O
279;14;O
289;14;O
299;17;O
299;15;O
308;16;O
310;15;O
321;19;O
323;14;O
328;52;O
335;23;O
346;27;O
352;21;O
360;19;O
392;21;O
407;15;O
433;22;O
449;13;O
450;17;O
467;14;O
479;15;O
487;14;O
498;15;O
499;20;O
510;21;O
512;18;O
545;16;O
553;23;O
554;15;O
576;31;O
581;21;O
585;31;O
586;16;O
594;31;O
620;15;O
620;34;O
641;15;O
655;15;O
668;22;O
681;14;O
693;17;O
696;43;O
703;40;O
735;14;O
757;13;O
785;14;O
816;14;O
825;30;O
826;14;O
836;15;O
842;11;O
850;16;O
852;20;O
868;14;O
896;14;O
909;14;O
919;17;O
939;14;O
944;32;O
951;28;O
951;16;O
995;15;O
1024;18;O
1027;27;O
1047;25;O
1086;28;O
1099;19;O
1110;14;O
1121;15;O
1134;17;O
1143;17;O
1152;14;O
1174;17;O
1190;12;O
1212;14;O
1233;14;O
1238;17;O
1273;15;O
1280;19;O
1283;14;O
1298;16;O
1308;19;O
1317;17;O
1319;26;O
1326;37;O
1335;18;O
1345;25;O
1354;15;O
1373;14;O
1389;19;O
1390;15;O
1404;14;O
1421;28;O
1424;24;O
1425;19;O
1431;15;O
1442;16;O
1451;16;O
1461;14;O
1469;15;O
1471;15;O
1501;16;O
1514;49;O
1519;13;O
1521;46;O
1534;18;O
1541;15;O
1572;15;O
1585;16;O
1597;20;O
1614;15;O
1620;32;O
1626;32;O
1637;14;O
1657;17;O
1660;16;O
1673;13;O
1684;14;O
1704;19;O
1706;16;O
1717;22;O
1725;19;O
1730;19;O
1732;16;O
1755;14;O
1766;18;O
1771;33;O
1785;14;O
1789;15;O
1805;14;O
1809;15;O
1817;16;O
1820;16;O
1830;18;O
1846;36;O
1855;17;O
1856;14;O
1866;14;O
1868;20;O
1877;15;O
1880;15;O
1888;15;O
1897;14;O
1901;15;O
1911;18;O
1914;18;O
1927;31;O
1940;16;O
1949;33;O
1954;17;O
1955;45;O
1972;15;O
1982;15;O
1982;15;O
1993;16;O
1993;16;O
2003;15;O
2006;18;O
2013;16;O
2014;16;O
2023;15;O
2033;16;O
2042;15;O
2046;27;O
2053;16;O
2054;15;O
2083;15;O
2084;15;O
2137;23;O
2138;47;O
