Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;12.50;0;0;0;0;0;0;0;0;7200;0
OutputStation0;55.50;3.50;165;0;87;20.4719339831306;190.105289205599;10.0444444444444;80.5038567836037;1.89655172413793;5579.23004337484;7200
OutputStation1;55.50;9.50;183;0;90;21.8533691260993;167.286325867308;10.0471284308096;62.1016666666668;2.03333333333333;5401.44023444373;7200
