#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;0;2;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0
59.81;0;0;0;2;0/59.81;0/44.39,1/46.84;0/0;0/59.81,1/59.81;0/0;0/34,1/29;0/0;0/37,1/31;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/2,1/2
119.9;0;2;0;2;0/119.9;0/45.52,1/60.82;0/0;0/119.9,1/119.9;0/0;0/39,1/36;0/0;0/44,1/37;0/0;0/0,1/0;0/0;0/0,1/2;0/0;0/8,1/6
179.96;0;10;0;2;0/179.96;0/46.99,1/78.85;0/0;0/179.96,1/179.96;0/0;0/46,1/29;0/0;0/48,1/32;0/0;0/0,1/0;0/0;0/5,1/5;0/0;0/14,1/11
239.95;0;15;0;2;0/239.95;0/72.21,1/80.37;0/0;0/239.95,1/239.95;0/0;0/44,1/28;0/0;0/45,1/32;0/0;0/0,1/0;0/0;0/8,1/7;0/0;0/17,1/17
299.66;0;20;0;2;0/299.66;0/102.68,1/82.25;0/0;0/299.66,1/299.66;0/0;0/42,1/30;0/0;0/45,1/32;0/0;0/0,1/0;0/0;0/10,1/10;0/0;0/20,1/23
359.84;0;29;0;2;0/359.84;0/118.43,1/87.21;0/0;0/359.84,1/359.84;0/0;0/38,1/30;0/0;0/40,1/33;0/0;0/0,1/0;0/0;0/15,1/14;0/0;0/25,1/28
419.97;0;36;0;2;0/419.97;0/124.88,1/88.96;0/0;0/419.97,1/419.97;0/0;0/42,1/27;0/0;0/44,1/31;0/0;0/0,1/0;0/0;0/19,1/17;0/0;0/30,1/34
479.64;0;41;0;2;0/479.64;0/131.78,1/90.81;0/0;0/479.64,1/479.64;0/0;0/44,1/30;0/0;0/45,1/34;0/0;0/0,1/0;0/0;0/22,1/19;0/0;0/36,1/40
539.74;0;43;0;2;0/539.74;0/165.32,1/92.73;0/0;0/539.74,1/539.74;0/0;0/46,1/29;0/0;0/46,1/34;0/0;0/0,1/0;0/0;0/23,1/20;0/0;0/38,1/46
599.93;0;45;0;2;0/599.93;0/215.8,1/93.42;0/0;0/599.93,1/599.93;0/0;0/48,1/26;0/0;0/48,1/32;0/0;0/0,1/0;0/0;0/24,1/21;0/0;0/39,1/52
659.71;0;49;0;2;0/659.71;0/245.48,1/94.92;0/0;0/659.71,1/659.71;0/0;0/42,1/30;0/0;0/44,1/33;0/0;0/0,1/0;0/0;0/25,1/24;0/0;0/43,1/58
719.72;0;55;0;2;0/719.72;0/272.19,1/96.49;0/0;0/719.72,1/719.72;0/0;0/43,1/32;0/0;0/44,1/36;0/0;0/0,1/0;0/0;0/28,1/27;0/0;0/46,1/64
779.98;0;62;0;2;0/779.98;0/297.31,1/97.61;0/0;0/779.98,1/779.98;0/0;0/39,1/34;0/0;0/43,1/36;0/0;0/0,1/0;0/0;0/31,1/31;0/0;0/49,1/70
839.75;0;67;0;2;0/839.75;0/298.47,1/98.94;0/0;0/839.75,1/839.75;0/0;0/34,1/32;0/0;0/37,1/33;0/0;0/0,1/0;0/0;0/33,1/34;0/0;0/55,1/76
899.85;0;72;0;2;0/899.85;0/300.32,1/122.78;0/0;0/899.85,1/899.85;0/0;0/37,1/35;0/0;0/40,1/37;0/0;0/0,1/0;0/0;0/36,1/36;0/0;0/61,1/79
959.69;0;77;0;2;0/959.69;0/302.31,1/152.94;0/0;0/959.69,1/959.69;0/0;0/37,1/34;0/0;0/42,1/34;0/0;0/0,1/0;0/0;0/38,1/39;0/0;0/67,1/82
1019.77;0;82;0;2;0/1019.77;0/302.98,1/177.75;0/0;0/1019.77,1/1019.77;0/0;0/34,1/27;0/0;0/36,1/30;0/0;0/0,1/0;0/0;0/42,1/40;0/0;0/73,1/86
1079.66;0;86;0;2;0/1079.66;0/322.1,1/179.12;0/0;0/1079.66,1/1079.66;0/0;0/38,1/27;0/0;0/40,1/30;0/0;0/0,1/0;0/0;0/43,1/43;0/0;0/77,1/92
1139.78;0;90;0;2;0/1139.78;0/331.56,1/218.37;0/0;0/1139.78,1/1139.78;0/0;0/37,1/32;0/0;0/40,1/34;0/0;0/0,1/0;0/0;0/45,1/45;0/0;0/83,1/94
1199.75;0;95;0;2;0/1199.75;0/333.77,1/225.98;0/0;0/1199.75,1/1199.75;0/0;0/40,1/31;0/0;0/44,1/32;0/0;0/0,1/0;0/0;0/47,1/48;0/0;0/89,1/99
1259.63;0;99;0;2;0/1259.63;0/335.62,1/231.31;0/0;0/1259.63,1/1259.63;0/0;0/38,1/33;0/0;0/41,1/35;0/0;0/0,1/0;0/0;0/49,1/50;0/0;0/95,1/105
1319.81;0;102;0;2;0/1319.81;0/337.5,1/248.56;0/0;0/1319.81,1/1319.81;0/0;0/35,1/32;0/0;0/38,1/34;0/0;0/0,1/0;0/0;0/51,1/51;0/0;0/101,1/109
1379.95;0;109;0;2;0/1379.95;0/339.22,1/253.49;0/0;0/1379.95,1/1379.95;0/0;0/40,1/29;0/0;0/43,1/32;0/0;0/0,1/0;0/0;0/55,1/54;0/0;0/106,1/115
1439.62;0;114;0;2;0/1439.62;0/357.69,1/254.78;0/0;0/1439.62,1/1439.62;0/0;0/41,1/28;0/0;0/41,1/33;0/0;0/0,1/0;0/0;0/58,1/56;0/0;0/111,1/121
1499.78;0;118;0;2;0/1499.78;0/399.2,1/256.41;0/0;0/1499.78,1/1499.78;0/0;0/41,1/31;0/0;0/42,1/33;0/0;0/0,1/0;0/0;0/59,1/59;0/0;0/113,1/127
1559.61;0;123;0;2;0/1559.61;0/424.89,1/257.97;0/0;0/1559.61,1/1559.61;0/0;0/36,1/30;0/0;0/39,1/33;0/0;0/0,1/0;0/0;0/61,1/62;0/0;0/116,1/133
1620;0;128;0;2;0/1620;0/432.09,1/259.99;0/0;0/1620,1/1620;0/0;0/36,1/33;0/0;0/38,1/37;0/0;0/0,1/0;0/0;0/64,1/64;0/0;0/121,1/139
1679.97;0;134;0;2;0/1679.97;0/433.16,1/261.3;0/0;0/1679.97,1/1679.97;0/0;0/34,1/32;0/0;0/38,1/34;0/0;0/0,1/0;0/0;0/66,1/68;0/0;0/127,1/145
1739.81;0;138;0;2;0/1739.81;0/434.26,1/262.57;0/0;0/1739.81,1/1739.81;0/0;0/30,1/30;0/0;0/32,1/32;0/0;0/0,1/0;0/0;0/69,1/69;0/0;0/133,1/151
1799.87;0;142;0;2;0/1799.87;0/436.07,1/264.02;0/0;0/1799.87,1/1799.87;0/0;0/23,1/24;0/0;0/26,1/26;0/0;0/0,1/0;0/0;0/71,1/71;0/0;0/139,1/157
1859.86;0;148;0;2;0/1859.86;0/437.77,1/277.33;0/0;0/1859.86,1/1859.86;0/0;0/19,1/18;0/0;0/20,1/22;0/0;0/0,1/0;0/0;0/74,1/74;0/0;0/145,1/161
1919.91;0;153;0;2;0/1919.91;0/465.8,1/283.63;0/0;0/1919.91,1/1919.91;0/0;0/12,1/15;0/0;0/16,1/16;0/0;0/0,1/0;0/0;0/75,1/78;0/0;0/149,1/167
