#TimeStamp;Runtime;Requests
0.54;0.04;18
1.54;0;1
2.58;0;1
3.67;0;4
4.71;0;5
5.75;0;4
6.96;0;4
8.36;0;1
9.5;0;3
10.5;0;5
11.54;0;4
12.59;0;1
13.63;0;1
14.68;0;1
15.72;0;3
16.76;0;1
17.89;0;1
19;0;2
20;0;4
21;0;4
22.04;0;6
23.07;0;3
24.09;0;8
25.09;0;7
26.09;0;5
27.18;0;3
28.31;0;8
29.31;0;3
30.31;0;4
31.35;0;3
32.35;0;3
33.39;0;3
34.43;0;3
35.43;0;1
36.47;0;2
37.47;0;4
38.48;0;3
39.53;0;4
40.56;0;4
41.73;0;4
42.89;0;6
43.89;0;3
44.89;0;1
45.93;0;2
46.96;0;4
47.98;0;3
49.08;0;5
50.49;0;4
51.52;0;4
52.53;0;2
53.56;0;6
54.57;0;5
55.6;0;1
56.62;0;5
57.65;0;2
58.66;0;6
59.73;0;2
60.97;0;5
61.97;0;3
62.97;0;2
63.97;0;2
65.39;0;2
66.59;0;3
67.59;0;6
68.63;0;2
69.64;0;1
70.68;0;4
71.7;0;4
72.72;0;4
73.74;0;2
74.77;0;4
75.82;0;2
76.85;0;2
77.87;0;3
78.89;0;3
79.95;0;1
80.97;0;3
82.18;0;3
83.21;0;2
84.23;0;3
85.25;0;3
86.31;0;2
87.4;0;2
88.65;0;3
89.69;0;4
90.82;0;4
91.82;0;6
92.82;0;4
93.82;0;1
94.82;0;4
95.82;0;2
96.82;0;3
97.82;0;3
98.82;0;3
99.82;0;2
100.82;0;1
101.94;0;6
103.16;0;2
104.28;0;2
105.37;0;1
106.74;0;3
107.8;0;2
109.13;0;1
110.16;0;2
111.53;0;2
112.77;0;4
113.78;0;3
114.82;0;2
115.83;0;3
116.83;0;1
117.86;0;2
118.87;0;1
119.99;0;2
121.46;0;1
122.46;0;1
123.49;0;2
124.66;0;1
126.03;0;1
127.05;0;1
128.07;0;1
129.31;0;2
130.34;0;2
131.36;0;1
132.51;0;2
133.52;0;3
134.6;0;1
135.91;0;1
136.98;0;1
138;0;1
139.02;0;3
141.85;0;1
142.88;0;4
144.08;0;1
145.33;0;3
146.38;0;1
147.5;0;2
148.65;0;2
150.01;0;2
151.67;0;2
152.79;0;1
153.88;0;2
154.93;0;1
155.93;0;3
156.93;0;1
157.97;0;2
159.05;0;1
160.43;0;1
161.67;0;2
162.71;0;2
163.8;0;2
164.85;0;4
166.14;0;1
167.23;0;1
168.26;0;2
169.27;0;3
170.41;0;1
171.43;0;1
172.73;0;2
173.82;0;2
174.86;0;2
177.08;0;1
178.23;0;2
180.87;0;1
181.9;0;1
182.95;0;1
184.08;0;2
185.38;0;1
186.4;0;1
187.74;0;1
188.8;0;3
189.83;0;1
191.9;0;1
193.46;0;1
194.53;0;3
195.74;0;1
197.59;0;1
198.83;0;3
199.88;0;1
201.21;0;2
202.3;0;1
203.84;0;1
204.96;0;3
205.97;0;3
207;0;2
208.09;0;2
209.11;0;1
210.13;0;1
211.15;0;2
212.29;0;1
213.38;0;2
214.46;0;2
215.57;0;2
216.59;0;1
217.61;0;2
219.13;0;1
220.17;0;1
221.22;0;1
222.31;0;3
223.99;0;1
225.07;0;2
226.12;0;1
227.12;0;2
228.2;0;1
231.68;0;2
233.29;0;1
234.3;0;2
236.35;0;1
237.59;0;3
238.62;0;1
239.72;0;1
240.72;0;2
242.04;0;1
243.06;0;3
244.08;0;1
245.3;0;1
246.32;0;1
247.34;0;4
248.39;0;1
250.01;0;1
251.09;0;1
252.13;0;1
253.52;0;1
254.8;0;1
257.63;0;1
258.67;0;3
261.16;0;1
262.16;0;2
263.3;0;1
264.49;0;2
265.94;0;1
267.25;0;2
268.51;0;1
269.66;0;1
270.74;0;3
271.9;0;1
272.92;0;1
274.02;0;2
275.22;0;1
276.23;0;1
277.36;0;2
278.36;0;2
279.4;0;1
281.56;0;1
282.63;0;2
284.28;0;2
285.78;0;1
286.82;0;1
287.87;0;1
288.9;0;2
289.9;0;1
291.69;0;1
292.94;0;1
293.94;0;2
294.95;0;2
295.98;0;2
296.99;0;1
298.03;0;1
299.73;0;1
300.96;0;3
302.24;0;1
303.31;0;1
304.42;0;2
305.52;0;3
307.74;0;1
308.82;0;1
309.87;0;3
310.97;0;1
312.11;0;3
313.14;0;1
314.48;0;4
315.57;0;2
316.61;0;2
317.61;0;3
318.66;0;2
319.66;0;4
320.66;0;2
321.74;0;1
322.75;0;5
323.78;0;2
324.92;0;1
326;0;4
327.18;0;2
328.2;0;1
329.4;0;1
330.75;0;1
331.8;0;2
332.83;0;2
334.01;0;1
335.22;0;2
336.48;0;1
337.59;0;1
338.61;0;1
340.9;0;1
342.08;0;1
343.19;0;2
344.45;0;4
345.86;0;1
346.89;0;1
