Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;6.50;0;0;0;0;0;0;0;0;600;0
OutputStation0;45.50;3.50;14;0;6;18.8220358382167;169.74511807114;10.1272222222223;40.1567604580795;2.33333333333333;461.742871569191;600
OutputStation1;45.50;9.50;6;0;4;13.2510876632578;22.8198087255299;10.2929653606034;20.3160173196982;1.5;541.20434346011;600
