#TimeStamp;TripTime;Type
54;27;O
54;23;O
62;38;O
69;35;O
77;43;O
79;33;O
112;27;O
121;16;O
138;14;O
150;15;O
162;17;O
164;15;O
174;20;O
182;17;O
188;18;O
193;18;O
195;15;O
219;18;O
219;14;O
229;19;O
232;17;O
236;15;O
257;27;O
268;13;O
283;18;O
308;21;O
311;15;O
325;17;O
329;32;O
333;36;O
346;24;O
359;28;O
382;14;O
392;14;O
394;28;O
416;18;O
417;15;O
429;20;O
437;19;O
455;16;O
457;15;O
477;15;O
487;15;O
489;19;O
508;16;O
520;34;O
545;17;O
547;14;O
557;15;O
568;15;O
570;22;O
575;49;O
587;25;O
594;15;O
613;15;O
653;14;O
660;31;O
662;13;O
666;27;O
702;29;O
710;16;O
723;14;O
735;15;O
774;14;O
785;15;O
787;14;O
799;15;O
808;14;O
810;20;O
825;14;O
837;16;O
839;15;O
842;28;O
851;20;O
874;18;O
876;15;O
883;32;O
888;17;O
901;17;O
902;16;O
934;44;O
942;14;O
945;34;O
961;14;O
985;17;O
993;15;O
1002;31;O
1002;15;O
1012;15;O
1014;21;O
1024;20;O
1029;17;O
1030;17;O
1036;30;O
1049;15;O
1049;24;O
1060;17;O
1069;15;O
1082;17;O
1084;15;O
1097;18;O
1119;14;O
1128;14;O
1132;20;O
1154;17;O
1160;13;O
1189;14;O
1219;14;O
1244;16;O
1280;15;O
1291;32;O
1303;14;O
1303;17;O
1321;14;O
1351;14;O
1354;35;O
1368;15;O
1386;19;O
1388;15;O
1393;40;O
1406;18;O
1409;16;O
1434;16;O
1446;19;O
1448;15;O
1474;16;O
1477;15;O
1490;17;O
1493;15;O
1520;15;O
1528;23;O
1531;17;O
1533;15;O
1566;27;O
1567;15;O
1575;16;O
1577;14;O
1589;20;O
1591;15;O
1595;16;O
1604;15;O
1606;21;O
1629;28;O
1631;22;O
1631;25;O
1634;19;O
1635;17;O
1653;14;O
1666;16;O
1666;27;O
1681;13;O
1707;17;O
1719;27;O
1728;19;O
1745;37;O
1747;17;O
1755;18;O
1769;54;O
1769;19;O
1777;17;O
1786;15;O
1804;14;O
1818;17;O
1827;17;O
1836;15;O
1840;28;O
1845;14;O
1859;18;O
1860;15;O
1877;15;O
1880;14;O
1888;32;O
1903;18;O
1908;12;O
1937;15;O
1946;14;O
1962;16;O
1969;13;O
1977;15;O
2027;14;O
2032;16;O
2048;15;O
2068;15;O
2078;15;O
2086;35;O
2098;15;O
2108;30;O
2124;28;O
2147;41;O
2155;17;O
2156;28;O
2193;16;O
2195;28;O
2212;14;O
2224;16;O
2249;21;O
2263;29;O
2264;42;O
2273;15;O
2276;18;O
2286;18;O
2294;15;O
2314;22;O
2329;16;O
2340;21;O
2347;19;O
2354;15;O
2369;15;O
2373;25;O
2377;25;O
2389;15;O
2391;13;O
2401;13;O
2420;16;O
2437;18;O
2439;14;O
2451;21;O
2464;17;O
2479;14;O
2502;41;O
2504;17;O
2530;15;O
2530;19;O
2560;15;O
2569;32;O
2572;17;O
2580;21;O
2618;18;O
2620;15;O
2630;14;O
2660;14;O
2683;15;O
2689;39;O
2693;16;O
2701;14;O
2703;14;O
2713;16;O
2713;14;O
2723;16;O
2724;14;O
2741;14;O
2754;14;O
2772;14;O
2797;29;O
2815;15;O
2824;14;O
2827;29;O
2841;16;O
2851;16;O
2864;14;O
2879;18;O
2886;15;O
2889;15;O
2900;19;O
2905;17;O
2910;29;O
2914;16;O
2915;34;O
2915;16;O
2937;16;O
2965;27;O
2966;43;O
2966;15;O
2975;14;O
