#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;0.7;18;0;0;0;0;0;0;0;0;0
599.62;0.69;18;0;0;0;0;0;0;0;0;0
1199.71;0.69;18;0;0;0;0;0;0;0;0;0
1799.73;0.68;18;0;0;0;0;0;0;0;0;0
2399.91;0.68;18;0;0;0;0;0;0;0;0;0
2999.93;0.68;18;0;0;0;0;0;0;0;0;0
3599.97;0.68;18;0;0;0;0;0;0;0;0;0
4199.91;0.68;18;0;0;0;0;0;0;0;0;0
4799.96;0.68;18;0;0;0;0;0;0;0;0;0
5399.66;0.68;18;0;0;0;0;0;0;0;0;0
5999.85;0.68;18;0;0;0;0;0;0;0;0;0
6599.88;0.68;18;0;0;0;0;0;0;0;0;0
7199.85;0.68;18;0;0;0;0;0;0;0;0;0
