#TimeStamp;TripTime;Type
56;24;O
63;32;O
71;28;O
71;23;O
82;38;O
91;46;O
102;15;O
140;19;O
143;16;O
150;19;O
153;16;O
165;16;O
176;16;O
177;28;O
186;14;O
188;38;O
227;15;O
242;15;O
263;26;O
266;15;O
299;17;O
301;16;O
306;31;O
323;15;O
336;14;O
337;21;O
360;18;O
363;21;O
365;19;O
376;14;O
414;15;O
416;14;O
420;23;O
429;17;O
441;17;O
441;16;O
452;25;O
453;19;O
464;15;O
467;18;O
476;14;O
478;15;O
486;17;O
502;18;O
515;15;O
529;22;O
547;17;O
553;20;O
555;15;O
569;19;O
574;18;O
577;17;O
587;16;O
589;23;O
599;20;O
614;15;O
626;15;O
626;17;O
635;14;O
650;16;O
660;19;O
668;27;O
696;16;O
703;22;O
717;15;O
727;15;O
747;15;O
757;24;O
760;34;O
774;17;O
787;14;O
791;35;O
808;15;O
821;15;O
830;27;O
831;15;O
847;14;O
860;18;O
862;16;O
887;31;O
888;15;O
897;14;O
920;16;O
930;19;O
938;17;O
946;15;O
959;15;O
959;18;O
966;57;O
988;14;O
998;14;O
1021;17;O
1028;14;O
1037;29;O
1043;16;O
1057;19;O
1060;15;O
1069;15;O
1073;15;O
1083;15;O
1094;16;O
1103;14;O
1120;15;O
1131;15;O
1150;15;O
1164;15;O
1182;26;O
1184;15;O
1211;15;O
1213;14;O
1222;16;O
1224;15;O
1232;16;O
1244;18;O
1246;15;O
1258;17;O
1267;15;O
1273;37;O
1277;15;O
1280;15;O
1289;14;O
1296;64;O
1310;15;O
1322;20;O
1330;18;O
1337;15;O
1340;15;O
1350;15;O
1356;24;O
1359;14;O
1377;18;O
1380;15;O
1390;15;O
1421;37;O
1424;14;O
1424;30;O
1450;17;O
1458;19;O
1464;14;O
1495;16;O
1498;30;O
1506;16;O
1514;25;O
1520;16;O
1532;13;O
1532;16;O
1558;16;O
1564;14;O
1601;17;O
1609;19;O
1615;14;O
1648;28;O
1654;13;O
1667;16;O
1668;29;O
1679;17;O
1679;15;O
1697;15;O
1709;17;O
1711;14;O
1732;15;O
1754;27;O
1765;13;O
1778;30;O
1789;17;O
1852;24;O
1869;16;O
1877;16;O
1906;15;O
1916;16;O
1924;31;O
1930;15;O
1956;16;O
1963;26;O
1967;30;O
1968;23;O
1977;27;O
1981;14;O
2011;14;O
2024;17;O
2064;34;O
2091;40;O
2117;36;O
2144;16;O
2153;26;O
2161;31;O
2173;33;O
