#TimeStamp;Bot;Pod;OutputStation
53.7;1;147;1
71.69;2;128;0
75.73;5;177;1
82.09;1;147;0
90.43;3;76;1
99.39;4;75;0
100.7;3;76;1
109.38;0;230;0
110.96;3;76;1
119.46;0;230;0
120.84;3;76;1
129.69;5;177;0
130.72;3;76;1
139.74;5;177;0
141.05;1;147;1
149.59;5;177;0
150.76;1;147;1
159.74;5;177;0
161.1;2;128;1
169.49;5;177;0
171.36;2;128;1
179.81;5;177;0
181.3;2;128;1
189.67;3;76;0
191.52;4;75;1
199.78;1;147;0
201.56;4;75;1
209.88;1;147;0
211.56;4;75;1
220;1;147;0
221.6;4;75;1
230.11;2;128;0
231.56;4;75;1
241.43;0;230;1
251.62;5;177;1
261.72;3;76;1
271.52;1;147;1
275.48;5;177;0
281.77;1;147;1
287.23;3;76;0
292.06;1;147;1
302.1;1;147;1
309.69;0;231;0
312.15;1;147;1
319.38;0;231;0
322.08;1;147;1
329.72;0;231;0
331.8;1;147;1
342.1;1;147;1
352.08;1;147;1
362.07;1;147;1
371.78;2;128;1
382.12;2;128;1
392.17;5;177;1
402.21;5;177;1
406.77;2;128;0
412.27;3;76;1
416.49;2;128;0
422.69;3;76;1
426.55;2;128;0
433.11;4;103;1
436.61;2;128;0
443.15;0;231;1
446.4;5;177;0
456.8;5;177;0
461.51;2;128;1
466.84;3;76;0
471.29;2;128;1
476.84;3;76;0
481.66;5;177;1
486.9;1;225;0
497.15;4;103;0
503.26;3;76;1
507.26;4;103;0
513.16;1;225;1
517.06;4;103;0
523.39;1;225;1
527.27;4;103;0
533.69;1;225;1
537.17;4;103;0
543.8;1;225;1
547.31;4;103;0
557.18;0;231;0
567.39;5;177;0
570.17;4;103;1
577.45;3;76;0
585.17;2;141;1
587.68;1;225;0
595.27;2;141;1
597.72;4;103;0
605.33;2;141;1
608.1;4;103;0
615.35;0;231;1
617.93;4;103;0
625.17;0;231;1
629.69;2;141;0
635.42;0;231;1
639.75;2;141;0
645.79;0;231;1
655.72;5;177;1
665.84;5;177;1
673.9;0;231;0
675.9;5;177;1
684.22;0;231;0
685.9;5;177;1
694.64;0;231;0
696.26;5;177;1
704.71;0;231;0
706.32;5;177;1
716.68;5;177;1
727.06;3;76;1
737.04;3;76;1
740.99;5;177;0
746.84;3;76;1
757.05;1;225;1
767.1;4;103;1
775.62;3;76;0
777.03;4;103;1
785.83;3;76;0
787.09;4;103;1
795.94;3;76;0
797.09;4;103;1
805.93;3;76;0
807.01;2;141;1
816.21;3;76;0
817.19;0;231;1
826.14;1;225;0
827.42;0;231;1
836.26;4;103;0
837.44;5;177;1
846.59;2;141;0
847.48;5;177;1
856.37;2;141;0
857.44;3;76;1
866.39;0;231;0
867.78;1;225;1
876.64;5;177;0
877.82;4;103;1
886.68;3;76;0
887.86;4;103;1
896.81;3;76;0
898.15;2;141;1
906.77;1;225;0
908.25;2;141;1
916.83;1;225;0
918.25;0;231;1
926.84;1;225;0
928.29;3;76;1
936.73;4;103;0
946.58;4;103;0
950.19;1;225;1
956.84;4;103;0
966.57;2;141;0
976.76;2;141;0
979.79;4;103;1
986.77;0;231;0
989.61;4;103;1
996.9;0;231;0
1000.78;2;141;1
1007.25;3;76;0
1017.32;5;193;0
1022.58;0;231;1
1027.48;1;225;0
1032.63;0;231;1
1037.28;1;225;0
1042.78;3;76;1
1047.34;2;141;0
1053.08;5;193;1
1057.53;2;141;0
1063.05;1;225;1
1067.54;2;141;0
1077.43;2;141;0
1087.51;2;141;0
1097.53;2;141;0
1107.56;2;141;0
1117.41;0;231;0
1127.59;0;231;0
1137.3;0;231;0
1147.63;3;76;0
1157.99;5;193;0
1168.02;4;60;0
1178.31;1;225;0
