#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;37.65;0.09;PP/0,TA/0,IS/0,PS/0,RB/0.01,OB/0.01,RP/0
59.69;39.18;0.3;PP/0.04,TA/0.03,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
119.88;39.2;0.32;PP/0.05,TA/0.03,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
179.88;39.2;0.34;PP/0.05,TA/0.03,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
239.86;39.44;0.36;PP/0.05,TA/0.03,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
299.66;39.65;0.41;PP/0.06,TA/0.05,IS/0,PS/0,RB/0.01,OB/0.02,RP/0
359.87;39.32;0.43;PP/0.06,TA/0.05,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
419.86;39.33;0.46;PP/0.07,TA/0.06,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
479.89;39.34;0.48;PP/0.07,TA/0.06,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
539.93;39.45;0.51;PP/0.08,TA/0.07,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
599.83;39.45;0.54;PP/0.08,TA/0.07,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
659.71;39.45;0.56;PP/0.08,TA/0.07,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
719.62;39.47;0.57;PP/0.08,TA/0.07,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
779.66;39.47;0.58;PP/0.09,TA/0.07,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
839.72;39.47;0.6;PP/0.09,TA/0.07,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
899.93;39.47;0.63;PP/0.1,TA/0.08,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
959.94;39.47;0.65;PP/0.1,TA/0.08,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
1019.96;39.57;0.67;PP/0.11,TA/0.08,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
1079.98;39.57;0.7;PP/0.11,TA/0.08,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
1140;39.57;0.71;PP/0.12,TA/0.08,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
1199.81;39.57;0.74;PP/0.12,TA/0.09,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
1259.92;39.62;0.78;PP/0.12,TA/0.12,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
1319.72;39.64;0.81;PP/0.12,TA/0.15,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
1379.72;39.67;0.86;PP/0.12,TA/0.19,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
1439.95;39.7;0.89;PP/0.12,TA/0.22,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
1499.62;39.75;0.93;PP/0.12,TA/0.25,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
1559.85;39.77;0.97;PP/0.12,TA/0.29,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
1619.78;39.8;1.01;PP/0.12,TA/0.32,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
1679.79;39.83;1.05;PP/0.12,TA/0.36,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
