Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;6.50;0;0;0;0;0;0;0;0;30000;0
OutputStation0;45.50;3.50;814;0;150;56.1350584693624;3931.996472556;10.0444444444438;361.644396845973;5.42666666666667;22021.2804007657;30000
OutputStation1;45.50;9.50;862;0;164;54.3490516409204;4046.06386059714;10.0444444444438;320.995822408185;5.25609756097561;21545.4076625937;30000
