#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;39.63;0.09;PP/0,TA/0,IS/0.02,PS/0,RB/0,OB/0,RP/0
59.96;41.74;0.45;PP/0.06,TA/0.19,IS/0.02,PS/0,RB/0,OB/0,RP/0
119.87;42.03;0.72;PP/0.06,TA/0.39,IS/0.02,PS/0,RB/0,OB/0,RP/0
179.78;42.86;0.89;PP/0.08,TA/0.5,IS/0.02,PS/0,RB/0,OB/0,RP/0
239.77;43.2;1.12;PP/0.08,TA/0.69,IS/0.02,PS/0,RB/0,OB/0,RP/0
299.93;43.68;1.35;PP/0.08,TA/0.9,IS/0.02,PS/0,RB/0,OB/0,RP/0
359.87;43.54;1.57;PP/0.1,TA/1.08,IS/0.02,PS/0,RB/0,OB/0,RP/0
419.99;44;1.79;PP/0.1,TA/1.24,IS/0.02,PS/0,RB/0,OB/0,RP/0
479.62;44.32;2.02;PP/0.1,TA/1.43,IS/0.02,PS/0,RB/0,OB/0,RP/0
539.63;44.59;2.26;PP/0.1,TA/1.66,IS/0.02,PS/0,RB/0,OB/0,RP/0
599.63;43.73;2.51;PP/0.1,TA/1.88,IS/0.02,PS/0,RB/0,OB/0,RP/0
659.63;44.04;2.73;PP/0.1,TA/2.1,IS/0.02,PS/0,RB/0,OB/0,RP/0
719.63;44.3;2.96;PP/0.1,TA/2.34,IS/0.02,PS/0,RB/0,OB/0,RP/0
779.63;44.57;3.23;PP/0.1,TA/2.6,IS/0.02,PS/0,RB/0,OB/0,RP/0
839.63;44.84;3.47;PP/0.1,TA/2.82,IS/0.02,PS/0,RB/0,OB/0,RP/0
899.63;45;3.7;PP/0.1,TA/3.06,IS/0.02,PS/0,RB/0,OB/0,RP/0
959.63;45;3.93;PP/0.1,TA/3.29,IS/0.02,PS/0,RB/0,OB/0,RP/0
1019.63;45.01;4.19;PP/0.1,TA/3.54,IS/0.02,PS/0,RB/0,OB/0,RP/0
1079.63;45.02;4.42;PP/0.1,TA/3.75,IS/0.02,PS/0,RB/0,OB/0,RP/0
1139.63;45.03;4.66;PP/0.1,TA/3.98,IS/0.02,PS/0,RB/0,OB/0,RP/0
1199.63;45.04;4.89;PP/0.1,TA/4.22,IS/0.02,PS/0,RB/0,OB/0,RP/0
1259.63;45.16;5.14;PP/0.1,TA/4.45,IS/0.02,PS/0,RB/0,OB/0,RP/0
1319.63;45.16;5.38;PP/0.1,TA/4.69,IS/0.02,PS/0,RB/0,OB/0,RP/0
1379.63;45.16;5.62;PP/0.1,TA/4.93,IS/0.02,PS/0,RB/0,OB/0,RP/0
1439.63;45.16;5.9;PP/0.1,TA/5.19,IS/0.02,PS/0,RB/0,OB/0,RP/0
1499.63;45.17;6.15;PP/0.1,TA/5.44,IS/0.02,PS/0,RB/0,OB/0,RP/0
1559.63;45.18;6.4;PP/0.1,TA/5.68,IS/0.02,PS/0,RB/0,OB/0,RP/0
1619.63;45.16;6.65;PP/0.1,TA/5.91,IS/0.02,PS/0,RB/0,OB/0,RP/0
1679.63;45.17;6.92;PP/0.1,TA/6.16,IS/0.02,PS/0,RB/0,OB/0,RP/0
1739.63;45.17;7.17;PP/0.1,TA/6.4,IS/0.02,PS/0,RB/0,OB/0,RP/0
1799.63;45.18;7.4;PP/0.1,TA/6.63,IS/0.02,PS/0,RB/0,OB/0,RP/0
1859.63;45.22;7.65;PP/0.1,TA/6.87,IS/0.02,PS/0,RB/0,OB/0,RP/0
1919.63;45.22;7.89;PP/0.1,TA/7.09,IS/0.02,PS/0,RB/0,OB/0,RP/0
1979.63;45.23;8.15;PP/0.1,TA/7.31,IS/0.02,PS/0,RB/0,OB/0,RP/0
2039.63;45.23;8.39;PP/0.1,TA/7.54,IS/0.02,PS/0,RB/0,OB/0,RP/0
2099.63;45.24;8.64;PP/0.1,TA/7.78,IS/0.02,PS/0,RB/0,OB/0,RP/0
2159.63;45.25;8.89;PP/0.1,TA/8.01,IS/0.02,PS/0,RB/0,OB/0,RP/0
2219.63;45.25;9.14;PP/0.1,TA/8.26,IS/0.02,PS/0,RB/0,OB/0,RP/0
2279.63;45.28;9.38;PP/0.1,TA/8.48,IS/0.02,PS/0,RB/0,OB/0,RP/0
2339.63;45.28;9.63;PP/0.1,TA/8.73,IS/0.02,PS/0,RB/0,OB/0,RP/0
2399.63;45.28;9.88;PP/0.1,TA/8.97,IS/0.02,PS/0,RB/0,OB/0,RP/0
2459.63;45.35;10.11;PP/0.1,TA/9.19,IS/0.02,PS/0,RB/0,OB/0,RP/0
