#TimeStamp;OutputStation;TurnoverTime;ThroughputTime;Lateness;TimeQueueing;DistanceTraveled
216.56;0;216.05;216.05;-Infinity;216.05;216.05
226.59;1;224.01;224.01;-Infinity;224.01;224.01
236.81;0;233.78;233.78;-Infinity;233.78;233.78
356.75;1;353.09;353.09;-Infinity;353.09;353.09
366.93;1;362.97;362.97;-Infinity;362.97;362.97
396.96;1;390.95;170.33;-Infinity;390.95;390.95
417.1;1;411.35;411.33;-Infinity;411.35;411.35
427.43;1;426.06;426.06;-Infinity;426.06;426.06
447.16;0;443.42;443.41;-Infinity;443.42;443.42
447.83;1;443.66;443.66;-Infinity;443.66;443.66
487.27;0;482.86;482.86;-Infinity;482.86;482.86
527.2;0;521.06;290.23;-Infinity;521.06;521.06
528.58;1;525.59;525.59;-Infinity;525.59;525.59
537.4;0;536.71;536.71;-Infinity;536.71;536.71
557.83;0;555.47;555.47;-Infinity;555.47;555.47
559.08;1;551.71;162.02;-Infinity;551.71;551.71
587.96;0;586.91;586.91;-Infinity;586.91;586.91
589.18;1;588.64;588.62;-Infinity;588.64;588.64
597.88;0;597.03;597.03;-Infinity;597.03;597.03
599.82;1;593.07;232.85;-Infinity;593.07;593.07
607.96;0;605.47;605.43;-Infinity;605.47;605.47
661.52;1;660.54;660.54;-Infinity;660.54;660.54
728.47;0;720.37;281.27;-Infinity;720.37;720.37
738.42;0;729.25;210.99;-Infinity;729.25;729.25
768.49;0;763.22;763.21;-Infinity;763.22;763.22
778.9;0;776.17;776.17;-Infinity;776.17;776.17
814.38;1;806.92;397.24;-Infinity;806.92;806.92
834.73;1;826.41;386.86;-Infinity;826.41;826.41
849.31;0;845.21;845.21;-Infinity;845.21;845.21
869.2;0;857.51;271.15;-Infinity;857.51;857.51
879.37;0;873.4;662.74;-Infinity;873.4;873.40
882.27;1;876.07;525.47;-Infinity;876.07;876.07
899.29;0;889.08;361.55;-Infinity;889.08;889.08
909.42;0;900.6;422.11;-Infinity;900.6;900.60
922.32;1;921.63;921.59;-Infinity;921.63;921.63
932.66;1;923.26;403.97;-Infinity;923.26;923.26
940.03;0;927.51;201.32;-Infinity;927.51;927.51
945.23;1;940.76;940.73;-Infinity;940.76;940.76
980.37;0;969.65;422.43;-Infinity;969.65;969.65
990.64;0;979.84;402.63;-Infinity;979.84;979.84
994.13;1;986.19;566.57;-Infinity;986.19;986.19
1000.85;0;988.64;272.34;-Infinity;988.64;988.64
1020.8;0;1008.1;252.05;-Infinity;1008.1;1008.10
1034.43;1;1022.99;445.03;-Infinity;1022.99;1022.99
