#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;0;2;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0
59.64;0;0;0;2;0/59.64;0/59.64,1/59.64;0/0;0/59.64,1/59.64;0/0;0/18,1/11;0/0;0/22,1/13;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0
119.95;0;5;0;2;0/119.95;0/69.07,1/80.95;0/0;0/119.95,1/119.95;0/0;0/24,1/19;0/0;0/26,1/22;0/0;0/0,1/0;0/0;0/3,1/2;0/0;0/6,1/4
179.89;0;12;0;2;0/179.89;0/70.43,1/82.94;0/0;0/179.89,1/179.89;0/0;0/33,1/21;0/0;0/34,1/25;0/0;0/0,1/0;0/0;0/7,1/5;0/0;0/12,1/10
239.91;0;15;0;2;0/239.91;0/72.32,1/84.5;0/0;0/239.91,1/239.91;0/0;0/41,1/31;0/0;0/41,1/36;0/0;0/0,1/0;0/0;0/9,1/6;0/0;0/18,1/16
299.87;0;21;0;2;0/299.87;0/103.43,1/85.9;0/0;0/299.87,1/299.87;0/0;0/42,1/35;0/0;0/45,1/38;0/0;0/0,1/0;0/0;0/11,1/10;0/0;0/20,1/22
359.64;0;29;0;2;0/359.64;0/106.96,1/103.32;0/0;0/359.64,1/359.64;0/0;0/40,1/38;0/0;0/42,1/42;0/0;0/0,1/0;0/0;0/15,1/14;0/0;0/26,1/26
420;0;37;0;2;0/420;0/115.41,1/105.55;0/0;0/420,1/420;0/0;0/43,1/37;0/0;0/46,1/39;0/0;0/0,1/0;0/0;0/18,1/19;0/0;0/32,1/32
479.76;0;43;0;2;0/479.76;0/116.73,1/111.59;0/0;0/479.76,1/479.76;0/0;0/43,1/33;0/0;0/45,1/37;0/0;0/0,1/0;0/0;0/22,1/21;0/0;0/37,1/38
539.96;0;52;0;2;0/539.96;0/133.27,1/114.14;0/0;0/539.96,1/539.96;0/0;0/41,1/38;0/0;0/43,1/40;0/0;0/0,1/0;0/0;0/26,1/26;0/0;0/42,1/44
599.69;0;59;0;2;0/599.69;0/147.79,1/118.64;0/0;0/599.69,1/599.69;0/0;0/38,1/37;0/0;0/42,1/39;0/0;0/0,1/0;0/0;0/29,1/30;0/0;0/46,1/49
659.82;0;64;0;2;0/659.82;0/155.1,1/148.56;0/0;0/659.82,1/659.82;0/0;0/30,1/39;0/0;0/36,1/39;0/0;0/0,1/0;0/0;0/31,1/33;0/0;0/52,1/52
719.65;0;69;0;2;0/719.65;0/155.99,1/191.25;0/0;0/719.65,1/719.65;0/0;0/27,1/35;0/0;0/30,1/37;0/0;0/0,1/0;0/0;0/34,1/35;0/0;0/58,1/54
779.8;0;75;0;2;0/779.8;0/158.9,1/192.18;0/0;0/779.8,1/779.8;0/0;0/25,1/28;0/0;0/27,1/31;0/0;0/0,1/0;0/0;0/38,1/37;0/0;0/64,1/60
839.91;0;79;0;2;0/839.91;0/178.31,1/194.62;0/0;0/839.91,1/839.91;0/0;0/21,1/21;0/0;0/23,1/25;0/0;0/0,1/0;0/0;0/41,1/38;0/0;0/68,1/66
899.7;0;83;0;2;0/899.7;0/180.24,1/196.17;0/0;0/899.7,1/899.7;0/0;0/15,1/16;0/0;0/17,1/19;0/0;0/0,1/0;0/0;0/42,1/41;0/0;0/74,1/72
959.81;0;86;0;2;0/959.81;0/181.38,1/212.62;0/0;0/959.81,1/959.81;0/0;0/7,1/14;0/0;0/11,1/15;0/0;0/0,1/0;0/0;0/43,1/43;0/0;0/80,1/76
1019.65;0;93;0;2;0/1019.65;0/183.03,1/214.38;0/0;0/1019.65,1/1019.65;0/0;0/3,1/6;0/0;0/5,1/9;0/0;0/0,1/0;0/0;0/47,1/46;0/0;0/86,1/82
1079.79;0;98;0;2;0/1079.79;0/196.16,1/215.75;0/0;0/1079.79,1/1079.79;0/0;0/0,1/0;0/0;0/1,1/3;0/0;0/0,1/0;0/0;0/49,1/49;0/0;0/90,1/88
1139.87;0;101;0;2;0/1139.87;0/246.4,1/245.35;0/0;0/1139.87,1/1139.87;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
1199.68;0;101;0;2;0/1199.68;0/306.21,1/305.16;0/0;0/1199.68,1/1199.68;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
1259.91;0;101;0;2;0/1259.91;0/366.44,1/365.39;0/0;0/1259.91,1/1259.91;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
1319.64;0;101;0;2;0/1319.64;0/426.16,1/425.11;0/0;0/1319.64,1/1319.64;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
1379.88;0;101;0;2;0/1379.88;0/486.41,1/485.36;0/0;0/1379.88,1/1379.88;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
1439.59;0;101;0;2;0/1439.59;0/546.11,1/545.06;0/0;0/1439.59,1/1439.59;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
1499.84;0;101;0;2;0/1499.84;0/606.36,1/605.31;0/0;0/1499.84,1/1499.84;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
1559.66;0;101;0;2;0/1559.66;0/666.19,1/665.14;0/0;0/1559.66,1/1559.66;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
1619.79;0;101;0;2;0/1619.79;0/726.31,1/725.26;0/0;0/1619.79,1/1619.79;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
1679.62;0;101;0;2;0/1679.62;0/786.14,1/785.09;0/0;0/1679.62,1/1679.62;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
1739.96;0;101;0;2;0/1739.96;0/846.49,1/845.43;0/0;0/1739.96,1/1739.96;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
1799.99;0;101;0;2;0/1799.99;0/906.51,1/905.46;0/0;0/1799.99,1/1799.99;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
1859.81;0;101;0;2;0/1859.81;0/966.34,1/965.29;0/0;0/1859.81,1/1859.81;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
1919.98;0;101;0;2;0/1919.98;0/1026.51,1/1025.46;0/0;0/1919.98,1/1919.98;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
1979.77;0;101;0;2;0/1979.77;0/1086.29,1/1085.24;0/0;0/1979.77,1/1979.77;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
2039.59;0;101;0;2;0/2039.59;0/1146.12,1/1145.07;0/0;0/2039.59,1/2039.59;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
2099.72;0;101;0;2;0/2099.72;0/1206.24,1/1205.19;0/0;0/2099.72,1/2099.72;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
2159.97;0;101;0;2;0/2159.97;0/1266.49,1/1265.44;0/0;0/2159.97,1/2159.97;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
2219.94;0;101;0;2;0/2219.94;0/1326.46,1/1325.41;0/0;0/2219.94,1/2219.94;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
2279.92;0;101;0;2;0/2279.92;0/1386.44,1/1385.39;0/0;0/2279.92,1/2279.92;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
2339.75;0;101;0;2;0/2339.75;0/1446.27,1/1445.22;0/0;0/2339.75,1/2339.75;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
2399.91;0;101;0;2;0/2399.91;0/1506.44,1/1505.39;0/0;0/2399.91,1/2399.91;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
2459.7;0;101;0;2;0/2459.7;0/1566.22,1/1565.17;0/0;0/2459.7,1/2459.7;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
2519.95;0;101;0;2;0/2519.95;0/1626.47,1/1625.42;0/0;0/2519.95,1/2519.95;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
2579.65;0;101;0;2;0/2579.65;0/1686.18,1/1685.13;0/0;0/2579.65,1/2579.65;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
2639.9;0;101;0;2;0/2639.9;0/1746.42,1/1745.37;0/0;0/2639.9,1/2639.9;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
2699.98;0;101;0;2;0/2699.98;0/1806.51,1/1805.46;0/0;0/2699.98,1/2699.98;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
2759.85;0;101;0;2;0/2759.85;0/1866.38,1/1865.32;0/0;0/2759.85,1/2759.85;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
2819.68;0;101;0;2;0/2819.68;0/1926.2,1/1925.15;0/0;0/2819.68,1/2819.68;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
2879.96;0;101;0;2;0/2879.96;0/1986.49,1/1985.44;0/0;0/2879.96,1/2879.96;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
2939.63;0;101;0;2;0/2939.63;0/2046.16,1/2045.1;0/0;0/2939.63,1/2939.63;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
2999.88;0;101;0;2;0/2999.88;0/2106.4,1/2105.35;0/0;0/2999.88,1/2999.88;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
3059.93;0;101;0;2;0/3059.93;0/2166.46,1/2165.41;0/0;0/3059.93,1/3059.93;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
3119.76;0;101;0;2;0/3119.76;0/2226.28,1/2225.23;0/0;0/3119.76,1/3119.76;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/50,1/51;0/0;0/91,1/91
