#TimeStamp;TripTime;Type
70;25;O
75;34;O
88;43;O
94;39;O
98;39;O
100;35;O
106;22;O
109;58;O
113;43;O
114;28;O
115;17;O
118;30;O
120;49;O
124;49;O
125;59;O
127;19;O
127;71;O
135;66;O
135;64;O
137;22;O
138;51;O
139;63;O
141;32;O
145;21;O
148;14;O
150;31;O
158;29;O
159;14;O
159;25;O
164;25;O
168;21;O
171;22;O
176;16;O
179;22;O
184;67;O
190;22;O
191;21;O
200;12;O
201;17;O
207;29;O
209;19;O
225;16;O
235;21;O
241;16;O
243;45;O
247;27;O
251;16;O
273;23;O
273;15;O
281;16;O
282;22;O
292;17;O
302;18;O
309;30;O
310;30;O
315;25;O
320;15;O
322;36;O
323;54;O
329;21;O
334;19;O
339;39;O
342;24;O
343;30;O
343;18;O
344;41;O
352;14;O
355;20;O
358;30;O
365;47;O
371;22;O
378;13;O
386;41;O
388;59;O
392;17;O
392;24;O
396;18;O
402;23;O
405;16;O
410;15;O
417;19;O
434;25;O
442;17;O
447;38;O
450;30;O
450;21;O
459;20;O
462;22;O
472;17;O
473;28;O
489;37;O
494;44;O
495;16;O
499;29;O
499;24;O
500;14;O
504;40;O
516;16;O
518;53;O
526;21;O
537;18;O
541;21;O
546;17;O
547;51;O
556;31;O
558;19;O
567;18;O
576;33;O
585;35;O
586;26;O
589;19;O
591;20;O
594;14;O
596;15;O
603;42;O
613;22;O
619;20;O
624;19;O
624;39;O
626;15;O
629;20;O
639;18;O
639;18;O
649;18;O
657;16;O
666;16;O
668;16;O
671;21;O
672;31;O
686;16;O
695;24;O
704;22;O
714;22;O
715;25;O
718;17;O
725;24;O
728;17;O
749;17;O
751;20;O
761;30;O
770;19;O
770;18;O
785;36;O
799;16;O
801;22;O
803;22;O
806;45;O
808;17;O
818;17;O
820;17;O
821;50;O
825;24;O
832;41;O
833;22;O
833;20;O
836;49;O
837;16;O
845;14;O
850;39;O
858;26;O
870;17;O
873;30;O
876;25;O
879;16;O
881;40;O
887;16;O
908;35;O
909;16;O
920;17;O
920;18;O
920;41;O
928;17;O
930;17;O
933;31;O
938;76;O
940;17;O
942;33;O
947;14;O
955;84;O
959;16;O
981;18;O
982;41;O
983;20;O
987;15;O
992;19;O
998;16;O
999;27;O
1002;19;O
1012;19;O
1012;30;O
1018;26;O
1021;17;O
1025;22;O
1029;17;O
1030;17;O
1039;16;O
1041;17;O
1051;19;O
1052;14;O
1058;16;O
1064;20;O
1075;14;O
1079;17;O
1080;16;O
1089;17;O
1090;16;O
1099;16;O
1100;16;O
1103;18;O
1114;20;O
1118;15;O
1124;20;O
1139;27;O
1142;17;O
1146;32;O
1149;25;O
1150;17;O
1159;15;O
1170;17;O
1171;16;O
1180;16;O
1181;16;O
1190;16;O
1190;25;O
1192;17;O
1194;19;O
1199;15;O
1206;21;O
1212;19;O
1213;18;O
1220;17;O
1223;25;O
1231;16;O
1232;48;O
1236;21;O
1249;15;O
1250;15;O
1259;15;O
1262;17;O
1273;14;O
1279;15;O
1292;18;O
1294;28;O
1313;34;O
1318;46;O
1333;22;O
1348;65;O
1349;34;O
1353;33;O
1362;54;O
1367;22;O
1369;24;O
1374;16;O
1379;24;O
1380;32;O
1388;23;O
1390;15;O
1414;59;O
1420;45;O
1429;44;O
1429;23;O
1433;27;O
1433;19;O
1433;58;O
1435;49;O
1442;18;O
1444;49;O
1444;19;O
1451;22;O
1455;20;O
1460;21;O
1461;46;O
1464;26;O
1466;40;O
1472;25;O
1475;26;O
1477;72;O
1482;23;O
1487;22;O
1494;19;O
1495;40;O
1497;16;O
1499;30;O
1509;18;O
1511;44;O
1512;17;O
1521;33;O
1527;22;O
1529;52;O
1534;19;O
1535;37;O
1545;33;O
1546;15;O
1549;24;O
1550;33;O
1555;34;O
1560;22;O
1561;53;O
1566;38;O
1587;29;O
1589;38;O
1592;21;O
1595;25;O
1596;48;O
1607;28;O
1607;25;O
1607;45;O
1612;71;O
1613;45;O
1626;16;O
1631;33;O
1641;22;O
1647;17;O
1657;17;O
1660;35;O
1662;36;O
1666;29;O
1671;22;O
1672;22;O
1675;46;O
1680;28;O
1681;22;O
1688;18;O
1692;24;O
1694;34;O
1696;16;O
1697;32;O
1699;18;O
1706;27;O
1708;18;O
1715;24;O
1716;27;O
1719;18;O
1720;82;O
1725;24;O
1727;16;O
1737;16;O
1742;21;O
1745;29;O
1749;23;O
1749;19;O
1755;24;O
1760;58;O
1767;21;O
1774;17;O
1778;21;O
1787;21;O
1788;22;O
1791;30;O
1795;19;O
1800;14;O
1817;16;O
1817;17;O
1820;24;O
1827;16;O
1833;17;O
1845;30;O
1847;21;O
1850;14;O
1850;19;O
1857;36;O
1863;22;O
1865;18;O
1868;31;O
1886;15;O
1889;13;O
1901;20;O
1903;42;O
1903;37;O
1904;38;O
1911;25;O
1921;19;O
1928;22;O
1936;20;O
1938;22;O
1942;16;O
1948;41;O
1951;25;O
1952;15;O
1965;19;O
1975;13;O
1978;32;O
1982;25;O
1982;61;O
1983;16;O
1989;17;O
1992;16;O
2011;29;O
2011;19;O
2016;19;O
2020;28;O
2031;44;O
2031;28;O
2036;24;O
2041;24;O
2042;25;O
2051;24;O
2053;16;O
2058;26;O
2059;22;O
2067;21;O
2074;17;O
2078;21;O
2085;23;O
2087;20;O
2099;17;O
2101;19;O
2108;21;O
2122;18;O
2126;30;O
2131;19;O
2134;17;O
2136;14;O
2144;20;O
2152;15;O
2154;20;O
2163;20;O
2166;33;O
2172;19;O
2174;20;O
2180;17;O
2182;15;O
2193;19;O
2204;21;O
2208;30;O
2210;18;O
2212;14;O
2216;21;O
2220;33;O
2229;25;O
2233;15;O
2234;26;O
2235;21;O
2243;18;O
2247;19;O
2252;19;O
2260;22;O
2264;22;O
2271;58;O
2274;27;O
2278;25;O
2282;19;O
2284;26;O
2287;23;O
2303;15;O
2314;20;O
2318;33;O
2324;16;O
2328;51;O
2329;34;O
2332;34;O
2336;21;O
2343;19;O
2344;16;O
2358;16;O
2362;23;O
2365;20;O
2367;46;O
2371;26;O
2376;14;O
2376;41;O
2388;39;O
2399;17;O
2404;19;O
2406;34;O
2409;50;O
2414;19;O
2414;20;O
2414;15;O
2419;41;O
2424;19;O
2424;15;O
2433;28;O
2434;15;O
2444;19;O
2454;39;O
2456;17;O
2463;28;O
2464;15;O
2471;42;O
2471;36;O
2475;16;O
2478;33;O
2485;19;O
2489;24;O
2490;15;O
2492;77;O
2495;20;O
2500;21;O
2503;18;O
2513;14;O
2513;58;O
2527;38;O
2529;19;O
2531;62;O
2538;39;O
2538;19;O
2545;19;O
2548;19;O
2555;29;O
2558;52;O
2562;46;O
2572;19;O
2572;16;O
2574;37;O
2576;16;O
2578;13;O
2586;20;O
2590;15;O
2596;26;O
2596;17;O
2605;19;O
2615;19;O
2620;15;O
2630;15;O
2637;17;O
2640;23;O
2643;33;O
2651;21;O
2665;18;O
2673;18;O
2675;24;O
2682;42;O
2691;31;O
2695;38;O
2698;23;O
2699;54;O
2703;19;O
2703;22;O
2705;38;O
2715;24;O
2717;32;O
2733;28;O
2735;45;O
2749;37;O
2752;36;O
2761;16;O
2768;32;O
2780;14;O
2782;22;O
2784;24;O
2789;19;O
2795;19;O
2797;17;O
2810;15;O
2810;19;O
2819;19;O
2825;24;O
2826;30;O
2833;22;O
2834;42;O
2839;24;O
2844;19;O
2859;13;O
2860;19;O
2863;21;O
2865;14;O
2879;14;O
2880;19;O
2889;18;O
2900;14;O
2900;19;O
2910;19;O
2910;14;O
2921;15;O
2925;24;O
2929;25;O
2933;17;O
2937;18;O
2938;27;O
2951;34;O
2959;13;O
2960;18;O
2963;32;O
2964;24;O
2964;14;O
2971;40;O
2984;18;O
2984;14;O
2989;18;O
2999;19;O
3007;26;O
3010;16;O
3012;21;O
3021;15;O
3030;14;O
3031;20;O
3037;21;O
3040;14;O
3047;25;O
3051;20;O
3054;17;O
3060;24;O
3069;17;O
3072;15;O
3082;20;O
3086;19;O
3090;24;O
3096;19;O
3097;26;O
3098;17;O
3101;25;O
3107;16;O
3108;21;O
3117;21;O
3118;43;O
3123;16;O
3125;28;O
3126;14;O
3131;26;O
3137;20;O
3145;18;O
3149;37;O
3151;14;O
3158;25;O
3165;18;O
3183;21;O
3187;19;O
3196;18;O
3197;14;O
3200;28;O
3211;19;O
3216;34;O
3227;20;O
3233;15;O
3243;20;O
3245;17;O
3255;29;O
3255;17;O
3269;21;O
3270;37;O
3274;21;O
3284;16;O
3300;22;O
3303;15;O
3307;14;O
3308;51;O
3316;27;O
3326;23;O
3333;25;O
3339;21;O
3344;29;O
3349;20;O
3351;38;O
3365;22;O
3366;18;O
3373;25;O
3379;20;O
3391;58;O
3393;24;O
3397;44;O
3401;18;O
3401;23;O
3406;28;O
3416;28;O
3422;24;O
3424;15;O
3425;53;O
3430;41;O
3433;20;O
3443;20;O
3444;15;O
