#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;0;3;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0
59.95;0;0;0;3;0/59.95;0/59.95,1/59.95,2/57.46;0/0;0/59.95,1/59.95,2/59.95;0/0;0/31,1/30,2/45;0/0;0/38,1/36,2/49;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/1
119.92;0;9;0;3;0/119.92;0/71.52,1/64.6,2/57.82;0/0;0/119.92,1/119.92,2/119.92;0/0;0/27,1/29,2/39;0/0;0/33,1/33,2/43;0/0;0/0,1/0,2/0;0/0;0/4,1/3,2/2;0/0;0/5,1/6,2/7
179.75;0;20;0;3;0/179.75;0/72.09,1/65.77,2/58.61;0/0;0/179.75,1/179.75,2/179.75;0/0;0/25,1/21,2/42;0/0;0/33,1/29,2/43;0/0;0/0,1/0,2/0;0/0;0/6,1/7,2/7;0/0;0/11,1/12,2/13
239.99;0;31;0;3;0/239.99;0/72.94,1/66.84,2/92.8;0/0;0/239.99,1/239.99,2/239.99;0/0;0/22,1/29,2/42;0/0;0/32,1/35,2/44;0/0;0/0,1/0,2/0;0/0;0/10,1/12,2/9;0/0;0/17,1/18,2/15
299.95;0;43;0;3;0/299.95;0/73.44,1/67.67,2/102.02;0/0;0/299.95,1/299.95,2/299.95;0/0;0/20,1/28,2/40;0/0;0/28,1/36,2/41;0/0;0/0,1/0,2/0;0/0;0/14,1/16,2/13;0/0;0/23,1/24,2/21
359.87;0;52;0;3;0/359.87;0/74.3,1/68.53,2/122.59;0/0;0/359.87,1/359.87,2/359.87;0/0;0/17,1/27,2/37;0/0;0/25,1/33,2/40;0/0;0/0,1/0,2/0;0/0;0/17,1/19,2/16;0/0;0/29,1/30,2/25
420;0;64;0;3;0/420;0/75.38,1/69.33,2/123.35;0/0;0/420,1/420,2/420;0/0;0/21,1/31,2/30;0/0;0/28,1/36,2/34;0/0;0/0,1/0,2/0;0/0;0/21,1/24,2/19;0/0;0/35,1/36,2/31
479.92;0;79;0;3;0/479.92;0/76.68,1/70.5,2/124.52;0/0;0/479.92,1/479.92,2/479.92;0/0;0/26,1/30,2/31;0/0;0/31,1/36,2/38;0/0;0/0,1/0,2/0;0/0;0/26,1/29,2/24;0/0;0/41,1/42,2/36
539.98;0;88;0;3;0/539.98;0/77.92,1/71.42,2/125.79;0/0;0/539.98,1/539.98,2/539.98;0/0;0/25,1/24,2/25;0/0;0/29,1/30,2/32;0/0;0/0,1/0,2/0;0/0;0/30,1/31,2/27;0/0;0/47,1/48,2/42
599.89;0;99;0;3;0/599.89;0/78.5,1/72.16,2/127.48;0/0;0/599.89,1/599.89,2/599.89;0/0;0/29,1/19,2/24;0/0;0/33,1/27,2/29;0/0;0/0,1/0,2/0;0/0;0/33,1/34,2/32;0/0;0/53,1/54,2/48
659.71;0;111;0;3;0/659.71;0/79.05,1/73.63,2/130.8;0/0;0/659.71,1/659.71,2/659.71;0/0;0/26,1/25,2/26;0/0;0/30,1/33,2/32;0/0;0/0,1/0,2/0;0/0;0/37,1/38,2/36;0/0;0/59,1/60,2/54
719.58;0;125;0;3;0/719.58;0/79.98,1/74.78,2/134.25;0/0;0/719.58,1/719.58,2/719.58;0/0;0/38,1/23,2/28;0/0;0/40,1/33,2/33;0/0;0/0,1/0,2/0;0/0;0/42,1/42,2/41;0/0;0/65,1/66,2/60
779.88;0;135;0;3;0/779.88;0/106.68,1/75.68,2/134.97;0/0;0/779.88,1/779.88,2/779.88;0/0;0/38,1/25,2/24;0/0;0/40,1/33,2/30;0/0;0/0,1/0,2/0;0/0;0/44,1/47,2/44;0/0;0/68,1/72,2/66
839.84;0;147;0;3;0/839.84;0/130.65,1/76.52,2/135.55;0/0;0/839.84,1/839.84,2/839.84;0/0;0/34,1/25,2/25;0/0;0/39,1/32,2/30;0/0;0/0,1/0,2/0;0/0;0/47,1/52,2/48;0/0;0/72,1/78,2/72
899.76;0;159;0;3;0/899.76;0/131.73,1/77.88,2/137.24;0/0;0/899.76,1/899.76,2/899.76;0/0;0/35,1/27,2/29;0/0;0/37,1/36,2/33;0/0;0/0,1/0,2/0;0/0;0/51,1/56,2/52;0/0;0/78,1/84,2/78
959.79;0;170;0;3;0/959.79;0/137.82,1/78.94,2/143.18;0/0;0/959.79,1/959.79,2/959.79;0/0;0/44,1/24,2/26;0/0;0/46,1/33,2/32;0/0;0/0,1/0,2/0;0/0;0/54,1/60,2/56;0/0;0/83,1/90,2/83
1019.96;0;182;0;3;0/1019.96;0/159.77,1/79.38,2/144.62;0/0;0/1019.96,1/1019.96,2/1019.96;0/0;0/45,1/20,2/29;0/0;0/48,1/30,2/33;0/0;0/0,1/0,2/0;0/0;0/58,1/64,2/60;0/0;0/87,1/96,2/89
1079.93;0;190;0;3;0/1079.93;0/188.33,1/80.77,2/146.32;0/0;0/1079.93,1/1079.93,2/1079.93;0/0;0/47,1/23,2/32;0/0;0/48,1/34,2/35;0/0;0/0,1/0,2/0;0/0;0/60,1/66,2/64;0/0;0/90,1/102,2/95
1140;0;201;0;3;0/1140;0/228.98,1/82.09,2/147.58;0/0;0/1140,1/1140,2/1140;0/0;0/44,1/21,2/33;0/0;0/49,1/31,2/35;0/0;0/0,1/0,2/0;0/0;0/62,1/70,2/69;0/0;0/92,1/108,2/101
1199.96;0;213;0;3;0/1199.96;0/242.11,1/83.14,2/166.11;0/0;0/1199.96,1/1199.96,2/1199.96;0/0;0/38,1/24,2/33;0/0;0/44,1/34,2/33;0/0;0/0,1/0,2/0;0/0;0/66,1/75,2/72;0/0;0/97,1/114,2/105
1259.82;0;221;0;3;0/1259.82;0/243.01,1/84.15,2/193.98;0/0;0/1259.82,1/1259.82,2/1259.82;0/0;0/33,1/24,2/35;0/0;0/42,1/31,2/36;0/0;0/0,1/0,2/0;0/0;0/68,1/79,2/74;0/0;0/103,1/120,2/108
1319.62;0;234;0;3;0/1319.62;0/243.69,1/84.98,2/207.61;0/0;0/1319.62,1/1319.62,2/1319.62;0/0;0/41,1/24,2/31;0/0;0/45,1/31,2/37;0/0;0/0,1/0,2/0;0/0;0/73,1/83,2/78;0/0;0/109,1/126,2/113
1379.97;0;244;0;3;0/1379.97;0/244.82,1/86.01,2/208.53;0/0;0/1379.97,1/1379.97,2/1379.97;0/0;0/35,1/28,2/29;0/0;0/39,1/32,2/37;0/0;0/0,1/0,2/0;0/0;0/75,1/88,2/81;0/0;0/115,1/132,2/119
1439.99;0;259;0;3;0/1439.99;0/246.79,1/90.06,2/209.24;0/0;0/1439.99,1/1439.99,2/1439.99;0/0;0/39,1/34,2/26;0/0;0/43,1/39,2/35;0/0;0/0,1/0,2/0;0/0;0/80,1/93,2/86;0/0;0/121,1/137,2/125
1500;0;274;0;3;0/1500;0/247.52,1/90.95,2/210.25;0/0;0/1500,1/1500,2/1500;0/0;0/38,1/32,2/34;0/0;0/44,1/39,2/37;0/0;0/0,1/0,2/0;0/0;0/84,1/98,2/92;0/0;0/127,1/143,2/131
1559.99;0;286;0;3;0/1559.99;0/248.67,1/91.88,2/211.95;0/0;0/1559.99,1/1559.99,2/1559.99;0/0;0/35,1/33,2/36;0/0;0/41,1/39,2/40;0/0;0/0,1/0,2/0;0/0;0/88,1/102,2/96;0/0;0/133,1/149,2/137
1619.99;0;299;0;3;0/1619.99;0/249.45,1/92.75,2/212.54;0/0;0/1619.99,1/1619.99,2/1619.99;0/0;0/36,1/27,2/32;0/0;0/38,1/37,2/37;0/0;0/0,1/0,2/0;0/0;0/94,1/105,2/100;0/0;0/139,1/155,2/143
1679.7;0;310;0;3;0/1679.7;0/269.01,1/93.56,2/221.13;0/0;0/1679.7,1/1679.7,2/1679.7;0/0;0/41,1/29,2/30;0/0;0/44,1/37,2/35;0/0;0/0,1/0,2/0;0/0;0/98,1/108,2/104;0/0;0/143,1/161,2/148
1739.89;0;322;0;3;0/1739.89;0/269.42,1/94.31,2/222.57;0/0;0/1739.89,1/1739.89,2/1739.89;0/0;0/34,1/26,2/28;0/0;0/38,1/34,2/34;0/0;0/0,1/0,2/0;0/0;0/100,1/113,2/109;0/0;0/149,1/167,2/154
1799.99;0;335;0;3;0/1799.99;0/269.8,1/95.56,2/223.38;0/0;0/1799.99,1/1799.99,2/1799.99;0/0;0/37,1/29,2/23;0/0;0/41,1/35,2/31;0/0;0/0,1/0,2/0;0/0;0/103,1/119,2/113;0/0;0/155,1/173,2/160
1859.98;0;351;0;3;0/1859.98;0/271.85,1/96.43,2/223.69;0/0;0/1859.98,1/1859.98,2/1859.98;0/0;0/42,1/33,2/19;0/0;0/47,1/37,2/28;0/0;0/0,1/0,2/0;0/0;0/109,1/125,2/117;0/0;0/161,1/179,2/166
1919.98;0;364;0;3;0/1919.98;0/273.44,1/97.46,2/224.63;0/0;0/1919.98,1/1919.98,2/1919.98;0/0;0/45,1/25,2/23;0/0;0/48,1/31,2/31;0/0;0/0,1/0,2/0;0/0;0/115,1/128,2/121;0/0;0/167,1/185,2/172
1979.84;0;379;0;3;0/1979.84;0/279.11,1/97.94,2/225.35;0/0;0/1979.84,1/1979.84,2/1979.84;0/0;0/39,1/29,2/25;0/0;0/47,1/33,2/31;0/0;0/0,1/0,2/0;0/0;0/120,1/132,2/127;0/0;0/172,1/191,2/178
