#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;1;18;0;0;0;0;0;0;0;0;0
599.63;0.99;18;0;0;0;0;0;0;0;0;0
1199.79;0.99;18;0;0;0;0;0;0;0;0;0
1799.82;0.98;18;0;0;0;0;0;0;0;0;0
2399.86;0.97;18;0;0;0;0;0;0;0;0;0
2999.6;0.96;18;0;0;0;0;0;0;0;0;0
3599.88;0.96;18;0;0;0;0;0;0;0;0;0
4199.76;0.95;18;0;0;0;0;0;0;0;0;0
4799.96;0.94;18;0;0;0;0;0;0;0;0;0
5399.69;0.94;18;0;0;0;0;0;0;0;0;0
5999.84;0.93;18;0;0;0;0;0;0;0;0;0
6599.9;0.93;18;0;0;0;0;0;0;0;0;0
7199.73;0.93;18;0;0;0;0;0;0;0;0;0
7799.73;0.93;18;0;0;0;0;0;0;0;0;0
8399.73;0.93;18;0;0;0;0;0;0;0;0;0
8999.73;0.93;18;0;0;0;0;0;0;0;0;0
9599.73;0.93;18;0;0;0;0;0;0;0;0;0
10199.73;0.93;18;0;0;0;0;0;0;0;0;0
10799.73;0.93;18;0;0;0;0;0;0;0;0;0
11399.73;0.93;18;0;0;0;0;0;0;0;0;0
11999.73;0.93;18;0;0;0;0;0;0;0;0;0
12599.73;0.93;18;0;0;0;0;0;0;0;0;0
13199.73;0.93;18;0;0;0;0;0;0;0;0;0
13799.73;0.93;18;0;0;0;0;0;0;0;0;0
14399.73;0.93;18;0;0;0;0;0;0;0;0;0
14999.73;0.93;18;0;0;0;0;0;0;0;0;0
15599.73;0.93;18;0;0;0;0;0;0;0;0;0
16199.73;0.93;18;0;0;0;0;0;0;0;0;0
16799.73;0.93;18;0;0;0;0;0;0;0;0;0
17399.73;0.93;18;0;0;0;0;0;0;0;0;0
17999.73;0.93;18;0;0;0;0;0;0;0;0;0
18599.73;0.93;18;0;0;0;0;0;0;0;0;0
19199.73;0.93;18;0;0;0;0;0;0;0;0;0
19799.73;0.93;18;0;0;0;0;0;0;0;0;0
20399.73;0.93;18;0;0;0;0;0;0;0;0;0
