#TimeStamp;TripTime;Type
57;22;O
61;31;O
65;31;O
75;44;O
80;43;O
81;43;O
82;38;O
86;40;O
87;16;O
90;43;O
91;56;O
92;32;O
96;33;O
96;34;O
97;39;O
101;17;O
105;46;O
110;15;O
111;56;O
113;59;O
117;50;O
120;31;O
124;46;O
128;19;O
128;29;O
129;38;O
132;21;O
134;33;O
135;53;O
139;23;O
140;21;O
146;25;O
155;26;O
156;15;O
162;23;O
177;18;O
185;19;O
190;21;O
191;20;O
197;16;O
199;23;O
207;21;O
207;16;O
211;32;O
220;19;O
226;21;O
227;18;O
240;21;O
246;18;O
248;37;O
249;28;O
252;35;O
255;26;O
260;23;O
274;25;O
276;28;O
282;24;O
287;28;O
295;23;O
297;14;O
309;17;O
315;64;O
316;16;O
332;20;O
334;15;O
338;29;O
339;22;O
344;17;O
350;21;O
352;20;O
357;35;O
358;16;O
360;20;O
362;19;O
371;18;O
383;21;O
391;24;O
391;21;O
394;22;O
400;20;O
409;19;O
414;14;O
414;22;O
426;23;O
430;32;O
431;21;O
435;23;O
442;18;O
443;23;O
450;27;O
454;31;O
455;15;O
460;30;O
467;17;O
486;26;O
491;21;O
493;20;O
501;21;O
504;21;O
504;14;O
516;24;O
524;22;O
530;20;O
536;24;O
544;18;O
546;23;O
556;16;O
559;26;O
561;31;O
569;16;O
573;13;O
581;30;O
583;20;O
588;17;O
597;35;O
610;17;O
613;31;O
621;30;O
622;22;O
623;42;O
631;18;O
636;25;O
638;15;O
644;13;O
647;14;O
650;17;O
655;14;O
656;13;O
660;17;O
669;16;O
673;52;O
689;16;O
695;12;O
707;14;O
