#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;38.65;0.08;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.99;41.06;0.43;PP/0.07,TA/0.08,IS/0,PS/0,RB/0,OB/0.02,RP/0
119.98;41.66;0.54;PP/0.1,TA/0.09,IS/0,PS/0,RB/0,OB/0.02,RP/0
179.66;42.12;0.6;PP/0.11,TA/0.09,IS/0,PS/0,RB/0,OB/0.02,RP/0
239.92;41.13;0.68;PP/0.13,TA/0.09,IS/0,PS/0,RB/0,OB/0.02,RP/0
299.58;41.16;0.75;PP/0.15,TA/0.09,IS/0,PS/0,RB/0,OB/0.02,RP/0
359.98;41.38;0.83;PP/0.17,TA/0.09,IS/0.01,PS/0,RB/0,OB/0.02,RP/0
419.85;41.31;0.94;PP/0.19,TA/0.11,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
479.87;41.32;1.01;PP/0.2,TA/0.12,IS/0.01,PS/0,RB/0.01,OB/0.02,RP/0
539.69;41.8;1.1;PP/0.22,TA/0.13,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
599.76;41.57;1.16;PP/0.23,TA/0.13,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
659.99;41.58;1.23;PP/0.24,TA/0.13,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
719.98;41.85;1.29;PP/0.25,TA/0.14,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
779.6;42.3;1.41;PP/0.26,TA/0.19,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
839.72;42.1;1.59;PP/0.26,TA/0.34,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
899.9;42.26;1.79;PP/0.26,TA/0.52,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
959.99;42.43;1.98;PP/0.26,TA/0.7,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
1019.76;42.6;2.17;PP/0.26,TA/0.89,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
1080;42.76;2.37;PP/0.26,TA/1.06,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
1139.61;42.93;2.56;PP/0.26,TA/1.25,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
1199.65;42.25;2.76;PP/0.26,TA/1.42,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
1259.97;42.27;2.95;PP/0.26,TA/1.6,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
1319.66;42.44;3.14;PP/0.26,TA/1.79,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
1380;42.61;3.36;PP/0.26,TA/1.99,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
1439.86;42.77;3.54;PP/0.26,TA/2.16,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
1499.64;42.94;3.74;PP/0.26,TA/2.34,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
1559.97;42.21;3.95;PP/0.26,TA/2.53,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
1619.91;42.37;4.15;PP/0.26,TA/2.72,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
1679.68;42.54;4.36;PP/0.26,TA/2.91,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
1739.99;42.69;4.56;PP/0.26,TA/3.11,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
1799.95;42.27;4.77;PP/0.26,TA/3.31,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
1859.99;42.36;4.98;PP/0.26,TA/3.5,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
1919.99;42.26;5.16;PP/0.26,TA/3.67,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
1979.99;42.44;5.36;PP/0.26,TA/3.85,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
2039.98;42.32;5.56;PP/0.26,TA/4.05,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
2099.84;42.48;5.75;PP/0.26,TA/4.22,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
2159.62;42.38;5.95;PP/0.26,TA/4.41,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
2219.98;42.41;6.15;PP/0.26,TA/4.6,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
