#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;38.59;0.09;PP/0,TA/0,IS/0.02,PS/0,RB/0,OB/0,RP/0
59.86;39.74;0.28;PP/0.08,TA/0.06,IS/0.02,PS/0,RB/0,OB/0,RP/0
119.69;39.86;0.33;PP/0.09,TA/0.06,IS/0.02,PS/0,RB/0,OB/0,RP/0
179.89;40.16;0.36;PP/0.09,TA/0.06,IS/0.02,PS/0,RB/0,OB/0,RP/0
239.85;40.15;0.39;PP/0.09,TA/0.09,IS/0.02,PS/0,RB/0,OB/0,RP/0
299.96;40.32;0.45;PP/0.11,TA/0.12,IS/0.02,PS/0,RB/0,OB/0,RP/0
359.99;40.32;0.48;PP/0.11,TA/0.12,IS/0.02,PS/0,RB/0,OB/0,RP/0
419.98;40.32;0.52;PP/0.11,TA/0.14,IS/0.02,PS/0,RB/0,OB/0,RP/0
479.66;40.36;0.56;PP/0.11,TA/0.19,IS/0.02,PS/0,RB/0,OB/0,RP/0
539.69;40.39;0.61;PP/0.11,TA/0.22,IS/0.02,PS/0,RB/0,OB/0,RP/0
599.69;40.44;0.66;PP/0.11,TA/0.27,IS/0.02,PS/0,RB/0,OB/0,RP/0
659.69;40.51;0.7;PP/0.11,TA/0.31,IS/0.02,PS/0,RB/0,OB/0,RP/0
719.69;40.55;0.75;PP/0.11,TA/0.34,IS/0.02,PS/0,RB/0,OB/0,RP/0
779.69;40.59;0.78;PP/0.11,TA/0.38,IS/0.02,PS/0,RB/0,OB/0,RP/0
839.69;40.63;0.83;PP/0.11,TA/0.42,IS/0.02,PS/0,RB/0,OB/0,RP/0
899.69;40.68;0.89;PP/0.11,TA/0.49,IS/0.02,PS/0,RB/0,OB/0,RP/0
959.69;40.71;0.94;PP/0.11,TA/0.53,IS/0.02,PS/0,RB/0,OB/0,RP/0
1019.69;40.75;0.99;PP/0.11,TA/0.58,IS/0.02,PS/0,RB/0,OB/0,RP/0
1079.69;40.81;1.03;PP/0.11,TA/0.63,IS/0.02,PS/0,RB/0,OB/0,RP/0
1139.69;40.85;1.08;PP/0.11,TA/0.64,IS/0.02,PS/0,RB/0,OB/0,RP/0
1199.69;40.89;1.11;PP/0.11,TA/0.67,IS/0.02,PS/0,RB/0,OB/0,RP/0
1259.69;40.97;1.16;PP/0.11,TA/0.72,IS/0.02,PS/0,RB/0,OB/0,RP/0
1319.69;41.01;1.2;PP/0.11,TA/0.77,IS/0.02,PS/0,RB/0,OB/0,RP/0
1379.69;41.05;1.25;PP/0.11,TA/0.81,IS/0.02,PS/0,RB/0,OB/0,RP/0
1439.69;41.09;1.3;PP/0.11,TA/0.85,IS/0.02,PS/0,RB/0,OB/0,RP/0
1499.69;41.13;1.35;PP/0.11,TA/0.88,IS/0.02,PS/0,RB/0,OB/0,RP/0
1559.69;41.17;1.39;PP/0.11,TA/0.91,IS/0.02,PS/0,RB/0,OB/0,RP/0
1619.69;41.21;1.42;PP/0.11,TA/0.94,IS/0.02,PS/0,RB/0,OB/0,RP/0
1679.69;41.25;1.47;PP/0.11,TA/0.99,IS/0.02,PS/0,RB/0,OB/0,RP/0
1739.69;41.28;1.52;PP/0.11,TA/1.03,IS/0.02,PS/0,RB/0,OB/0,RP/0
1799.69;41.31;1.56;PP/0.11,TA/1.08,IS/0.02,PS/0,RB/0,OB/0,RP/0
1859.69;41.39;1.61;PP/0.11,TA/1.13,IS/0.02,PS/0,RB/0,OB/0,RP/0
1919.69;41.41;1.67;PP/0.11,TA/1.19,IS/0.02,PS/0,RB/0,OB/0,RP/0
1979.69;41.46;1.72;PP/0.11,TA/1.22,IS/0.02,PS/0,RB/0,OB/0,RP/0
2039.69;41.5;1.75;PP/0.11,TA/1.24,IS/0.02,PS/0,RB/0,OB/0,RP/0
2099.69;41.55;1.8;PP/0.11,TA/1.28,IS/0.02,PS/0,RB/0,OB/0,RP/0
2159.69;41.59;1.85;PP/0.11,TA/1.33,IS/0.02,PS/0,RB/0,OB/0,RP/0
2219.69;41.65;1.89;PP/0.11,TA/1.38,IS/0.02,PS/0,RB/0,OB/0,RP/0
2279.69;41.69;1.94;PP/0.11,TA/1.43,IS/0.02,PS/0,RB/0,OB/0,RP/0
2339.69;41.73;1.99;PP/0.11,TA/1.46,IS/0.02,PS/0,RB/0,OB/0,RP/0
2399.69;41.77;2.02;PP/0.11,TA/1.47,IS/0.02,PS/0,RB/0,OB/0,RP/0
2459.69;41.83;2.08;PP/0.11,TA/1.52,IS/0.02,PS/0,RB/0,OB/0,RP/0
