#TimeStamp;TripTime;Type
62;20;O
76;32;O
78;26;O
81;31;O
91;20;O
92;26;O
94;45;O
95;37;O
98;34;O
100;36;O
102;35;O
108;20;O
111;45;O
115;45;O
116;30;O
117;16;O
120;34;O
126;14;O
126;45;O
128;36;O
130;37;O
137;43;O
137;48;O
138;17;O
145;47;O
148;17;O
152;20;O
162;21;O
165;19;O
166;16;O
169;17;O
186;15;O
188;20;O
197;16;O
205;14;O
206;15;O
216;14;O
216;16;O
221;34;O
231;33;O
234;17;O
235;14;O
253;22;O
257;16;O
262;24;O
280;23;O
284;13;O
284;53;O
295;28;O
297;16;O
308;46;O
310;16;O
311;64;O
319;17;O
322;21;O
330;19;O
335;27;O
336;15;O
343;20;O
349;42;O
349;18;O
357;15;O
359;18;O
365;37;O
370;18;O
377;16;O
378;16;O
389;18;O
394;21;O
397;27;O
407;15;O
410;25;O
414;21;O
419;17;O
425;26;O
430;52;O
438;17;O
447;16;O
447;15;O
462;43;O
464;21;O
475;22;O
484;16;O
485;16;O
492;29;O
512;19;O
518;18;O
526;16;O
527;24;O
536;13;O
537;17;O
539;16;O
547;21;O
549;16;O
553;16;O
553;49;O
558;45;O
569;15;O
572;15;O
576;36;O
582;22;O
586;47;O
588;25;O
590;13;O
602;35;O
607;34;O
608;24;O
612;31;O
618;31;O
623;23;O
624;30;O
625;35;O
629;26;O
634;18;O
650;16;O
651;17;O
657;16;O
662;18;O
676;23;O
682;30;O
689;27;O
695;23;O
697;27;O
697;33;O
703;19;O
709;17;O
717;36;O
