#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;37.7;0.09;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.7;39.51;0.39;PP/0.07,TA/0.04,IS/0,PS/0,RB/0,OB/0.01,RP/0
119.79;40.95;0.51;PP/0.11,TA/0.04,IS/0,PS/0,RB/0,OB/0.01,RP/0
179.86;41.44;0.57;PP/0.11,TA/0.04,IS/0,PS/0,RB/0,OB/0.01,RP/0
239.89;41.44;0.63;PP/0.12,TA/0.04,IS/0.01,PS/0,RB/0,OB/0.01,RP/0
299.88;41.45;0.7;PP/0.14,TA/0.05,IS/0.01,PS/0,RB/0,OB/0.01,RP/0
359.99;41.45;0.77;PP/0.15,TA/0.05,IS/0.01,PS/0,RB/0,OB/0.01,RP/0
419.98;41.51;0.85;PP/0.16,TA/0.05,IS/0.01,PS/0,RB/0.01,OB/0.01,RP/0
479.87;41.59;0.92;PP/0.17,TA/0.05,IS/0.01,PS/0,RB/0.01,OB/0.01,RP/0
539.84;41.62;0.99;PP/0.19,TA/0.05,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
599.69;41.62;1.09;PP/0.2,TA/0.05,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
659.98;41.64;1.16;PP/0.22,TA/0.05,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
719.97;41.64;1.26;PP/0.24,TA/0.05,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
779.92;41.89;1.39;PP/0.26,TA/0.08,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
839.74;42.06;1.51;PP/0.3,TA/0.1,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
899.84;42.07;1.64;PP/0.34,TA/0.13,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
959.92;42.1;1.76;PP/0.37,TA/0.17,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
1019.99;42.13;1.89;PP/0.41,TA/0.21,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
1079.65;42.23;2.05;PP/0.45,TA/0.25,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
1139.99;42.23;2.2;PP/0.49,TA/0.3,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
1199.99;42.23;2.33;PP/0.52,TA/0.34,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
1259.86;42.3;2.47;PP/0.56,TA/0.38,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
1319.98;42.3;2.59;PP/0.59,TA/0.42,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
1379.97;42.33;2.71;PP/0.63,TA/0.46,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
1439.97;42.34;2.85;PP/0.66,TA/0.49,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
1499.96;42.38;2.97;PP/0.69,TA/0.53,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
1559.9;42.38;3.1;PP/0.73,TA/0.57,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
1619.94;42.44;3.22;PP/0.75,TA/0.61,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
1679.92;42.44;3.34;PP/0.78,TA/0.65,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
1739.92;42.44;3.45;PP/0.81,TA/0.68,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
1799.98;42.44;3.57;PP/0.85,TA/0.72,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
1859.96;42.5;3.69;PP/0.88,TA/0.75,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
1919.87;42.53;3.81;PP/0.91,TA/0.79,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
1979.97;42.55;3.93;PP/0.94,TA/0.83,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
2039.97;42.55;4.06;PP/0.97,TA/0.86,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
2099.68;42.55;4.17;PP/0.99,TA/0.9,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
2159.99;42.55;4.29;PP/1.04,TA/0.94,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
2219.97;42.56;4.41;PP/1.06,TA/0.98,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
2279.85;41.16;4.52;PP/1.09,TA/1.01,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
2340;42.49;4.63;PP/1.12,TA/1.05,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
2399.97;42.67;4.74;PP/1.17,TA/1.07,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
2459.62;42.74;4.86;PP/1.2,TA/1.1,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
2519.96;42.81;4.95;PP/1.23,TA/1.13,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
2579.6;42.82;5.07;PP/1.27,TA/1.15,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
2639.91;42.86;5.18;PP/1.3,TA/1.19,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
2699.98;42.86;5.29;PP/1.33,TA/1.22,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
2759.94;42.92;5.4;PP/1.36,TA/1.26,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
2819.98;42.92;5.52;PP/1.4,TA/1.29,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
2879.67;42.93;5.64;PP/1.43,TA/1.32,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
2940;42.93;5.75;PP/1.46,TA/1.36,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
2999.77;42.95;5.85;PP/1.48,TA/1.39,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
3059.58;43.05;5.97;PP/1.51,TA/1.43,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
3119.87;43.05;6.08;PP/1.54,TA/1.46,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
3179.91;43.05;6.19;PP/1.57,TA/1.49,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
3239.81;43.05;6.3;PP/1.61,TA/1.53,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
3299.73;43.05;6.43;PP/1.65,TA/1.57,IS/0.02,PS/0,RB/0.01,OB/0.01,RP/0
