Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;12.50;0;0;0;0;0;0;0;0;7200;0
OutputStation0;55.50;3.50;168;0;89;20.7495789137067;214.345852974385;10.0799327292518;92.8577777777789;1.8876404494382;5548.46972724355;7200
OutputStation1;55.50;9.50;180;0;85;23.1658398572596;249.411253957396;11.1594444444436;82.9979638754655;2.11764705882353;5426.38674286683;7200
