#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;38.87;0.08;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.88;40.61;0.34;PP/0.05,TA/0.06,IS/0,PS/0,RB/0,OB/0.01,RP/0
120;40.71;0.4;PP/0.07,TA/0.06,IS/0,PS/0,RB/0,OB/0.02,RP/0
179.91;41.14;0.45;PP/0.07,TA/0.07,IS/0.01,PS/0,RB/0,OB/0.02,RP/0
239.99;41.27;0.49;PP/0.08,TA/0.07,IS/0.01,PS/0,RB/0,OB/0.02,RP/0
299.99;40.93;0.55;PP/0.08,TA/0.09,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
359.99;41.02;0.59;PP/0.09,TA/0.09,IS/0.02,PS/0,RB/0.01,OB/0.02,RP/0
419.64;41.02;0.62;PP/0.09,TA/0.09,IS/0.03,PS/0,RB/0.01,OB/0.02,RP/0
479.69;41.02;0.65;PP/0.1,TA/0.1,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
539.73;41.25;0.69;PP/0.11,TA/0.1,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
599.84;41.25;0.73;PP/0.12,TA/0.11,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
660;41.19;0.76;PP/0.12,TA/0.11,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
719.82;41.19;0.79;PP/0.13,TA/0.11,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
779.85;41.23;0.84;PP/0.14,TA/0.12,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
839.85;41.28;0.88;PP/0.14,TA/0.13,IS/0.06,PS/0,RB/0.01,OB/0.02,RP/0
899.94;41.28;0.93;PP/0.15,TA/0.14,IS/0.06,PS/0,RB/0.01,OB/0.02,RP/0
959.61;41.7;0.99;PP/0.17,TA/0.15,IS/0.06,PS/0,RB/0.01,OB/0.02,RP/0
1019.62;41.43;1.04;PP/0.18,TA/0.16,IS/0.07,PS/0,RB/0.01,OB/0.02,RP/0
1079.81;41.43;1.07;PP/0.18,TA/0.16,IS/0.07,PS/0,RB/0.01,OB/0.02,RP/0
1139.9;41.43;1.1;PP/0.19,TA/0.16,IS/0.08,PS/0,RB/0.01,OB/0.02,RP/0
1199.68;41.43;1.12;PP/0.19,TA/0.16,IS/0.08,PS/0,RB/0.01,OB/0.02,RP/0
1259.62;41.6;1.14;PP/0.19,TA/0.16,IS/0.08,PS/0,RB/0.01,OB/0.02,RP/0
1319.86;41.81;1.19;PP/0.2,TA/0.17,IS/0.09,PS/0,RB/0.01,OB/0.02,RP/0
