#TimeStamp;Bot;Pod;OutputStation
51.09;1;256;1
51.41;5;176;0
66.73;13;166;1
74.74;15;41;0
76.86;0;280;2
77.3;5;176;1
84.8;1;256;0
86.7;0;280;2
87.32;5;176;1
94.71;4;120;0
96.87;0;280;2
97.17;3;320;1
104.65;7;331;0
106.89;13;166;2
107.37;15;41;1
114.82;7;331;0
116.82;10;187;2
117.47;16;317;1
124.74;2;119;0
126.91;14;211;2
127.49;0;280;1
134.86;2;119;0
136.75;14;211;2
140.17;7;331;1
144.81;8;223;0
146.85;6;215;2
154.94;9;55;0
156.9;5;176;2
164.96;9;55;0
166.86;5;176;2
168.66;8;223;1
174.91;11;285;0
176.94;12;145;2
185.03;10;187;0
186.84;1;256;2
191.42;5;176;1
195.07;10;187;0
197.03;3;320;2
201.4;5;176;1
205.12;6;215;0
206.92;4;120;2
211.46;11;285;1
215.17;8;223;0
217.07;15;41;2
221.14;1;256;1
225.28;8;223;0
227.08;15;41;2
231.49;1;256;1
235.25;12;145;0
237.09;17;259;2
241.18;16;50;1
245.32;12;145;0
247.17;0;280;2
251.53;4;120;1
255.3;13;264;0
257.21;7;331;2
261.73;15;41;1
265.4;13;264;0
267.23;2;119;2
271.9;17;259;1
275.64;3;320;0
277.28;2;119;2
282.06;12;145;1
285.61;3;320;0
287.06;9;55;2
295.56;11;285;0
297.32;10;187;2
305.05;2;119;1
305.57;1;256;0
307.28;5;176;2
315.73;16;50;0
317.33;6;215;2
320.55;11;285;1
325.68;0;280;0
327.35;14;246;2
330.44;11;285;1
335.55;0;280;0
337.42;8;223;2
340.55;10;187;1
345.64;17;259;0
347.51;4;120;2
350.55;10;187;1
355.78;9;55;0
357.5;12;145;2
360.57;16;50;1
366.07;9;55;0
367.45;12;145;2
370.6;16;50;1
375.99;5;176;0
377.37;3;320;2
380.6;16;50;1
386.05;5;176;0
387.55;13;161;2
390.61;14;246;1
395.96;15;316;0
397.59;13;161;2
400.68;8;223;1
406.12;6;215;0
407.43;13;161;2
410.79;0;280;1
416.24;6;215;0
417.61;10;187;2
420.67;7;99;1
426.44;6;215;0
427.26;17;259;2
430.96;9;55;1
436.58;4;120;0
437.52;16;50;2
440.98;12;145;1
446.67;14;246;0
447.62;16;50;2
451.02;3;320;1
456.4;8;223;0
457.59;11;211;2
461.06;5;176;1
466.56;0;280;0
467.6;11;211;2
471.29;1;126;1
476.68;13;161;0
477.57;2;109;2
481.34;6;215;1
486.77;10;187;0
487.67;2;109;2
491.24;6;215;1
496.89;10;187;0
497.37;15;316;2
501.36;6;215;1
506.94;9;55;0
507.61;15;316;2
511.4;16;50;1
516.98;17;259;0
517.65;7;99;2
521.23;14;246;1
527.04;11;211;0
527.72;7;99;2
531.46;8;223;1
537.76;12;145;2
541.5;2;109;1
547.77;3;320;2
551.54;2;109;1
557.8;4;120;2
559.35;16;50;0
561.19;2;109;1
567.85;4;120;2
569.61;16;50;0
571.25;2;109;1
577.94;5;176;2
579.61;15;316;0
581.45;2;109;1
588.03;1;126;2
589.71;12;145;0
591.32;17;259;1
598.25;0;280;2
599.87;3;320;0
601.34;7;99;1
608.09;0;280;2
611.59;10;187;1
616.18;17;259;0
618.26;13;161;2
621.6;4;120;1
626.2;17;259;0
628.31;13;161;2
631.68;16;50;1
636.23;17;259;0
638.28;6;215;2
641.46;15;316;1
646.25;17;259;0
648.42;9;55;2
651.71;5;176;1
656.27;1;126;0
658.52;11;211;2
666.31;7;99;0
668.53;8;223;2
676.29;0;280;0
678.58;2;109;2
686.35;4;120;0
688.61;12;145;2
696.41;16;50;0
698.64;10;187;2
706.46;13;161;0
708.7;3;320;2
718.79;14;136;2
