#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;0;3;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0
59.94;0;0;0;3;0/59.94;0/51.55,1/51.13,2/59.94;0/0;0/59.94,1/59.94,2/59.94;0/0;0/2,1/7,2/6;0/0;0/10,1/11,2/12;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/1,1/1,2/0
119.98;0;11;0;3;0/119.98;0/65.26,1/58.25,2/77.31;0/0;0/119.98,1/119.98,2/119.98;0/0;0/7,1/13,2/5;0/0;0/11,1/15,2/14;0/0;0/0,1/0,2/0;0/0;0/4,1/5,2/2;0/0;0/6,1/7,2/5
179.99;0;22;0;3;0/179.99;0/66.12,1/81.5,2/77.85;0/0;0/179.99,1/179.99,2/179.99;0/0;0/13,1/16,2/2;0/0;0/17,1/19,2/12;0/0;0/0,1/0,2/0;0/0;0/8,1/8,2/6;0/0;0/12,1/10,2/11
240;0;35;0;3;0/240;0/66.69,1/93.65,2/78.69;0/0;0/240,1/240,2/240;0/0;0/26,1/22,2/15;0/0;0/31,1/25,2/24;0/0;0/0,1/0,2/0;0/0;0/12,1/12,2/11;0/0;0/18,1/15,2/17
299.96;0;47;0;3;0/299.96;0/67.52,1/103.08,2/79.72;0/0;0/299.96,1/299.96,2/299.96;0/0;0/22,1/24,2/20;0/0;0/28,1/27,2/27;0/0;0/0,1/0,2/0;0/0;0/15,1/16,2/16;0/0;0/24,1/20,2/23
359.86;0;62;0;3;0/359.86;0/68.59,1/113.97,2/80.2;0/0;0/359.86,1/359.86,2/359.86;0/0;0/21,1/21,2/18;0/0;0/26,1/26,2/24;0/0;0/0,1/0,2/0;0/0;0/20,1/20,2/22;0/0;0/30,1/25,2/29
419.65;0;72;0;3;0/419.65;0/69.73,1/114.6,2/81.08;0/0;0/419.65,1/419.65,2/419.65;0/0;0/20,1/18,2/25;0/0;0/26,1/24,2/30;0/0;0/0,1/0,2/0;0/0;0/23,1/24,2/25;0/0;0/36,1/31,2/35
479.97;0;87;0;3;0/479.97;0/70.51,1/115.81,2/81.88;0/0;0/479.97,1/479.97,2/479.97;0/0;0/16,1/14,2/15;0/0;0/20,1/18,2/24;0/0;0/0,1/0,2/0;0/0;0/28,1/30,2/29;0/0;0/42,1/37,2/41
539.96;0;97;0;3;0/539.96;0/74.12,1/116.48,2/82.64;0/0;0/539.96,1/539.96,2/539.96;0/0;0/13,1/8,2/8;0/0;0/15,1/12,2/18;0/0;0/0,1/0,2/0;0/0;0/32,1/33,2/32;0/0;0/47,1/43,2/47
599.96;0;109;0;3;0/599.96;0/94.36,1/118.13,2/83.3;0/0;0/599.96,1/599.96,2/599.96;0/0;0/8,1/0,2/4;0/0;0/10,1/6,2/12;0/0;0/0,1/0,2/0;0/0;0/36,1/36,2/37;0/0;0/52,1/49,2/53
659.86;0;120;0;3;0/659.86;0/101.15,1/118.95,2/84.07;0/0;0/659.86,1/659.86,2/659.86;0/0;0/0,1/0,2/0;0/0;0/5,1/0,2/6;0/0;0/0,1/0,2/0;0/0;0/38,1/41,2/41;0/0;0/57,1/55,2/59
719.87;0;131;0;3;0/719.87;0/105.91,1/177.21,2/84.69;0/0;0/719.87,1/719.87,2/719.87;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/43,1/41,2/47;0/0;0/62,1/55,2/65
779.66;0;131;0;3;0/779.66;0/165.7,1/237,2/135.37;0/0;0/779.66,1/779.66,2/779.66;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/43,1/41,2/47;0/0;0/62,1/55,2/65
839.67;0;131;0;3;0/839.67;0/225.71,1/297.01,2/195.38;0/0;0/839.67,1/839.67,2/839.67;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/43,1/41,2/47;0/0;0/62,1/55,2/65
899.64;0;131;0;3;0/899.64;0/285.69,1/356.99,2/255.35;0/0;0/899.64,1/899.64,2/899.64;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/43,1/41,2/47;0/0;0/62,1/55,2/65
959.69;0;131;0;3;0/959.69;0/345.73,1/417.03,2/315.4;0/0;0/959.69,1/959.69,2/959.69;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/43,1/41,2/47;0/0;0/62,1/55,2/65
1019.69;0;131;0;3;0/1019.69;0/405.73,1/477.03,2/375.4;0/0;0/1019.69,1/1019.69,2/1019.69;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/43,1/41,2/47;0/0;0/62,1/55,2/65
1079.64;0;131;0;3;0/1079.64;0/465.69,1/536.99,2/435.35;0/0;0/1079.64,1/1079.64,2/1079.64;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/43,1/41,2/47;0/0;0/62,1/55,2/65
1139.69;0;131;0;3;0/1139.69;0/525.73,1/597.03,2/495.4;0/0;0/1139.69,1/1139.69,2/1139.69;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/43,1/41,2/47;0/0;0/62,1/55,2/65
1199.69;0;131;0;3;0/1199.69;0/585.73,1/657.03,2/555.4;0/0;0/1199.69,1/1199.69,2/1199.69;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/43,1/41,2/47;0/0;0/62,1/55,2/65
1259.69;0;131;0;3;0/1259.69;0/645.73,1/717.03,2/615.4;0/0;0/1259.69,1/1259.69,2/1259.69;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/43,1/41,2/47;0/0;0/62,1/55,2/65
1319.69;0;131;0;3;0/1319.69;0/705.73,1/777.03,2/675.4;0/0;0/1319.69,1/1319.69,2/1319.69;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/43,1/41,2/47;0/0;0/62,1/55,2/65
1379.69;0;131;0;3;0/1379.69;0/765.73,1/837.03,2/735.4;0/0;0/1379.69,1/1379.69,2/1379.69;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/43,1/41,2/47;0/0;0/62,1/55,2/65
1439.69;0;131;0;3;0/1439.69;0/825.73,1/897.03,2/795.4;0/0;0/1439.69,1/1439.69,2/1439.69;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/0,1/0,2/0;0/0;0/43,1/41,2/47;0/0;0/62,1/55,2/65
