#TimeStamp;TripTime;Type
44;19;O
44;29;O
60;26;O
68;32;O
70;31;O
70;16;O
74;20;O
75;40;O
83;54;O
85;16;O
88;58;O
90;42;O
91;55;O
92;54;O
94;16;O
94;23;O
95;50;O
99;47;O
102;49;O
103;29;O
107;16;O
111;67;O
115;15;O
118;30;O
123;23;O
129;31;O
133;15;O
134;23;O
138;50;O
148;17;O
153;33;O
160;17;O
163;15;O
166;28;O
178;28;O
185;15;O
191;19;O
194;16;O
201;21;O
201;24;O
204;36;O
205;15;O
216;32;O
219;21;O
225;25;O
228;24;O
230;20;O
230;16;O
235;27;O
243;45;O
246;16;O
249;21;O
257;17;O
260;16;O
261;26;O
263;14;O
269;19;O
275;20;O
296;20;O
300;19;O
305;20;O
308;18;O
314;25;O
315;16;O
318;18;O
331;21;O
334;16;O
338;26;O
342;24;O
345;25;O
348;17;O
356;17;O
356;16;O
365;27;O
372;18;O
372;22;O
377;28;O
386;17;O
391;20;O
396;16;O
399;15;O
405;16;O
410;31;O
413;19;O
420;49;O
420;16;O
424;40;O
425;26;O
431;17;O
432;21;O
440;16;O
443;23;O
452;18;O
461;31;O
461;17;O
469;18;O
473;19;O
475;45;O
478;38;O
480;31;O
483;18;O
492;18;O
498;28;O
499;29;O
503;43;O
504;24;O
521;16;O
533;43;O
533;23;O
539;19;O
548;48;O
549;19;O
552;22;O
554;39;O
558;48;O
566;25;O
568;34;O
574;23;O
590;17;O
591;20;O
601;17;O
602;19;O
605;24;O
611;16;O
615;22;O
617;26;O
621;17;O
632;17;O
632;21;O
635;32;O
637;21;O
642;17;O
649;14;O
678;47;O
