#TimeStamp;TripTime;Type
58;23;O
77;28;O
80;39;O
90;39;O
93;15;O
103;17;O
107;46;O
110;62;O
119;17;O
121;21;O
130;19;O
132;15;O
136;16;O
148;17;O
159;18;O
164;13;O
195;15;O
217;17;O
220;17;O
234;14;O
248;23;O
256;16;O
260;17;O
296;20;O
296;15;O
305;14;O
315;14;O
335;14;O
339;15;O
349;15;O
349;18;O
358;14;O
385;14;O
389;15;O
398;18;O
408;14;O
429;15;O
433;18;O
439;15;O
453;15;O
460;49;O
462;14;O
467;23;O
511;19;O
514;16;O
520;18;O
537;19;O
541;18;O
544;15;O
553;14;O
570;14;O
573;15;O
585;19;O
604;18;O
624;15;O
635;15;O
643;17;O
653;14;O
671;15;O
685;18;O
713;16;O
715;37;O
735;15;O
765;34;O
768;14;O
807;25;O
812;48;O
817;21;O
856;15;O
866;14;O
876;14;O
880;15;O
891;19;O
899;17;O
920;14;O
934;18;O
937;14;O
950;18;O
952;16;O
963;16;O
979;39;O
1005;14;O
1049;15;O
1064;27;O
1070;13;O
1072;24;O
1088;15;O
1105;14;O
1110;31;O
1126;15;O
1130;17;O
1131;55;O
1146;15;O
1149;15;O
1157;32;O
1174;18;O
1176;15;O
1189;18;O
1197;16;O
1206;15;O
1207;31;O
1208;21;O
1231;30;O
1234;15;O
1243;16;O
1244;15;O
1259;19;O
1262;14;O
1266;16;O
1276;19;O
1284;16;O
1296;16;O
1305;27;O
1333;29;O
1335;14;O
1347;16;O
1359;18;O
1360;15;O
1372;21;O
1382;15;O
1391;14;O
1393;35;O
1406;15;O
1415;14;O
1426;15;O
1435;19;O
1445;19;O
1454;17;O
1463;32;O
1476;18;O
1498;15;O
1498;36;O
1511;16;O
1521;14;O
1535;20;O
1539;18;O
1544;18;O
1550;26;O
1558;14;O
1560;14;O
1602;15;O
1605;26;O
1622;16;O
1635;19;O
1638;16;O
1662;30;O
1662;51;O
1702;14;O
1736;18;O
1736;29;O
1739;27;O
1742;41;O
1747;18;O
1751;13;O
1762;13;O
1790;14;O
1812;15;O
1814;15;O
1823;16;O
1832;15;O
1836;15;O
1845;44;O
1849;16;O
1854;27;O
1859;15;O
1869;38;O
1869;16;O
1880;15;O
1901;17;O
1902;27;O
1914;20;O
1914;29;O
1960;15;O
1988;18;O
1989;14;O
1997;57;O
2013;18;O
2016;15;O
2046;16;O
2055;14;O
2077;27;O
2111;15;O
2122;17;O
2140;14;O
2154;18;O
2162;16;O
2164;15;O
2184;14;O
2195;15;O
2197;49;O
2201;28;O
2215;15;O
2228;15;O
2245;14;O
2248;14;O
2266;26;O
2291;14;O
2298;18;O
2308;14;O
2336;17;O
2339;16;O
2344;31;O
2360;15;O
2363;14;O
2370;45;O
2375;15;O
2384;14;O
2392;58;O
2400;17;O
2407;28;O
2427;14;O
2436;35;O
2452;15;O
2476;65;O
2477;14;O
2488;15;O
2508;14;O
2532;35;O
2539;15;O
2551;17;O
2553;14;O
2563;14;O
2577;18;O
2585;16;O
2593;29;O
2600;21;O
2609;14;O
2627;26;O
2632;17;O
2633;15;O
2645;20;O
2652;17;O
2666;15;O
2676;15;O
2691;16;O
2698;51;O
2716;24;O
2720;19;O
2722;16;O
2725;29;O
2739;15;O
2758;47;O
2759;27;O
2768;16;O
2787;15;O
2803;15;O
2813;36;O
2817;19;O
2826;18;O
2827;14;O
2848;34;O
2882;30;O
2888;15;O
2899;15;O
2919;15;O
2928;17;O
2929;29;O
2938;18;O
2939;34;O
2953;27;O
2965;15;O
2975;15;O
2982;25;O
2993;15;O
2996;28;O
2999;28;O
3007;16;O
3021;18;O
3032;14;O
3062;18;O
3067;13;O
3093;14;O
3115;13;O
3133;14;O
3175;13;O
3194;14;O
3215;14;O
3236;16;O
3245;14;O
3256;15;O
3261;20;O
3280;16;O
