#TimeStamp;TripTime;Type
31;8;O
46;27;O
48;33;O
52;37;O
54;37;O
59;45;O
536;14;O
604;28;O
723;16;O
829;14;O
955;15;O
1122;14;O
1487;14;O
1535;29;O
1558;14;O
1615;28;O
1619;14;O
1751;14;O
1793;15;O
1834;36;O
1835;27;O
1953;14;O
2014;15;O
2095;15;O
2102;14;O
2135;15;O
2159;7;O
2167;16;O
2194;15;O
2204;78;O
2216;13;O
2291;14;O
2331;15;O
2339;20;O
2349;10;O
2417;17;O
2454;13;O
2615;15;O
2659;19;O
2696;13;O
3008;14;O
3061;15;O
3120;15;O
3130;15;O
3173;14;O
3193;14;O
3210;14;O
3213;27;O
3237;8;O
3247;8;O
3269;19;O
3275;18;O
3276;14;O
3284;14;O
3295;15;O
3315;15;O
3336;16;O
3382;7;O
3404;13;O
3442;14;O
3473;15;O
3480;8;O
3485;17;O
3503;14;O
3526;15;O
3538;22;O
3540;18;O
3543;21;O
3584;15;O
3614;15;O
3643;14;O
3693;34;O
3708;38;O
3904;14;O
4011;16;O
4157;14;O
4178;15;O
4188;14;O
4214;7;O
4240;16;O
4247;17;O
4256;18;O
4272;14;O
4302;34;O
4308;30;O
4309;14;O
4334;15;O
4339;29;O
4344;13;O
4363;11;O
4371;15;O
4382;24;O
4393;22;O
4558;28;O
4606;16;O
4619;28;O
4655;14;O
4704;29;O
4741;16;O
4977;14;O
5145;16;O
5189;14;O
5235;15;O
5313;16;O
5332;14;O
5358;16;O
5373;15;O
5419;16;O
5433;14;O
5447;15;O
5459;16;O
5481;12;O
5519;28;O
5524;23;O
5533;14;O
5550;30;O
5555;16;O
5579;26;O
5592;20;O
5597;16;O
5600;31;O
5695;14;O
5850;29;O
5939;16;O
6020;14;O
6076;16;O
6231;14;O
6404;15;O
6463;28;O
6607;15;O
6644;29;O
6706;14;O
6721;19;O
6738;15;O
6801;35;O
6804;28;O
6857;11;O
6869;28;O
6888;12;O
6890;16;O
6920;16;O
6934;18;O
6940;16;O
6952;18;O
6953;31;O
7276;13;O
7577;15;O
7650;14;O
7721;15;O
7732;16;O
7736;16;O
7748;17;O
7755;13;O
7821;14;O
7843;13;O
7983;14;O
8064;15;O
8154;15;O
8164;14;O
8209;28;O
8229;15;O
8279;15;O
8291;29;O
8302;28;O
8340;27;O
8346;22;O
8364;32;O
8404;17;O
8413;18;O
8425;14;O
8440;16;O
8465;15;O
8491;18;O
8493;34;O
8497;23;O
8512;32;O
8527;13;O
8547;14;O
8570;15;O
8576;32;O
8583;10;O
8584;26;O
8586;13;O
8607;10;O
8657;34;O
8675;30;O
8676;28;O
8698;31;O
8706;28;O
8718;41;O
8723;16;O
8730;35;O
8740;22;O
8783;16;O
8891;14;O
9120;16;O
9143;14;O
9184;15;O
9265;15;O
9329;14;O
9354;7;O
9377;26;O
9404;28;O
9412;16;O
9426;14;O
9438;15;O
9465;28;O
9493;11;O
9504;20;O
9516;21;O
9568;84;O
9578;21;O
9599;26;O
9600;40;O
9603;23;O
9673;13;O
9730;40;O
9743;32;O
9746;12;O
9759;28;O
9787;18;O
9804;15;O
9814;30;O
9885;15;O
9949;28;O
9957;16;O
10066;14;O
10087;14;O
10188;15;O
10219;15;O
10242;19;O
10267;13;O
10303;14;O
10333;15;O
10353;15;O
10384;13;O
10403;16;O
10410;14;O
10422;22;O
10427;22;O
10428;14;O
10461;19;O
10463;27;O
10477;40;O
10629;14;O
10665;16;O
10669;30;O
10742;10;O
10771;14;O
10831;28;O
10850;17;O
10892;15;O
10903;15;O
10913;15;O
10925;17;O
10962;13;O
11187;14;O
11261;21;O
11318;14;O
11328;14;O
11338;14;O
11414;29;O
11448;15;O
11485;18;O
11531;16;O
11534;26;O
11549;14;O
11560;15;O
11574;19;O
11614;15;O
11626;17;O
11668;28;O
11684;15;O
11689;28;O
11693;20;O
11726;13;O
11738;15;O
11743;23;O
11760;14;O
11784;29;O
11909;15;O
11971;15;O
12051;15;O
12215;18;O
12277;14;O
12295;17;O
12296;14;O
12356;24;O
12368;15;O
12397;14;O
12415;16;O
12419;26;O
12427;18;O
12434;15;O
12451;25;O
12460;14;O
12475;15;O
12510;14;O
12552;15;O
12575;27;O
12576;15;O
12616;15;O
12649;18;O
12713;16;O
12730;28;O
12763;14;O
12797;15;O
12810;18;O
12820;18;O
12831;19;O
12855;16;O
12858;18;O
12859;26;O
12877;13;O
12904;14;O
12926;13;O
12955;15;O
12964;14;O
13000;16;O
13003;9;O
13009;22;O
13025;14;O
13075;20;O
13096;15;O
13142;30;O
13261;14;O
13301;27;O
13342;14;O
13372;15;O
13413;16;O
13436;18;O
13452;15;O
13470;14;O
13494;27;O
13576;29;O
13594;17;O
13695;14;O
13770;18;O
13775;22;O
13778;36;O
13786;23;O
13817;29;O
13823;14;O
13824;38;O
13827;19;O
13834;12;O
13864;15;O
13903;28;O
13903;34;O
13920;16;O
13943;12;O
13960;12;O
13994;14;O
14006;16;O
14007;23;O
14040;18;O
14090;36;O
14120;20;O
14128;63;O
14247;14;O
14291;14;O
14306;11;O
14307;14;O
14360;25;O
14389;14;O
14409;32;O
14417;10;O
14425;18;O
14438;38;O
14441;12;O
14450;51;O
14503;14;O
14515;15;O
14552;28;O
14579;16;O
14969;14;O
15020;14;O
15059;29;O
15060;15;O
15069;13;O
15095;16;O
15253;22;O
15344;11;O
15404;14;O
15460;19;O
15475;27;O
15489;19;O
15492;13;O
15518;10;O
15526;15;O
15536;15;O
15549;15;O
15558;15;O
15606;18;O
15606;29;O
15609;33;O
15612;19;O
15717;15;O
15748;15;O
15788;15;O
15862;18;O
15918;13;O
15966;14;O
16038;13;O
16127;14;O
16189;15;O
16198;15;O
16218;14;O
16241;15;O
16251;15;O
16261;15;O
16263;18;O
16303;19;O
16310;15;O
16314;21;O
16335;30;O
16399;34;O
16401;18;O
16420;23;O
16457;16;O
16465;15;O
16492;19;O
16535;28;O
16549;43;O
16558;14;O
16570;15;O
16599;15;O
16638;24;O
16653;14;O
16737;27;O
16807;16;O
16922;14;O
16971;23;O
17007;38;O
17056;73;O
17056;22;O
17114;14;O
17140;15;O
17166;14;O
17216;15;O
17222;28;O
17236;23;O
17239;20;O
17240;18;O
17270;22;O
17283;18;O
17291;21;O
17325;15;O
17392;15;O
17483;15;O
17566;29;O
17584;17;O
17606;14;O
17649;24;O
17669;14;O
17676;23;O
17707;27;O
17732;27;O
17748;20;O
17848;14;O
17874;16;O
17889;14;O
17927;23;O
17949;13;O
17956;20;O
18019;21;O
18023;19;O
18024;28;O
18045;19;O
18096;24;O
18112;22;O
18132;22;O
18181;15;O
18384;14;O
18516;15;O
18553;28;O
18571;16;O
18606;14;O
18653;16;O
18738;14;O
18812;21;O
18818;30;O
18865;20;O
18899;14;O
18960;14;O
18962;16;O
18970;15;O
18983;17;O
18997;27;O
19006;15;O
19034;11;O
19040;14;O
19055;22;O
19059;25;O
19063;19;O
19069;20;O
19075;20;O
19079;15;O
19097;16;O
19525;14;O
19594;23;O
19611;14;O
19848;14;O
19903;22;O
19914;16;O
19979;14;O
20025;16;O
20161;14;O
20239;27;O
20264;16;O
20384;14;O
20410;16;O
20463;18;O
20495;14;O
