#TimeStamp;TripTime;Type
47;20;O
60;36;O
62;32;O
68;27;O
77;47;O
85;18;O
89;43;O
89;43;O
95;42;O
104;22;O
105;47;O
110;18;O
116;33;O
118;17;O
122;35;O
127;18;O
137;15;O
137;97;O
139;68;O
145;16;O
147;15;O
170;28;O
178;16;O
187;15;O
208;16;O
217;16;O
227;17;O
235;16;O
238;16;O
249;17;O
261;45;O
269;17;O
277;17;O
279;17;O
289;19;O
290;17;O
304;17;O
335;37;O
348;43;O
348;18;O
353;24;O
359;78;O
363;18;O
371;21;O
376;17;O
376;35;O
388;17;O
388;18;O
398;17;O
400;40;O
418;16;O
426;16;O
428;16;O
448;16;O
468;16;O
474;14;O
500;15;O
511;30;O
536;16;O
546;14;O
572;17;O
595;13;O
609;18;O
632;24;O
638;17;O
643;17;O
653;21;O
657;15;O
665;13;O
680;15;O
690;15;O
710;18;O
721;16;O
731;16;O
749;16;O
751;16;O
759;17;O
772;20;O
780;18;O
785;13;O
787;21;O
797;14;O
808;16;O
831;36;O
839;40;O
846;13;O
851;46;O
882;16;O
891;17;O
894;18;O
901;17;O
912;15;O
918;14;O
931;17;O
940;16;O
944;27;O
959;15;O
985;20;O
986;29;O
991;17;O
992;46;O
1000;16;O
