Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;12.50;0;0;0;0;0;0;0;0;7200;0
OutputStation0;55.50;3.50;87;0;53;17.9244967686894;107.035470574071;10.0444444444444;62.0010173196981;1.64150943396226;6343.93975527115;7200
OutputStation1;55.50;9.50;95;0;47;22.12025302852;171.950088250044;10.0444444444445;52.9099999999999;2.02127659574468;6262.80884057055;7200
