#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;38.96;0.08;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.02,RP/0
59.64;40.52;0.34;PP/0.06,TA/0.03,IS/0,PS/0,RB/0,OB/0.03,RP/0
119.59;40.53;0.48;PP/0.06,TA/0.12,IS/0.02,PS/0,RB/0.02,OB/0.03,RP/0
179.59;40.54;0.61;PP/0.06,TA/0.2,IS/0.02,PS/0,RB/0.02,OB/0.03,RP/0
239.65;40.93;0.72;PP/0.06,TA/0.3,IS/0.02,PS/0,RB/0.02,OB/0.03,RP/0
299.7;40.93;0.86;PP/0.06,TA/0.41,IS/0.03,PS/0,RB/0.02,OB/0.03,RP/0
359.94;40.93;1;PP/0.06,TA/0.5,IS/0.05,PS/0,RB/0.02,OB/0.03,RP/0
419.76;40.93;1.11;PP/0.06,TA/0.61,IS/0.05,PS/0,RB/0.02,OB/0.03,RP/0
479.65;40.75;1.24;PP/0.06,TA/0.7,IS/0.05,PS/0,RB/0.02,OB/0.03,RP/0
539.62;40.76;1.36;PP/0.06,TA/0.8,IS/0.05,PS/0,RB/0.02,OB/0.03,RP/0
599.67;40.76;1.49;PP/0.06,TA/0.89,IS/0.05,PS/0,RB/0.02,OB/0.03,RP/0
659.84;40.74;1.61;PP/0.06,TA/1,IS/0.06,PS/0,RB/0.02,OB/0.03,RP/0
719.89;40.74;1.73;PP/0.06,TA/1.12,IS/0.06,PS/0,RB/0.02,OB/0.03,RP/0
779.89;40.75;1.84;PP/0.06,TA/1.21,IS/0.08,PS/0,RB/0.02,OB/0.03,RP/0
839.7;40.75;1.96;PP/0.06,TA/1.34,IS/0.08,PS/0,RB/0.02,OB/0.03,RP/0
899.89;40.84;2.07;PP/0.06,TA/1.43,IS/0.08,PS/0,RB/0.02,OB/0.05,RP/0
959.99;40.84;2.2;PP/0.06,TA/1.56,IS/0.08,PS/0,RB/0.02,OB/0.05,RP/0
1019.71;40.84;2.31;PP/0.06,TA/1.67,IS/0.08,PS/0,RB/0.02,OB/0.05,RP/0
1079.71;40.84;2.42;PP/0.08,TA/1.76,IS/0.08,PS/0,RB/0.02,OB/0.05,RP/0
1139.99;40.93;2.53;PP/0.08,TA/1.85,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
1199.99;40.93;2.62;PP/0.08,TA/1.92,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
1259.99;40.93;2.71;PP/0.08,TA/2.01,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
1319.78;40.93;2.79;PP/0.08,TA/2.07,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
1379.96;40.99;2.89;PP/0.08,TA/2.17,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
1439.96;40.99;3;PP/0.08,TA/2.28,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
1499.98;40.99;3.09;PP/0.08,TA/2.37,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
1559.98;40.99;3.2;PP/0.08,TA/2.43,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
1619.92;41.14;3.28;PP/0.08,TA/2.48,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
1679.67;41.15;3.39;PP/0.08,TA/2.53,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
1739.89;41.15;3.47;PP/0.08,TA/2.61,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
1799.97;41.22;3.53;PP/0.09,TA/2.64,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
1859.69;41.39;3.58;PP/0.11,TA/2.64,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
1919.7;41.39;3.59;PP/0.11,TA/2.64,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
1979.92;41.8;3.59;PP/0.11,TA/2.64,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
2039.99;41.97;3.61;PP/0.11,TA/2.65,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
2099.91;41.97;3.62;PP/0.11,TA/2.65,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
2159.71;41.25;3.64;PP/0.11,TA/2.67,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
2219.94;41.25;3.64;PP/0.11,TA/2.67,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
2279.75;41.26;3.65;PP/0.11,TA/2.67,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
2339.97;41.26;3.67;PP/0.11,TA/2.69,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
2399.73;41.28;3.69;PP/0.11,TA/2.7,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
2459.96;41.28;3.7;PP/0.11,TA/2.7,IS/0.09,PS/0,RB/0.02,OB/0.05,RP/0
