#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/12,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
60;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
120;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
180;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
240;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
299.84;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
359.88;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
419.65;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
479.78;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
539.83;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
599.83;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
659.88;9;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
719.95;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
779.82;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
839.91;9;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
899.69;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
959.71;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1019.71;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1079.71;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1139.76;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1199.8;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1259.8;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1319.85;9;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1379.99;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1439.88;9;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1499.82;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1559.82;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1619.97;10;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1679.93;9;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/12,Rest/0
1739.99;2;None/0,ParkPod/5,RepositionPod/0,Insert/0,Extract/7,Rest/0
1799.95;1;None/0,ParkPod/6,RepositionPod/0,Insert/0,Extract/4,Rest/2
1859.9;0;None/0,ParkPod/2,RepositionPod/0,Insert/0,Extract/0,Rest/10
1919.93;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/12
1979.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/12
2039.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/12
2099.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/12
2159.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/12
2219.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/12
2279.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/12
2339.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/12
2399.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/12
2459.69;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/12
