#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;1;18;0;0;0;0;0;0;0;0;0
599.63;1;18;0;0;0;0;0;0;0;0;0
1199.83;0.99;18;0;0;0;0;0;0;0;0;0
1799.94;0.99;18;0;0;0;0;0;0;0;0;0
2399.62;0.98;18;0;0;0;0;0;0;0;0;0
2999.69;0.97;18;0;0;0;0;0;0;0;0;0
3599.84;0.97;18;0;0;0;0;0;0;0;0;0
4199.83;0.96;18;0;0;0;0;0;0;0;0;0
4799.78;0.96;18;0;0;0;0;0;0;0;0;0
5399.71;0.95;18;0;0;0;0;0;0;0;0;0
5999.99;0.95;18;0;0;0;0;0;0;0;0;0
6599.63;0.95;18;0;0;0;0;0;0;0;0;0
7199.63;0.95;18;0;0;0;0;0;0;0;0;0
7799.63;0.95;18;0;0;0;0;0;0;0;0;0
8399.63;0.95;18;0;0;0;0;0;0;0;0;0
8999.63;0.95;18;0;0;0;0;0;0;0;0;0
9599.63;0.95;18;0;0;0;0;0;0;0;0;0
10199.63;0.95;18;0;0;0;0;0;0;0;0;0
10799.63;0.95;18;0;0;0;0;0;0;0;0;0
11399.63;0.95;18;0;0;0;0;0;0;0;0;0
11999.63;0.95;18;0;0;0;0;0;0;0;0;0
12599.63;0.95;18;0;0;0;0;0;0;0;0;0
13199.63;0.95;18;0;0;0;0;0;0;0;0;0
13799.63;0.95;18;0;0;0;0;0;0;0;0;0
14399.63;0.95;18;0;0;0;0;0;0;0;0;0
14999.63;0.95;18;0;0;0;0;0;0;0;0;0
15599.63;0.95;18;0;0;0;0;0;0;0;0;0
16199.63;0.95;18;0;0;0;0;0;0;0;0;0
16799.63;0.95;18;0;0;0;0;0;0;0;0;0
17399.63;0.95;18;0;0;0;0;0;0;0;0;0
17999.63;0.95;18;0;0;0;0;0;0;0;0;0
18599.63;0.95;18;0;0;0;0;0;0;0;0;0
19199.63;0.95;18;0;0;0;0;0;0;0;0;0
19799.63;0.95;18;0;0;0;0;0;0;0;0;0
20399.63;0.95;18;0;0;0;0;0;0;0;0;0
