#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;1;18;0;0;0;0;0;0;0;0;0
599.99;1;18;0;0;0;0;0;0;0;0;0
1199.94;0.99;18;0;0;0;0;0;0;0;0;0
1799.62;0.99;18;0;0;0;0;0;0;0;0;0
2399.6;0.99;18;0;0;0;0;0;0;0;0;0
2999.9;0.99;18;0;0;0;0;0;0;0;0;0
3599.84;0.98;18;0;0;0;0;0;0;0;0;0
4199.88;0.98;18;0;0;0;0;0;0;0;0;0
4799.71;0.98;18;0;0;0;0;0;0;0;0;0
5399.94;0.97;18;0;0;0;0;0;0;0;0;0
5999.98;0.97;18;0;0;0;0;0;0;0;0;0
6599.96;0.97;18;0;0;0;0;0;0;0;0;0
7199.9;0.96;18;0;0;0;0;0;0;0;0;0
7799.94;0.96;18;0;0;0;0;0;0;0;0;0
8399.99;0.96;18;0;0;0;0;0;0;0;0;0
8999.84;0.96;18;0;0;0;0;0;0;0;0;0
9599.7;0.95;18;0;0;0;0;0;0;0;0;0
10199.96;0.95;18;0;0;0;0;0;0;0;0;0
10799.69;0.95;18;0;0;0;0;0;0;0;0;0
11399.85;0.95;18;0;0;0;0;0;0;0;0;0
11999.73;0.95;18;0;0;0;0;0;0;0;0;0
12599.9;0.95;18;0;0;0;0;0;0;0;0;0
13199.97;0.95;18;0;0;0;0;0;0;0;0;0
13799.85;0.95;18;0;0;0;0;0;0;0;0;0
14399.91;0.95;18;0;0;0;0;0;0;0;0;0
14999.79;0.95;18;0;0;0;0;0;0;0;0;0
15599.96;0.95;18;0;0;0;0;0;0;0;0;0
16199.84;0.95;18;0;0;0;0;0;0;0;0;0
16799.58;0.95;18;0;0;0;0;0;0;0;0;0
17399.75;0.95;18;0;0;0;0;0;0;0;0;0
17999.63;0.95;18;0;0;0;0;0;0;0;0;0
18599.86;0.95;18;0;0;0;0;0;0;0;0;0
19199.84;0.95;18;0;0;0;0;0;0;0;0;0
19799.64;0.95;18;0;0;0;0;0;0;0;0;0
20399.94;0.95;18;0;0;0;0;0;0;0;0;0
20999.69;0.95;18;0;0;0;0;0;0;0;0;0
21599.85;0.95;18;0;0;0;0;0;0;0;0;0
22199.73;0.95;18;0;0;0;0;0;0;0;0;0
22799.9;0.95;18;0;0;0;0;0;0;0;0;0
23399.97;0.95;18;0;0;0;0;0;0;0;0;0
23999.85;0.95;18;0;0;0;0;0;0;0;0;0
24599.91;0.95;18;0;0;0;0;0;0;0;0;0
25199.79;0.95;18;0;0;0;0;0;0;0;0;0
25799.96;0.95;18;0;0;0;0;0;0;0;0;0
26399.84;0.95;18;0;0;0;0;0;0;0;0;0
26999.58;0.95;18;0;0;0;0;0;0;0;0;0
27599.75;0.95;18;0;0;0;0;0;0;0;0;0
28199.63;0.95;18;0;0;0;0;0;0;0;0;0
28799.86;0.95;18;0;0;0;0;0;0;0;0;0
29399.84;0.95;18;0;0;0;0;0;0;0;0;0
29999.64;0.95;18;0;0;0;0;0;0;0;0;0
