#TimeStamp;BotsQueueing;TaskBotCounts
0;0;None/6,ParkPod/0,RepositionPod/0,Insert/0,Extract/0,Rest/0
59.91;1;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
119.88;2;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
179.96;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
240;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
299.82;2;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
359.84;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
419.89;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
479.76;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
539.64;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
599.6;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
659.7;0;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
719.8;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
779.99;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
840;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
899.99;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
959.98;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1019.84;1;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1079.84;2;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1139.97;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1199.98;3;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1259.63;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1319.77;3;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1379.79;4;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1439.94;3;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1499.75;1;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1559.98;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1619.86;2;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1679.75;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1739.8;5;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1799.94;2;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
1859.64;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1919.99;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
1979.73;2;None/0,ParkPod/0,RepositionPod/0,Insert/0,Extract/6,Rest/0
2039.64;2;None/0,ParkPod/1,RepositionPod/0,Insert/0,Extract/5,Rest/0
