Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;6.50;0;0;0;0;0;0;0;0;30000;0
OutputStation0;45.50;3.50;817;0;421;20.9542692982818;190.989573936021;10.0444444444438;91.8250000000003;1.94061757719715;21981.1144110272;30000
OutputStation1;45.50;9.50;859;0;441;21.0489916495418;189.964080001304;10.0444444444438;92.7550000000037;1.94784580498866;21553.7998905424;30000
