#TimeStamp;InventoryLevel;ContainedSKUCount;InvCombinedTotal;InvCombinedRank;InvCombinedAvgRank;InvSpeedTotal;InvSpeedRank;InvSpeedAvgRank;InvUtilityTotal;InvUtilityRank;InvUtilityAvgRank
0;1;18;0;0;0;0;0;0;0;0;0
599.97;1;18;0;0;0;0;0;0;0;0;0
1199.8;0.99;18;0;0;0;0;0;0;0;0;0
1799.78;0.99;18;0;0;0;0;0;0;0;0;0
2399.9;0.99;18;0;0;0;0;0;0;0;0;0
2999.91;0.98;18;0;0;0;0;0;0;0;0;0
3600;0.98;18;0;0;0;0;0;0;0;0;0
4199.61;0.98;18;0;0;0;0;0;0;0;0;0
4800;0.97;18;0;0;0;0;0;0;0;0;0
5399.65;0.97;18;0;0;0;0;0;0;0;0;0
5999.9;0.97;18;0;0;0;0;0;0;0;0;0
6599.99;0.96;18;0;0;0;0;0;0;0;0;0
7199.78;0.96;18;0;0;0;0;0;0;0;0;0
7799.98;0.96;18;0;0;0;0;0;0;0;0;0
8399.85;0.95;18;0;0;0;0;0;0;0;0;0
8999.67;0.95;18;0;0;0;0;0;0;0;0;0
9599.83;0.95;18;0;0;0;0;0;0;0;0;0
10199.99;0.94;18;0;0;0;0;0;0;0;0;0
10799.85;0.94;18;0;0;0;0;0;0;0;0;0
11399.85;0.94;18;0;0;0;0;0;0;0;0;0
11999.77;0.93;18;0;0;0;0;0;0;0;0;0
12599.77;0.93;18;0;0;0;0;0;0;0;0;0
13199.62;0.93;18;0;0;0;0;0;0;0;0;0
13799.94;0.92;18;0;0;0;0;0;0;0;0;0
14399.99;0.92;18;0;0;0;0;0;0;0;0;0
14999.64;0.91;18;0;0;0;0;0;0;0;0;0
15599.99;0.91;18;0;0;0;0;0;0;0;0;0
16199.97;0.91;18;0;0;0;0;0;0;0;0;0
16799.97;0.9;18;0;0;0;0;0;0;0;0;0
17399.98;0.9;18;0;0;0;0;0;0;0;0;0
17999.76;0.9;18;0;0;0;0;0;0;0;0;0
18599.94;0.9;18;0;0;0;0;0;0;0;0;0
19199.81;0.9;18;0;0;0;0;0;0;0;0;0
19799.9;0.9;18;0;0;0;0;0;0;0;0;0
20400;0.9;18;0;0;0;0;0;0;0;0;0
20999.99;0.9;18;0;0;0;0;0;0;0;0;0
21599.8;0.9;18;0;0;0;0;0;0;0;0;0
22200;0.9;18;0;0;0;0;0;0;0;0;0
22799.98;0.9;18;0;0;0;0;0;0;0;0;0
23400;0.9;18;0;0;0;0;0;0;0;0;0
23999.74;0.9;18;0;0;0;0;0;0;0;0;0
24599.77;0.9;18;0;0;0;0;0;0;0;0;0
25199.99;0.9;18;0;0;0;0;0;0;0;0;0
25799.97;0.9;18;0;0;0;0;0;0;0;0;0
26399.76;0.9;18;0;0;0;0;0;0;0;0;0
26999.69;0.9;18;0;0;0;0;0;0;0;0;0
27600;0.9;18;0;0;0;0;0;0;0;0;0
28199.97;0.9;18;0;0;0;0;0;0;0;0;0
28799.86;0.9;18;0;0;0;0;0;0;0;0;0
29399.62;0.9;18;0;0;0;0;0;0;0;0;0
29999.99;0.9;18;0;0;0;0;0;0;0;0;0
