Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;12.50;0;0;0;0;0;0;0;0;2500;0
OutputStation0;55.50;3.50;10;0;9;10.9952201524973;1.1085326990248;10.0444444444444;12.4141630702059;1.11111111111111;2400.98854597434;2500
OutputStation1;55.50;9.50;6;0;5;10.313745378532;0.0875620610916989;10.0622222222223;10.7915728752537;1.2;2441.00489901566;2500
OutputStation2;55.50;15.50;4;0;3;11.3187908160869;0.659195521883463;10.3928615506462;11.9089826803017;1.33333333333333;2460.88989619004;2500
