#TimeStamp;MemoryUsage;RealTime;OverallControllerTimes
0;39.73;0.08;PP/0,TA/0,IS/0,PS/0,RB/0,OB/0.01,RP/0
59.95;42.14;0.47;PP/0.06,TA/0.1,IS/0,PS/0,RB/0,OB/0.02,RP/0
120;43.01;0.58;PP/0.1,TA/0.1,IS/0,PS/0,RB/0,OB/0.02,RP/0
179.82;43.47;0.66;PP/0.11,TA/0.11,IS/0.01,PS/0,RB/0,OB/0.02,RP/0
239.65;42.87;0.75;PP/0.14,TA/0.11,IS/0.01,PS/0,RB/0,OB/0.02,RP/0
299.64;43.3;0.91;PP/0.16,TA/0.17,IS/0.02,PS/0,RB/0,OB/0.02,RP/0
359.97;43.37;1.06;PP/0.19,TA/0.19,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
419.97;43.38;1.12;PP/0.2,TA/0.19,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
479.76;43.4;1.2;PP/0.22,TA/0.19,IS/0.04,PS/0,RB/0.01,OB/0.02,RP/0
539.72;43.79;1.29;PP/0.24,TA/0.19,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
599.87;44.27;1.39;PP/0.28,TA/0.2,IS/0.05,PS/0,RB/0.01,OB/0.02,RP/0
659.97;44.1;1.5;PP/0.29,TA/0.24,IS/0.06,PS/0,RB/0.01,OB/0.02,RP/0
719.7;44.28;1.62;PP/0.31,TA/0.27,IS/0.07,PS/0,RB/0.01,OB/0.02,RP/0
779.62;44.57;1.76;PP/0.33,TA/0.31,IS/0.07,PS/0,RB/0.01,OB/0.02,RP/0
839.95;45.59;1.9;PP/0.4,TA/0.31,IS/0.08,PS/0,RB/0.01,OB/0.02,RP/0
899.88;44.02;1.99;PP/0.43,TA/0.31,IS/0.08,PS/0,RB/0.01,OB/0.02,RP/0
959.77;44.22;2.08;PP/0.44,TA/0.33,IS/0.09,PS/0,RB/0.01,OB/0.02,RP/0
1019.97;44.24;2.19;PP/0.46,TA/0.35,IS/0.09,PS/0,RB/0.01,OB/0.02,RP/0
1079.87;44;2.28;PP/0.48,TA/0.35,IS/0.1,PS/0,RB/0.01,OB/0.02,RP/0
1139.95;44.07;2.4;PP/0.51,TA/0.37,IS/0.1,PS/0,RB/0.01,OB/0.02,RP/0
1199.96;44.29;2.5;PP/0.54,TA/0.37,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
1259.83;44.3;2.61;PP/0.57,TA/0.38,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
1319.97;44.2;2.8;PP/0.58,TA/0.52,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
1379.84;44.48;3.06;PP/0.58,TA/0.76,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
1439.84;43.98;3.32;PP/0.58,TA/1.01,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
1499.84;44.25;3.57;PP/0.58,TA/1.26,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
1559.84;44.52;3.84;PP/0.58,TA/1.51,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
1619.84;44.83;4.09;PP/0.58,TA/1.75,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
1679.84;45.1;4.34;PP/0.58,TA/1.99,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
1739.84;45.32;4.6;PP/0.58,TA/2.24,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
1799.84;44.08;4.87;PP/0.58,TA/2.5,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
1859.84;44.11;5.13;PP/0.58,TA/2.75,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
1919.84;44.38;5.38;PP/0.58,TA/2.99,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
1979.84;44.65;5.64;PP/0.58,TA/3.23,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2039.84;44.92;5.9;PP/0.58,TA/3.48,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2099.84;45.18;6.16;PP/0.58,TA/3.73,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2159.84;45.39;6.41;PP/0.58,TA/3.97,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2219.84;44.11;6.67;PP/0.58,TA/4.22,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2279.84;44.11;6.93;PP/0.58,TA/4.47,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2339.84;44.12;7.19;PP/0.58,TA/4.71,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2399.84;44.1;7.44;PP/0.58,TA/4.96,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2459.84;44.21;7.71;PP/0.58,TA/5.21,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2519.84;44.48;7.96;PP/0.58,TA/5.45,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2579.84;44.19;8.22;PP/0.58,TA/5.71,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2639.84;44.08;8.48;PP/0.58,TA/5.96,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2699.84;44.35;8.74;PP/0.58,TA/6.2,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2759.84;44.17;8.99;PP/0.58,TA/6.45,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2819.84;44.42;9.25;PP/0.58,TA/6.69,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2879.84;44.25;9.5;PP/0.58,TA/6.94,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2939.84;44.52;9.75;PP/0.58,TA/7.18,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
2999.84;44.31;10.01;PP/0.58,TA/7.43,IS/0.11,PS/0,RB/0.01,OB/0.02,RP/0
