Ident;X;Y;Transfers;InjectedTransfers;PodsHandled;PodHandlingTimeAvg;PodHandlingTimeVar;PodHandlingTimeMin;PodHandlingTimeMax;PileOn;IdleTime;UpTime
InputStation0;0.50;6.50;0;0;0;0;0;0;0;0;600;0
OutputStation0;45.50;3.50;14;0;13;10.532371518221;0.579652951528447;10.0444444444444;12.4083333333333;1.07692307692308;462.334721432392;600
OutputStation1;45.50;9.50;6;0;5;10.2397777777778;0.00504001801653385;10.1577777777778;10.3316666666666;1.2;540.975093791413;600
