#TimeStamp;PodsHandledAtIStations;PodsHandledAtOStations;ActiveIStations;ActiveOStations;IStationIdleTimes;OStationIdleTimes;IStationActiveTimes;OStationActiveTimes;IStationRequests;OStationRequests;IStationBundleBacklog;OStationItemBacklog;IStationAssignedBots;OStationAssignedBots;IStationPodsHandled;OStationPodsHandled;IStationBundlesStored;OStationItemsPicked
0;0;0;0;2;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/0
59.96;0;0;0;2;0/59.96;0/59.96,1/56.53;0/0;0/59.96,1/59.96;0/0;0/35,1/34;0/0;0/40,1/41;0/0;0/0,1/0;0/0;0/0,1/0;0/0;0/0,1/1
119.84;0;2;0;2;0/119.84;0/66.74,1/57.23;0/0;0/119.84,1/119.84;0/0;0/31,1/26;0/0;0/34,1/35;0/0;0/0,1/0;0/0;0/2,1/0;0/0;0/6,1/7
179.69;0;8;0;2;0/179.69;0/67.53,1/58.65;0/0;0/179.69,1/179.69;0/0;0/32,1/23;0/0;0/35,1/32;0/0;0/0,1/0;0/0;0/5,1/3;0/0;0/12,1/13
239.94;0;17;0;2;0/239.94;0/68.58,1/59.78;0/0;0/239.94,1/239.94;0/0;0/32,1/26;0/0;0/34,1/35;0/0;0/0,1/0;0/0;0/10,1/7;0/0;0/18,1/19
299.99;0;21;0;2;0/299.99;0/69.45,1/60.91;0/0;0/299.99,1/299.99;0/0;0/27,1/29;0/0;0/30,1/36;0/0;0/0,1/0;0/0;0/11,1/10;0/0;0/24,1/25
360;0;25;0;2;0/360;0/71.46,1/62.11;0/0;0/360,1/360;0/0;0/39,1/24;0/0;0/39,1/33;0/0;0/0,1/0;0/0;0/14,1/11;0/0;0/30,1/31
419.95;0;31;0;2;0/419.95;0/108.09,1/63.28;0/0;0/419.95,1/419.95;0/0;0/38,1/23;0/0;0/40,1/32;0/0;0/0,1/0;0/0;0/16,1/15;0/0;0/32,1/37
479.77;0;37;0;2;0/479.77;0/126.29,1/64.55;0/0;0/479.77,1/479.77;0/0;0/31,1/29;0/0;0/36,1/35;0/0;0/0,1/0;0/0;0/18,1/19;0/0;0/36,1/43
539.96;0;45;0;2;0/539.96;0/127.17,1/65.75;0/0;0/539.96,1/539.96;0/0;0/31,1/29;0/0;0/35,1/35;0/0;0/0,1/0;0/0;0/22,1/23;0/0;0/42,1/49
599.65;0;53;0;2;0/599.65;0/128.36,1/67.26;0/0;0/599.65,1/599.65;0/0;0/29,1/27;0/0;0/33,1/34;0/0;0/0,1/0;0/0;0/26,1/27;0/0;0/48,1/55
659.9;0;59;0;2;0/659.9;0/130.52,1/68.85;0/0;0/659.9,1/659.9;0/0;0/28,1/28;0/0;0/36,1/31;0/0;0/0,1/0;0/0;0/27,1/32;0/0;0/54,1/61
719.95;0;65;0;2;0/719.95;0/132.21,1/69.71;0/0;0/719.95,1/719.95;0/0;0/31,1/27;0/0;0/36,1/31;0/0;0/0,1/0;0/0;0/31,1/34;0/0;0/60,1/67
779.98;0;70;0;2;0/779.98;0/133.1,1/70.71;0/0;0/779.98,1/779.98;0/0;0/23,1/27;0/0;0/30,1/31;0/0;0/0,1/0;0/0;0/33,1/37;0/0;0/66,1/73
839.97;0;74;0;2;0/839.97;0/135.25,1/72.42;0/0;0/839.97,1/839.97;0/0;0/26,1/24;0/0;0/33,1/28;0/0;0/0,1/0;0/0;0/35,1/39;0/0;0/72,1/79
899.86;0;82;0;2;0/899.86;0/135.73,1/73.85;0/0;0/899.86,1/899.86;0/0;0/20,1/24;0/0;0/27,1/29;0/0;0/0,1/0;0/0;0/39,1/43;0/0;0/78,1/84
959.85;0;88;0;2;0/959.85;0/137.24,1/75.41;0/0;0/959.85,1/959.85;0/0;0/21,1/25;0/0;0/28,1/30;0/0;0/0,1/0;0/0;0/42,1/46;0/0;0/84,1/90
1020;0;94;0;2;0/1020;0/138.69,1/76.23;0/0;0/1020,1/1020;0/0;0/17,1/33;0/0;0/29,1/33;0/0;0/0,1/0;0/0;0/43,1/51;0/0;0/90,1/96
1079.9;0;99;0;2;0/1079.9;0/140.31,1/122.17;0/0;0/1079.9,1/1079.9;0/0;0/14,1/30;0/0;0/23,1/31;0/0;0/0,1/0;0/0;0/46,1/53;0/0;0/96,1/98
1139.67;0;103;0;2;0/1139.67;0/141.43,1/145.62;0/0;0/1139.67,1/1139.67;0/0;0/13,1/35;0/0;0/23,1/37;0/0;0/0,1/0;0/0;0/48,1/55;0/0;0/102,1/101
1199.66;0;110;0;2;0/1199.66;0/143.08,1/175.73;0/0;0/1199.66,1/1199.66;0/0;0/15,1/35;0/0;0/25,1/36;0/0;0/0,1/0;0/0;0/51,1/59;0/0;0/108,1/105
1259.74;0;112;0;2;0/1259.74;0/144.21,1/177.45;0/0;0/1259.74,1/1259.74;0/0;0/8,1/41;0/0;0/19,1/42;0/0;0/0,1/0;0/0;0/52,1/60;0/0;0/114,1/110
1319.77;0;119;0;2;0/1319.77;0/146.32,1/196.91;0/0;0/1319.77,1/1319.77;0/0;0/20,1/34;0/0;0/28,1/37;0/0;0/0,1/0;0/0;0/57,1/62;0/0;0/120,1/115
1379.77;0;127;0;2;0/1379.77;0/147.79,1/198.74;0/0;0/1379.77,1/1379.77;0/0;0/25,1/33;0/0;0/31,1/37;0/0;0/0,1/0;0/0;0/61,1/66;0/0;0/126,1/121
1439.94;0;133;0;2;0/1439.94;0/149.49,1/200.51;0/0;0/1439.94,1/1439.94;0/0;0/23,1/40;0/0;0/30,1/43;0/0;0/0,1/0;0/0;0/64,1/69;0/0;0/132,1/127
1499.88;0;138;0;2;0/1499.88;0/150.84,1/202.19;0/0;0/1499.88,1/1499.88;0/0;0/22,1/41;0/0;0/32,1/42;0/0;0/0,1/0;0/0;0/66,1/72;0/0;0/138,1/132
1559.93;0;142;0;2;0/1559.93;0/152.21,1/242.48;0/0;0/1559.93,1/1559.93;0/0;0/20,1/41;0/0;0/30,1/42;0/0;0/0,1/0;0/0;0/68,1/74;0/0;0/144,1/134
1619.66;0;145;0;2;0/1619.66;0/153.67,1/282.45;0/0;0/1619.66,1/1619.66;0/0;0/18,1/39;0/0;0/28,1/40;0/0;0/0,1/0;0/0;0/69,1/76;0/0;0/150,1/136
1679.86;0;148;0;2;0/1679.86;0/154.83,1/320.83;0/0;0/1679.86,1/1679.86;0/0;0/14,1/35;0/0;0/22,1/37;0/0;0/0,1/0;0/0;0/71,1/77;0/0;0/156,1/139
1739.98;0;155;0;2;0/1739.98;0/156.42,1/322.36;0/0;0/1739.98,1/1739.98;0/0;0/19,1/36;0/0;0/25,1/39;0/0;0/0,1/0;0/0;0/75,1/80;0/0;0/162,1/145
1799.98;0;162;0;2;0/1799.98;0/157.89,1/323.1;0/0;0/1799.98,1/1799.98;0/0;0/29,1/36;0/0;0/34,1/40;0/0;0/0,1/0;0/0;0/79,1/83;0/0;0/168,1/151
1859.97;0;167;0;2;0/1859.97;0/159.47,1/324.43;0/0;0/1859.97,1/1859.97;0/0;0/24,1/39;0/0;0/33,1/40;0/0;0/0,1/0;0/0;0/80,1/87;0/0;0/174,1/157
1919.66;0;171;0;2;0/1919.66;0/160.7,1/326.74;0/0;0/1919.66,1/1919.66;0/0;0/17,1/40;0/0;0/27,1/41;0/0;0/0,1/0;0/0;0/82,1/89;0/0;0/180,1/162
1979.82;0;174;0;2;0/1979.82;0/162.4,1/359.06;0/0;0/1979.82,1/1979.82;0/0;0/15,1/36;0/0;0/24,1/38;0/0;0/0,1/0;0/0;0/83,1/91;0/0;0/186,1/165
2039.94;0;179;0;2;0/2039.94;0/163.9,1/382.65;0/0;0/2039.94,1/2039.94;0/0;0/13,1/34;0/0;0/24,1/34;0/0;0/0,1/0;0/0;0/85,1/94;0/0;0/192,1/169
2099.68;0;180;0;2;0/2099.68;0/165.57,1/438.31;0/0;0/2099.68,1/2099.68;0/0;0/8,1/36;0/0;0/18,1/37;0/0;0/0,1/0;0/0;0/86,1/94;0/0;0/198,1/169
2159.92;0;186;0;2;0/2159.92;0/166.98,1/459.75;0/0;0/2159.92,1/2159.92;0/0;0/13,1/36;0/0;0/24,1/36;0/0;0/0,1/0;0/0;0/89,1/97;0/0;0/203,1/173
2219.86;0;193;0;2;0/2219.86;0/169.07,1/485.18;0/0;0/2219.86,1/2219.86;0/0;0/20,1/31;0/0;0/28,1/35;0/0;0/0,1/0;0/0;0/94,1/99;0/0;0/209,1/177
2279.86;0;201;0;2;0/2279.86;0/170.9,1/487.11;0/0;0/2279.86,1/2279.86;0/0;0/31,1/31;0/0;0/37,1/35;0/0;0/0,1/0;0/0;0/98,1/103;0/0;0/215,1/183
2339.93;0;206;0;2;0/2339.93;0/172.72,1/488.17;0/0;0/2339.93,1/2339.93;0/0;0/30,1/29;0/0;0/38,1/33;0/0;0/0,1/0;0/0;0/100,1/106;0/0;0/221,1/189
2400;0;210;0;2;0/2400;0/173.89,1/490.49;0/0;0/2400,1/2400;0/0;0/30,1/29;0/0;0/35,1/36;0/0;0/0,1/0;0/0;0/104,1/106;0/0;0/227,1/195
2459.59;0;216;0;2;0/2459.59;0/175.52,1/492.17;0/0;0/2459.59,1/2459.59;0/0;0/34,1/28;0/0;0/37,1/36;0/0;0/0,1/0;0/0;0/107,1/109;0/0;0/233,1/201
2519.87;0;227;0;2;0/2519.87;0/177.32,1/492.95;0/0;0/2519.87,1/2519.87;0/0;0/35,1/33;0/0;0/39,1/39;0/0;0/0,1/0;0/0;0/112,1/115;0/0;0/239,1/207
2579.59;0;234;0;2;0/2579.59;0/178.31,1/494.03;0/0;0/2579.59,1/2579.59;0/0;0/29,1/35;0/0;0/33,1/42;0/0;0/0,1/0;0/0;0/115,1/119;0/0;0/245,1/213
2639.88;0;243;0;2;0/2639.88;0/179.91,1/494.73;0/0;0/2639.88,1/2639.88;0/0;0/33,1/33;0/0;0/36,1/40;0/0;0/0,1/0;0/0;0/120,1/123;0/0;0/251,1/219
2699.81;0;246;0;2;0/2699.81;0/180.66,1/494.99;0/0;0/2699.81,1/2699.81;0/0;0/25,1/28;0/0;0/30,1/34;0/0;0/0,1/0;0/0;0/120,1/126;0/0;0/257,1/225
2759.9;0;251;0;2;0/2759.9;0/182,1/495.71;0/0;0/2759.9,1/2759.9;0/0;0/23,1/24;0/0;0/27,1/31;0/0;0/0,1/0;0/0;0/123,1/128;0/0;0/263,1/231
2819.84;0;258;0;2;0/2819.84;0/184.04,1/496.8;0/0;0/2819.84,1/2819.84;0/0;0/29,1/25;0/0;0/31,1/34;0/0;0/0,1/0;0/0;0/128,1/130;0/0;0/269,1/237
2879.83;0;266;0;2;0/2879.83;0/190.03,1/498.2;0/0;0/2879.83,1/2879.83;0/0;0/33,1/24;0/0;0/35,1/33;0/0;0/0,1/0;0/0;0/132,1/134;0/0;0/274,1/243
2939.94;0;268;0;2;0/2939.94;0/199.97,1/499.71;0/0;0/2939.94,1/2939.94;0/0;0/29,1/21;0/0;0/30,1/31;0/0;0/0,1/0;0/0;0/133,1/135;0/0;0/279,1/249
2999.96;0;272;0;2;0/2999.96;0/205.36,1/500.8;0/0;0/2999.96,1/2999.96;0/0;0/25,1/21;0/0;0/26,1/31;0/0;0/0,1/0;0/0;0/135,1/137;0/0;0/285,1/255
3059.76;0;279;0;2;0/3059.76;0/230.95,1/501.83;0/0;0/3059.76,1/3059.76;0/0;0/27,1/22;0/0;0/29,1/31;0/0;0/0,1/0;0/0;0/138,1/141;0/0;0/288,1/261
3119.73;0;285;0;2;0/3119.73;0/240.47,1/503.91;0/0;0/3119.73,1/3119.73;0/0;0/30,1/29;0/0;0/32,1/37;0/0;0/0,1/0;0/0;0/141,1/144;0/0;0/294,1/267
3179.82;0;289;0;2;0/3179.82;0/241.56,1/505.73;0/0;0/3179.82,1/3179.82;0/0;0/29,1/26;0/0;0/34,1/31;0/0;0/0,1/0;0/0;0/142,1/147;0/0;0/300,1/273
3239.63;0;295;0;2;0/3239.63;0/243.21,1/507.55;0/0;0/3239.63,1/3239.63;0/0;0/30,1/30;0/0;0/35,1/36;0/0;0/0,1/0;0/0;0/145,1/150;0/0;0/306,1/278
3299.9;0;303;0;2;0/3299.9;0/244.51,1/509.42;0/0;0/3299.9,1/3299.9;0/0;0/34,1/29;0/0;0/35,1/36;0/0;0/0,1/0;0/0;0/150,1/153;0/0;0/312,1/284
3359.98;0;309;0;2;0/3359.98;0/245.47,1/511.18;0/0;0/3359.98,1/3359.98;0/0;0/32,1/27;0/0;0/34,1/36;0/0;0/0,1/0;0/0;0/153,1/156;0/0;0/318,1/290
3419.95;0;314;0;2;0/3419.95;0/281.59,1/512.55;0/0;0/3419.95,1/3419.95;0/0;0/31,1/22;0/0;0/35,1/30;0/0;0/0,1/0;0/0;0/155,1/159;0/0;0/320,1/296
3479.96;0;317;0;2;0/3479.96;0/283.46,1/515.22;0/0;0/3479.96,1/3479.96;0/0;0/29,1/25;0/0;0/32,1/34;0/0;0/0,1/0;0/0;0/157,1/160;0/0;0/326,1/302
3539.8;0;322;0;2;0/3539.8;0/285.07,1/515.99;0/0;0/3539.8,1/3539.8;0/0;0/28,1/21;0/0;0/32,1/28;0/0;0/0,1/0;0/0;0/159,1/163;0/0;0/332,1/308
3599.96;0;330;0;2;0/3599.96;0/286.19,1/517.45;0/0;0/3599.96,1/3599.96;0/0;0/27,1/31;0/0;0/29,1/39;0/0;0/0,1/0;0/0;0/163,1/167;0/0;0/338,1/314
3659.91;0;336;0;2;0/3659.91;0/291.39,1/518.19;0/0;0/3659.91,1/3659.91;0/0;0/25,1/29;0/0;0/30,1/36;0/0;0/0,1/0;0/0;0/165,1/171;0/0;0/343,1/320
3719.93;0;341;0;2;0/3719.93;0/292.38,1/519.92;0/0;0/3719.93,1/3719.93;0/0;0/21,1/25;0/0;0/24,1/33;0/0;0/0,1/0;0/0;0/168,1/173;0/0;0/349,1/326
3779.99;0;347;0;2;0/3779.99;0/294.1,1/521.54;0/0;0/3779.99,1/3779.99;0/0;0/24,1/26;0/0;0/28,1/34;0/0;0/0,1/0;0/0;0/171,1/176;0/0;0/355,1/332
3839.94;0;352;0;2;0/3839.94;0/295.39,1/523.07;0/0;0/3839.94,1/3839.94;0/0;0/24,1/29;0/0;0/28,1/36;0/0;0/0,1/0;0/0;0/173,1/179;0/0;0/361,1/338
3899.71;0;359;0;2;0/3899.71;0/297.31,1/524.81;0/0;0/3899.71,1/3899.71;0/0;0/28,1/29;0/0;0/29,1/40;0/0;0/0,1/0;0/0;0/177,1/182;0/0;0/367,1/344
