#TimeStamp;TripTime;Type
63;22;O
81;31;O
82;38;O
87;35;O
93;20;O
96;30;O
96;38;O
101;37;O
103;34;O
108;15;O
108;44;O
111;47;O
111;49;O
112;34;O
113;33;O
125;24;O
126;21;O
134;21;O
139;22;O
141;41;O
144;18;O
145;26;O
148;99;O
150;16;O
152;63;O
153;17;O
157;67;O
161;24;O
171;17;O
172;16;O
181;15;O
185;22;O
187;25;O
194;18;O
197;24;O
205;23;O
218;23;O
222;19;O
227;43;O
228;15;O
229;22;O
231;15;O
241;15;O
251;15;O
254;20;O
264;23;O
273;17;O
279;28;O
291;30;O
296;33;O
303;17;O
309;28;O
313;30;O
314;22;O
328;22;O
331;15;O
342;16;O
345;21;O
353;17;O
357;16;O
358;33;O
358;37;O
371;15;O
376;21;O
393;28;O
398;24;O
407;21;O
408;22;O
442;27;O
443;47;O
445;31;O
455;59;O
459;35;O
475;58;O
477;22;O
477;32;O
485;57;O
488;23;O
492;18;O
502;17;O
505;18;O
517;14;O
517;22;O
527;15;O
533;20;O
536;21;O
541;18;O
542;32;O
546;21;O
550;27;O
551;18;O
553;17;O
561;15;O
570;14;O
573;19;O
582;18;O
587;21;O
591;17;O
593;20;O
595;32;O
604;19;O
609;14;O
618;15;O
623;17;O
623;33;O
630;44;O
635;30;O
635;21;O
640;24;O
648;22;O
651;16;O
656;20;O
657;32;O
660;14;O
664;19;O
670;16;O
678;14;O
696;16;O
709;15;O
718;21;O
726;15;O
726;22;O
732;16;O
733;26;O
734;33;O
744;20;O
747;21;O
755;23;O
759;25;O
764;34;O
766;14;O
766;57;O
774;17;O
796;60;O
800;29;O
807;32;O
809;17;O
814;17;O
817;22;O
821;16;O
824;42;O
828;21;O
835;18;O
847;14;O
849;32;O
852;15;O
863;15;O
865;20;O
871;15;O
881;19;O
890;15;O
891;18;O
896;19;O
903;15;O
903;21;O
915;50;O
921;19;O
925;29;O
942;26;O
945;27;O
950;44;O
952;84;O
955;32;O
960;52;O
962;19;O
970;22;O
971;15;O
971;18;O
975;47;O
975;17;O
986;18;O
987;14;O
998;15;O
1007;14;O
1010;22;O
1016;21;O
1021;32;O
1024;21;O
1030;22;O
1031;15;O
1034;16;O
1053;15;O
1053;14;O
1061;16;O
1069;34;O
1073;17;O
1074;15;O
1083;60;O
1091;21;O
1096;16;O
1099;50;O
1102;26;O
1104;14;O
1109;23;O
1111;15;O
1113;54;O
1124;44;O
1126;58;O
1130;38;O
1136;31;O
1137;21;O
1142;25;O
1145;22;O
1149;23;O
1150;44;O
1153;16;O
1162;25;O
1163;33;O
1171;14;O
1172;16;O
1179;18;O
1190;43;O
1193;16;O
1199;32;O
1202;15;O
1209;18;O
1215;17;O
1217;40;O
1226;18;O
1232;15;O
1244;17;O
1244;16;O
1247;50;O
1263;16;O
1273;15;O
1316;68;O
1318;38;O
1334;66;O
